Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
1976-05-31,1.2578,1976-07-31,1.4297,1974-12-31-1976-03-31,0.2969-1.5781,Sell,44 days,-13.67%,Fall by 11.48%,-13.67%,
1977-05-31,1.2656,1977-06-30,1.4766,1974-12-31-1977-01-31,0.2969-1.7422,Sell,22 days,-16.67%,Fall by -10.05%,-30.34%,
1978-10-31,1.6406,1979-03-31,1.8359,1974-12-31-1978-08-31,0.2969-2.1172,Sell,108 days,-11.9%,Fall by 8.08%,-42.24%,
1979-02-28,1.7266,1979-08-31,1.9141,1977-05-31-1978-08-31,1.2422-2.1172,Sell,132 days,-10.86%,Fall by 18.37%,-53.1%,
1979-09-30,1.9062,1981-01-31,2.4297,1977-05-31-1978-08-31,1.2422-2.1172,Buy,349 days,27.46%,Rise by 81.99%,-25.64%,
1981-08-31,2.5547,1981-10-31,2.4141,1980-03-31-1981-04-30,1.4688-3.0,Sell,44 days,5.5%,Fall by -82.52%,-20.14%,
1981-09-30,2.6406,1981-10-31,2.4141,1978-08-31-1980-03-31,1.6875-1.9062,Sell,22 days,8.58%,Fall by -82.52%,-11.56%,
1982-01-31,2.4453,1986-12-31,6.75,1980-03-31-1981-04-30,1.4688-3.0,Buy,1282 days,176.04%,Rise by 47.45%,164.48%,
1983-08-31,4.8281,1983-10-31,4.625,1981-11-30-1983-06-30,2.2812-5.9531,Sell,43 days,4.21%,Fall by 9.8%,168.69%,
1984-06-30,4.4844,1987-11-30,5.875,1974-12-31-1983-06-30,0.2969-5.9531,Buy,890 days,31.01%,Rise by 46.01%,199.7%,
1985-01-31,5.125,1985-03-31,5.5469,1983-06-30-1984-04-30,4.4531-4.9375,Sell,41 days,-8.23%,Fall by 4.51%,191.47%,
