Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,32.4844,2001-09-23,25.08,Buy,219 Days,29.16,Rise by 2.16%,-22.79%,-22.79%,
2000-12-24,32.0,2001-01-21,30.6094,Sell,19 Days,-20.0,Fall by 4.59%,4.35%,-18.45%,
2001-03-25,30.53,2001-04-29,33.87,Sell,24 Days,-19.44,Fall by 5.08%,-10.94%,-29.39%,
2001-09-23,25.08,2001-10-07,27.2,Sell,9 Days,-13.51,Fall by -0.88%,-8.45%,-37.84%,
2001-11-11,27.35,2001-11-18,25.3,Sell,4 Days,-7.69,Fall by 8.23%,7.5%,-30.35%,
2002-05-12,27.53,2002-06-09,26.39,Sell,19 Days,-10.53,Fall by 6.57%,4.14%,-26.2%,
2003-01-12,22.09,2003-01-26,21.32,Sell,9 Days,-4.76,Fall by -4.75%,3.49%,-22.72%,
2004-03-28,28.4,2004-04-18,30.54,Sell,14 Days,-11.11,Fall by -2.5%,-7.54%,-30.25%,
2004-05-16,29.85,2004-07-11,31.93,Sell,39 Days,-10.53,Fall by -3.62%,-6.97%,-37.22%,
2005-03-27,42.03,2005-04-17,39.73,Sell,14 Days,-18.71,Fall by 7.68%,5.47%,-31.75%,
2005-05-29,42.0,2005-09-04,50.95,Buy,69 Days,20.72,Rise by 19.45%,21.31%,-10.44%,
2005-08-21,48.18,2005-09-11,52.8,Sell,14 Days,-11.11,Fall by 4.48%,-9.59%,-20.03%,
2006-01-08,53.46,2006-03-12,51.39,Sell,44 Days,-10.87,Fall by 1.72%,3.87%,-16.16%,
2006-04-23,59.74,2006-04-30,57.14,Sell,4 Days,-7.1,Fall by 11.62%,4.35%,-11.81%,
2008-03-30,73.4,2008-05-18,88.95,Buy,34 Days,8.0,Rise by 21.19%,21.19%,9.38%,
2009-03-22,43.0,2009-05-10,51.84,Buy,34 Days,6.79,Rise by 20.56%,20.56%,29.94%,
2011-03-20,75.39,2011-04-03,79.99,Sell,9 Days,-11.63,Fall by 2.12%,-6.1%,23.84%,
2012-04-15,68.7,2012-05-20,63.94,Sell,24 Days,-13.42,Fall by 9.69%,6.93%,30.77%,
2013-05-12,80.27,2014-06-08,96.81,Buy,279 Days,13.36,Rise by 4.3%,20.61%,51.37%,
2013-08-25,81.76,2013-10-20,86.94,Sell,39 Days,-13.9,Fall by -4.12%,-6.34%,45.03%,
2015-08-02,69.38,2015-08-09,67.03,Sell,4 Days,-19.6,Fall by 10.1%,3.39%,48.42%,
2016-01-17,54.35,2016-01-31,58.21,Sell,9 Days,-27.63,Fall by -24.25%,-7.1%,41.32%,
2016-11-20,71.13,2018-12-23,56.11,Buy,544 Days,20.08,Rise by -6.62%,-21.12%,20.2%,
2018-04-15,71.41,2018-05-13,76.73,Sell,19 Days,-16.67,Fall by -3.87%,-7.45%,12.75%,
2021-01-24,42.07,2021-03-07,52.95,Buy,29 Days,8.07,Rise by 27.34%,25.86%,38.62%,
2021-10-03,53.84,2021-10-17,57.33,Sell,9 Days,-12.57,Fall by -1.54%,-6.48%,32.13%,
2023-06-11,81.33,2024-04-07,98.08,Buy,214 Days,20.25,Rise by 10.54%,20.6%,52.73%,
2025-01-19,93.96,2025-02-02,87.64,Sell,9 Days,-15.14,Fall by 6.95%,6.73%,59.45%,
2025-07-06,87.03,2025-07-06,87.03,Buy,0 Days,11.9,Rise by 0%,0.0%,59.45%,
