Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2005-04-30,23.1,2005-12-31,25.73,Sell,174 days,Fall by -15.680000%,-11.36,
2005-09-30,23.98,2006-04-30,27.59,Sell,150 days,Fall by -11.450000%,-15.04,
2005-11-30,25.89,2006-11-30,28.98,Buy,260 days,Rise by 6.560000%,11.96,
2006-11-30,28.98,2010-02-28,11.93,Buy,846 days,Rise by 6.220000%,-58.86,
2007-01-31,30.12,2010-02-28,11.93,Buy,802 days,Rise by -11.270000%,-60.41,
2007-04-30,30.06,2010-02-28,11.93,Buy,739 days,Rise by -16.240000%,-60.33,
2008-03-31,20.2,2008-09-30,16.16,Sell,130 days,Fall by 13.870000%,20.02,
2010-06-30,11.22,2010-12-31,12.96,Sell,131 days,Fall by 14.480000%,-15.5,
2010-10-31,11.83,2011-03-31,13.31,Buy,107 days,Rise by -18.890000%,12.57,
2012-10-31,12.92,2013-04-30,15.19,Buy,128 days,Rise by 28.870000%,17.61,
2013-02-28,14.29,2013-07-31,16.64,Buy,108 days,Rise by 16.490000%,16.49,
2015-09-30,18.41,2016-04-30,18.94,Sell,152 days,Fall by 6.930000%,-2.87,
2016-11-30,22.51,2017-03-31,23.73,Buy,86 days,Rise by 32.120000%,5.42,
2017-10-31,26.6,2018-03-31,27.57,Buy,108 days,Rise by 6.500000%,3.65,
2017-11-30,27.52,2020-06-30,23.14,Buy,672 days,Rise by 2.940000%,-15.92,
2017-12-31,27.91,2020-06-30,23.14,Buy,650 days,Rise by 1.500000%,-17.09,
2018-01-31,29.74,2020-06-30,23.14,Buy,628 days,Rise by -10.590000%,-22.19,
2018-06-30,26.59,2019-02-28,26.52,Sell,172 days,Fall by 10.420000%,0.26,
2018-10-31,26.28,2019-04-30,28.02,Sell,128 days,Fall by 20.780000%,-6.62,
2019-11-30,30.15,2021-06-30,36.69,Buy,411 days,Rise by -24.410000%,21.69,
2020-03-31,20.82,2020-07-31,24.03,Sell,87 days,Fall by -51.060000%,-15.42,
2020-10-31,23.86,2020-11-30,27.88,Sell,19 days,Fall by -31.810000%,-16.85,
2021-03-31,34.05,2021-08-31,38.4,Buy,108 days,Rise by 18.240000%,12.78,
2023-10-31,32.36,2023-12-31,37.6,Sell,43 days,Fall by -61.840000%,-16.19,
2024-01-31,38.76,2024-06-30,41.11,Buy,107 days,Rise by 34.620000%,6.06,
