Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,28.125,2001-09-23,21.96,Buy,219 Days,29.16,Rise by 4.67%,-21.92%,-21.92%
2000-12-24,26.9531,2001-01-14,29.4375,Sell,14 Days,-20.0,Fall by -5.29%,-9.22%,-31.14%
2001-03-25,25.8,2001-04-22,28.98,Sell,19 Days,-19.44,Fall by -12.02%,-12.33%,-43.46%
2001-09-23,21.96,2001-09-30,23.5,Sell,4 Days,-13.51,Fall by -21.58%,-7.01%,-50.48%
2001-11-11,24.67,2001-11-25,26.35,Sell,9 Days,-7.69,Fall by -8.23%,-6.81%,-57.29%
2002-05-12,29.07,2002-06-16,27.81,Sell,24 Days,-10.53,Fall by 14.34%,4.33%,-52.95%
2003-01-12,27.51,2003-01-26,26.32,Sell,9 Days,-4.76,Fall by 7.96%,4.33%,-48.63%
2004-03-28,29.43,2004-04-18,31.48,Sell,14 Days,-11.11,Fall by -2.48%,-6.97%,-55.59%
2004-05-16,30.7,2004-07-11,29.68,Sell,39 Days,-10.53,Fall by 9.19%,3.32%,-52.27%
2005-03-27,29.8,2005-06-19,31.66,Sell,59 Days,-18.71,Fall by -3.99%,-6.24%,-58.51%
2005-05-29,31.39,2008-10-12,24.14,Buy,879 Days,20.72,Rise by 1.15%,-23.1%,-81.61%
2005-08-21,31.4,2005-10-23,30.23,Sell,44 Days,-11.11,Fall by 3.73%,3.73%,-77.88%
2006-01-08,32.56,2006-04-09,31.28,Sell,64 Days,-10.87,Fall by 7.0%,3.93%,-73.95%
2006-04-23,31.16,2006-06-25,29.98,Sell,44 Days,-7.1,Fall by 3.79%,3.79%,-70.16%
2008-03-30,31.33,2008-10-12,24.14,Buy,139 Days,8.0,Rise by 2.3%,-22.95%,-93.11%
2009-03-22,23.55,2009-08-23,28.68,Buy,109 Days,6.79,Rise by 8.66%,21.78%,-71.33%
2011-03-20,31.97,2011-04-17,33.92,Sell,19 Days,-11.63,Fall by -8.48%,-6.1%,-77.43%
2012-04-15,36.58,2012-07-29,38.83,Sell,74 Days,-13.42,Fall by 2.93%,-6.15%,-83.58%
2013-05-12,48.18,2014-02-16,58.21,Buy,199 Days,13.36,Rise by 6.6%,20.82%,-62.76%
2013-08-25,49.79,2013-11-03,53.12,Sell,49 Days,-13.9,Fall by -17.37%,-6.69%,-69.45%
2015-08-02,76.59,2015-08-23,71.7,Sell,14 Days,-19.6,Fall by 10.33%,6.38%,-63.06%
2016-01-17,66.87,2016-02-07,64.4,Sell,14 Days,-27.63,Fall by -3.39%,3.69%,-59.37%
2016-11-20,69.7,2017-10-22,83.88,Buy,239 Days,20.08,Rise by 1.79%,20.34%,-39.03%
2018-04-15,81.87,2018-07-15,87.4,Sell,64 Days,-16.67,Fall by -9.03%,-6.75%,-45.78%
2021-01-24,117.59,2022-04-10,142.83,Buy,314 Days,8.07,Rise by 5.76%,21.46%,-24.32%
2021-10-03,127.33,2021-12-19,137.92,Sell,54 Days,-12.57,Fall by -2.39%,-8.32%,-32.63%
2023-06-11,130.42,2024-09-01,157.2,Buy,319 Days,20.25,Rise by 4.46%,20.53%,-12.1%
2025-01-19,140.18,2025-03-02,148.93,Sell,29 Days,-15.14,Fall by 3.5%,-6.24%,-18.34%
2025-07-06,135.5,2025-07-06,135.5,Buy,0 Days,11.9,Rise by 0%,0.0%,-18.34%
