Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2003-10-31,4.2,2004-10-31,5.22,Buy,260 days,Rise by 61.050000%,24.15
2004-08-31,4.93,2005-01-31,6.27,Buy,108 days,Rise by 37.280000%,27.18
2004-09-30,5.71,2005-03-31,6.35,Buy,129 days,Rise by 18.420000%,11.22
2004-12-31,6.34,2005-10-31,7.51,Buy,215 days,Rise by 19.640000%,18.58
2008-02-29,9.18,2008-07-31,6.11,Sell,108 days,Fall by 33.470000%,33.47
2008-10-31,5.55,2009-05-31,6.22,Sell,150 days,Fall by -30.000000%,-12.07
2010-03-31,7.99,2011-06-30,8.25,Buy,325 days,Rise by 11.860000%,3.23
2010-08-31,7.22,2012-01-31,5.71,Sell,369 days,Fall by 11.800000%,20.82
2020-12-31,5.9,2021-05-31,7.44,Buy,106 days,Rise by 29.490000%,26.1
2021-02-28,6.46,2021-07-31,7.64,Buy,109 days,Rise by 18.270000%,18.27
2023-03-31,4.36,2023-12-31,4.78,Sell,195 days,Fall by 0.920000%,-9.63
2023-06-30,5.42,2025-09-30,3.37,Buy,586 days,Rise by -14.580000%,-37.82
2023-09-30,4.7,2024-04-30,3.81,Sell,150 days,Fall by 12.770000%,18.94
2025-02-28,3.39,2025-02-28,3.39,Buy,0 days,Rise by -10.320000%,0.0
2025-09-30,3.37,2025-09-30,3.37,Buy,0 days,Rise by -3.260000%,0.0
