Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,1986-03-31,0.28,1986-09-30,0.17,131 days,1985-12-31/0.2207,-41.38%,-41.38%,Rise by -35.17%,-41.38%
Buy,1987-09-30,0.37,1989-06-30,0.64,457 days,1982-09-30/0.3633,70.70%,70.70%,Rise by 123.06%,29.31%
Buy,1989-09-30,1.04,1991-09-30,1.69,520 days,1989-06-30/0.6367,62.78%,62.78%,Rise by 117.66%,92.09%
Buy,1991-12-31,2.26,1993-06-30,1.72,391 days,1991-09-30/1.6914,-23.83%,-23.83%,Rise by 14.68%,68.26%
Buy,1995-06-30,2.62,1995-12-31,4.35,130 days,1992-12-31/2.5938,65.78%,65.78%,Rise by 152.38%,134.03%
Buy,1996-03-31,5.08,2003-12-31,8.56,2022 days,1995-12-31/4.3516,68.52%,68.52%,Rise by 52.31%,202.55%
Buy,2004-03-31,9.73,2007-12-31,16.06,978 days,2003-12-31/8.5575,64.99%,64.99%,Rise by 16.46%,267.54%
Buy,2008-03-31,17.0,2008-12-31,12.75,197 days,2007-12-31/16.06,-25.00%,-25.00%,Rise by -25.0%,242.54%
Buy,2010-03-31,18.38,2013-03-31,29.5,782 days,2008-03-31/17.0,60.57%,60.57%,Rise by 19.43%,303.11%
Buy,2013-06-30,31.84,2015-06-30,54.01,521 days,2013-03-31/29.505,69.63%,69.63%,Rise by 93.11%,372.74%
Buy,2015-09-30,61.48,2019-12-31,101.31,1109 days,2015-06-30/54.01,64.77%,64.77%,Rise by -10.22%,437.51%
Buy,2020-09-30,125.54,2022-09-30,83.12,522 days,2019-12-31/101.31,-33.79%,-33.79%,Rise by 32.76%,403.72%
