Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,5.694,2001-03-18,4.752,Buy,84 Days,29.16,Rise by -12.15%,-16.54%,-16.54%
2000-12-24,5.002,2001-03-18,4.752,Sell,59 Days,-20.0,Fall by 5.0%,5.0%,-11.55%
2001-03-25,4.799,2001-04-15,5.146,Sell,14 Days,-19.44,Fall by -6.77%,-7.23%,-18.78%
2001-09-23,4.689,2001-10-07,4.504,Sell,9 Days,-13.51,Fall by 8.15%,3.95%,-14.83%
2001-11-11,4.307,2001-11-18,4.885,Sell,4 Days,-7.69,Fall by -12.82%,-13.42%,-28.25%
2002-05-12,5.127,2002-06-16,4.806,Sell,24 Days,-10.53,Fall by 7.26%,6.26%,-21.99%
2003-01-12,4.152,2003-01-19,4.015,Sell,4 Days,-4.76,Fall by 10.98%,3.3%,-18.69%
2004-03-28,3.843,2004-04-04,4.14,Sell,4 Days,-11.11,Fall by -13.48%,-7.73%,-26.42%
2004-05-16,4.788,2004-07-04,4.458,Sell,34 Days,-10.53,Fall by 8.92%,6.89%,-19.53%
2005-03-27,4.591,2005-04-03,4.451,Sell,4 Days,-18.71,Fall by 10.24%,3.05%,-16.48%
2005-05-29,4.073,2005-05-29,4.073,Buy,0 Days,20.72,Rise by 0%,0.0%,-16.48%
2005-08-21,4.211,2005-09-04,4.029,Sell,9 Days,-11.11,Fall by 0.83%,4.32%,-12.16%
