Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2001-01-14,2.5649,2001-04-01,2.2012,Sell,54 Days,-7.15,Fall by 1.49%,14.18%,14.18%
2001-01-28,2.5649,2001-04-15,2.1534,Buy,54 Days,23.08,Rise by 2.24%,-16.04%,-1.86%
2001-03-25,2.6223,2001-04-01,2.2012,Sell,4 Days,-19.44,Fall by 14.23%,16.06%,14.19%
2001-09-23,2.2204,2001-09-30,2.3927,Sell,4 Days,-13.51,Fall by -23.28%,-7.76%,6.43%
2001-11-11,2.5841,2001-12-02,2.7468,Sell,14 Days,-7.69,Fall by -3.33%,-6.3%,0.14%
2002-05-12,2.6319,2002-09-22,2.7946,Sell,94 Days,-10.53,Fall by 2.18%,-6.18%,-6.04%
2003-01-12,3.2827,2003-02-09,3.5316,Sell,19 Days,-4.76,Fall by 5.83%,-7.58%,-13.63%
2004-03-28,4.2302,2004-05-16,4.0962,Sell,34 Days,-11.11,Fall by 3.17%,3.17%,-10.46%
2004-05-16,4.0962,2004-06-27,4.4408,Sell,29 Days,-10.53,Fall by -27.34%,-8.41%,-18.87%
2005-03-27,6.4889,2005-04-03,6.1826,Sell,4 Days,-18.71,Fall by 14.45%,4.72%,-14.15%
2005-05-29,6.2209,2005-10-02,7.5799,Buy,89 Days,20.72,Rise by 12.31%,21.85%,7.7%
2005-08-21,7.2737,2005-09-04,7.0535,Sell,9 Days,-11.11,Fall by -0.26%,3.03%,10.72%
2006-01-08,7.1588,2006-01-22,6.8717,Sell,9 Days,-10.87,Fall by -14.97%,4.01%,14.73%
2006-04-23,8.7093,2006-06-11,8.2594,Sell,34 Days,-7.1,Fall by 5.5%,5.17%,19.9%
2008-03-30,7.9915,2008-06-15,6.4314,Buy,54 Days,8.0,Rise by -19.52%,-19.52%,0.38%
2009-03-22,5.8572,2009-08-16,7.6373,Buy,104 Days,6.79,Rise by 14.71%,30.39%,30.77%
2011-03-20,8.3839,2011-04-03,8.9389,Sell,9 Days,-11.63,Fall by 8.11%,-6.62%,24.15%
2012-04-15,5.7137,2017-02-12,9.628,Sell,1259 Days,-13.42,Fall by 0.0%,-68.51%,-44.36%
2013-05-12,5.7137,2017-02-12,9.628,Buy,979 Days,13.36,Rise by 0.0%,68.51%,24.15%
2013-08-25,5.7137,2017-02-12,9.628,Sell,904 Days,-13.9,Fall by 0.0%,-68.51%,-44.36%
2015-08-02,5.7137,2017-02-12,9.628,Sell,399 Days,-19.6,Fall by 0.0%,-68.51%,-112.87%
2016-01-17,5.7137,2017-02-12,9.628,Sell,279 Days,-27.63,Fall by 0.0%,-68.51%,-181.37%
2016-11-20,5.7137,2017-02-12,9.628,Buy,59 Days,20.08,Rise by 0.0%,68.51%,-112.87%
2018-04-15,6.0678,2018-05-20,6.49,Sell,24 Days,-16.67,Fall by -2.18%,-6.96%,-119.82%
2021-01-24,6.28,2021-06-06,7.85,Buy,94 Days,8.07,Rise by 12.42%,25.0%,-94.82%
2021-10-03,7.13,2021-11-28,6.8,Sell,39 Days,-12.57,Fall by 4.63%,4.63%,-90.2%
2023-06-11,5.1,2023-10-22,4.33,Buy,94 Days,20.25,Rise by 9.41%,-15.1%,-105.29%
2025-01-19,2.89,2025-02-16,3.18,Sell,19 Days,-15.14,Fall by -6.92%,-10.03%,-115.33%
2025-07-06,3.08,2025-07-06,3.08,Buy,0 Days,11.9,Rise by 0%,0.0%,-115.33%
