Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2006-11-26,38.075,2007-01-21,40.02,2006-03-26-2006-07-02,35.36-36.4,Sell,39 days,-5.11%,Fall by 5.31%,-5.11%,
2007-07-15,41.575,2013-10-13,48.18,2006-07-02-2007-05-27,34.105-43.2,Buy,1629 days,15.89%,Rise by 23.54%,10.78%,
2007-11-11,39.37,2007-11-25,39.835,2007-05-27-2007-08-19,39.265-42.6,Sell,9 days,-1.18%,Fall by 12.31%,9.6%,
2008-01-27,36.56,2008-02-10,36.32,2007-08-19-2008-01-20,36.545-42.05,Sell,9 days,0.66%,Fall by 8.25%,10.25%,
2008-03-16,34.425,2008-04-06,35.54,2006-07-02-2007-05-27,34.105-43.2,Sell,14 days,-3.24%,Fall by 6.23%,7.02%,
2008-06-15,33.92,2008-07-20,35.175,2005-11-13-2007-05-27,33.61-43.2,Sell,24 days,-3.7%,Fall by 22.79%,3.32%,
2008-09-21,34.055,2008-09-21,34.055,2006-03-26-2008-07-06,34.35-36.4,Sell,0 days,-0.0%,Fall by 0%,3.32%,
2009-02-08,30.89,2009-02-08,30.89,2006-03-26-2008-10-12,32.595-36.4,Sell,0 days,-0.0%,Fall by 0%,3.32%,
2009-05-03,27.34,2009-05-10,28.68,2006-03-26-2009-03-08,25.84-36.4,Sell,4 days,-4.9%,Fall by -6.47%,-1.59%,
2009-11-29,32.705,2009-11-29,32.705,2007-05-27-2009-03-08,25.84-42.6,Sell,0 days,-0.0%,Fall by 0%,-1.59%,
2010-05-23,29.655,2010-05-23,29.655,2009-03-08-2010-01-24,24.64-35.09,Buy,0 days,0.0%,Rise by 0%,-1.59%,
2010-11-28,31.7,2010-11-28,31.7,2009-10-25-2010-05-09,32.535-30.995,Sell,0 days,-0.0%,Fall by 0%,-1.59%,
2010-12-19,32.65,2011-06-26,34.7,2010-05-09-2010-10-24,26.945-33.485,Buy,134 days,6.28%,Rise by 11.9%,4.69%,
2011-07-17,35.47,2011-08-21,31.98,2010-05-09-2011-05-22,26.945-36.355,Buy,24 days,-9.84%,Rise by 21.42%,-5.15%,
2011-08-28,32.85,2012-11-25,40.43,2009-03-08-2011-05-22,24.64-36.355,Buy,324 days,23.07%,Rise by 6.11%,17.93%,
2012-06-10,37.18,2012-06-24,38.18,2011-05-22-2011-08-14,32.63-35.685,Sell,9 days,-2.69%,Fall by -2.96%,15.24%,
2012-12-02,40.8,2013-02-17,42.49,2007-08-19-2008-01-20,36.545-42.05,Buy,54 days,4.14%,Rise by 11.77%,19.38%,
2015-09-13,67.47,2021-09-26,73.58,2007-08-19-2015-07-19,36.545-74.97,Buy,1574 days,9.06%,Rise by 4.7%,28.44%,
2015-09-27,64.19,2015-10-18,65.59,2007-08-19-2015-07-19,36.545-74.97,Sell,14 days,-2.18%,Fall by 11.31%,26.26%,
