Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-09-16,11.49,2013-02-03,12.51,Buy,99 days,Rise by 15.580000%,8.91,
2012-09-23,11.61,2013-02-10,12.57,Buy,99 days,Rise by 14.350000%,8.27,
2013-01-20,12.06,2013-02-24,12.31,Buy,24 days,Rise by 10.130000%,2.12,
2013-02-03,12.51,2013-06-02,13.19,Buy,84 days,Rise by 6.130000%,5.41,
2013-04-28,12.46,2013-07-14,13.42,Sell,54 days,Fall by -7.360000%,-7.69,
2013-07-21,13.71,2013-10-06,14.2,Buy,54 days,Rise by 20.570000%,3.56,
2013-10-20,14.85,2013-12-08,15.28,Buy,34 days,Rise by 11.330000%,2.95,
2014-01-19,16.06,2014-03-16,16.2,Buy,39 days,Rise by 2.930000%,0.86,
2014-02-23,16.26,2014-06-29,17.08,Buy,89 days,Rise by 6.460000%,5.06,
2014-03-02,16.39,2014-07-06,17.31,Buy,89 days,Rise by 5.620000%,5.62,
2014-12-07,19.04,2015-03-15,19.59,Buy,69 days,Rise by 6.920000%,2.87,
2016-04-10,20.79,2016-05-15,21.53,Buy,24 days,Rise by 16.180000%,3.55,
2016-04-24,21.57,2016-06-26,21.83,Buy,44 days,Rise by 11.950000%,1.17,
2016-07-10,23.32,2016-08-28,23.88,Buy,34 days,Rise by 4.010000%,2.39,
2017-02-19,24.66,2017-03-19,25.28,Buy,19 days,Rise by 14.220000%,2.47,
2017-03-05,25.2,2017-05-21,26.16,Buy,54 days,Rise by 11.790000%,3.79,
2017-04-30,26.29,2017-06-25,27.97,Buy,39 days,Rise by 7.160000%,6.38,
2017-08-13,27.0,2017-10-29,28.94,Sell,54 days,Fall by -11.750000%,-7.2,
2018-01-14,30.59,2018-05-13,32.85,Buy,84 days,Rise by 23.940000%,7.38,
2018-01-28,32.28,2018-06-10,34.11,Buy,94 days,Rise by 17.450000%,5.68,
2018-05-20,32.94,2018-07-01,33.44,Buy,29 days,Rise by 15.110000%,1.53,
2018-09-02,36.64,2019-03-17,38.44,Buy,139 days,Rise by -1.490000%,4.91,
2018-11-25,33.98,2019-01-13,33.88,Sell,34 days,Fall by -5.470000%,0.26,
2019-02-10,35.99,2019-03-10,37.06,Buy,19 days,Rise by 7.220000%,2.96,
2020-01-19,45.58,2020-08-16,48.72,Buy,149 days,Rise by -17.230000%,6.9,
2020-03-22,32.75,2020-03-29,36.53,Sell,4 days,Fall by -30.230000%,-11.53,
2020-11-29,51.82,2021-01-10,56.64,Sell,29 days,Fall by -4.060000%,-9.29,
2020-12-27,53.8,2021-02-07,56.81,Buy,29 days,Rise by 8.650000%,5.61,
2021-01-10,56.64,2021-07-11,61.6,Buy,129 days,Rise by 6.610000%,8.77,
2021-04-25,60.38,2021-08-22,64.65,Buy,84 days,Rise by 10.630000%,7.07,
2021-05-16,56.68,2021-07-04,61.11,Sell,34 days,Fall by -10.170000%,-7.81,
2021-10-10,62.45,2022-02-13,59.1,Sell,89 days,Fall by 0.930000%,5.36,
2021-12-05,61.87,2022-02-13,59.1,Sell,49 days,Fall by 9.490000%,4.48,
2022-01-16,61.45,2022-03-13,56.0,Sell,39 days,Fall by 8.870000%,8.87,
2022-01-30,57.84,2022-03-20,60.55,Sell,34 days,Fall by 11.530000%,-4.69,
2022-05-01,55.02,2022-06-05,53.38,Sell,24 days,Fall by 13.210000%,2.98,
2023-01-01,52.57,2023-02-05,55.63,Buy,24 days,Rise by 8.080000%,5.82,
2023-01-08,53.38,2023-05-07,56.15,Buy,84 days,Rise by 6.440000%,5.19,
2023-01-22,54.54,2023-05-14,55.6,Buy,79 days,Rise by 4.180000%,1.94,
2023-03-26,52.52,2023-04-30,56.77,Buy,24 days,Rise by 9.650000%,8.09,
2023-04-16,55.15,2024-03-03,57.42,Buy,229 days,Rise by 4.420000%,4.12,
2023-06-25,55.58,2024-03-03,57.42,Buy,179 days,Rise by -12.220000%,3.31,
2023-08-20,51.55,2023-10-08,48.03,Sell,34 days,Fall by 11.990000%,6.83,
2023-09-03,52.59,2024-01-21,55.4,Buy,99 days,Rise by -12.280000%,5.34,
2023-09-17,50.49,2023-10-22,46.13,Sell,24 days,Fall by -7.660000%,8.64,
2024-01-21,55.4,2024-03-03,57.42,Buy,29 days,Rise by 5.810000%,3.65,
2025-02-02,63.81,2025-02-02,63.81,Buy,0 days,Rise by -13.810000%,0.0,
2025-09-21,60.33,2025-09-21,60.33,Sell,0 days,Fall by 0.230000%,0.0,
