Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2002-03-31,11.83,2004-03-31,18.94,522 days,2001-08-31/11.8275,60.08%,60.08%,Rise by -11.43%,60.08%,
Buy,2004-09-30,20.1,2005-07-31,34.97,216 days,2004-03-31/18.9375,73.99%,73.99%,Rise by 46.09%,134.07%,
Buy,2005-12-31,35.44,2007-05-31,57.38,368 days,2005-07-31/34.9725,61.92%,61.92%,Rise by 58.28%,195.99%,
Buy,2007-07-31,60.03,2008-11-30,46.14,348 days,2007-05-31/57.38,-23.14%,-23.14%,Rise by 44.02%,172.85%,
Buy,2009-05-31,72.22,2010-09-30,124.47,348 days,2008-05-31/68.435,72.33%,72.33%,Rise by 22.27%,245.18%,
Buy,2011-06-30,125.78,2014-06-30,205.39,782 days,2010-09-30/124.4675,63.29%,63.29%,Rise by -12.05%,308.48%,
Buy,2014-07-31,208.5,2017-02-28,347.52,673 days,2014-06-30/205.3875,66.68%,66.68%,Rise by 29.18%,375.16%,
Buy,2017-03-31,360.64,2019-04-30,579.36,542 days,2017-02-28/347.525,60.65%,60.65%,Rise by 39.04%,435.80%,
Buy,2019-05-31,606.34,2020-03-31,430.95,217 days,2019-04-30/579.3625,-28.93%,-28.93%,Rise by 5.14%,406.88%,
Buy,2020-11-30,720.42,2020-11-30,720.42,0 days,2019-11-30/637.475,0.00%,0.00%,Rise by 0%,406.88%,
