Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-09-30,265.0375,2008-03-31,202.6125,2004-06-30-2005-09-30,38.3875-321.125,Sell,130 days,23.55%,Fall by 41.03%,23.55%
2009-06-30,194.925,2015-09-30,1294.025,2004-06-30-2007-03-31,38.3875-347.2375,Buy,1631 days,563.86%,Rise by 4.37%,587.41%
2016-12-31,1182.775,2017-12-31,1350.6,2008-12-31-2014-12-31,103.8375-1419.85,Sell,259 days,-14.19%,Fall by -35.21%,573.22%
2020-03-31,1826.1,2020-06-30,2082.1499,2008-12-31-2019-09-30,103.8375-2296.2,Sell,65 days,-14.02%,Fall by -44.3%,559.2%
2022-06-30,3267.1001,2022-09-30,3004.55,2016-12-31-2022-03-31,1025.95-4043.0,Sell,66 days,8.04%,Fall by -36.29%,567.24%
2022-09-30,3004.55,2023-03-31,3205.8999,2020-03-31-2022-03-31,1506.05-4043.0,Sell,130 days,-6.7%,Fall by -7.99%,560.54%
2023-03-31,3205.8999,2025-11-03,3016.8,2016-12-31-2022-03-31,1025.95-4043.0,Buy,676 days,-5.9%,Rise by 0.0%,554.64%
2025-03-31,3606.1499,2025-06-30,3462.0,2022-09-30-2024-09-30,2926.1001-4592.25,Sell,65 days,4.0%,Fall by 12.86%,558.63%
2025-06-30,3462.0,2025-09-30,2888.3999,2008-12-31-2024-09-30,103.8375-4592.25,Sell,66 days,16.57%,Fall by -4.45%,575.2%
2025-09-30,2888.3999,2025-09-30,2888.3999,2020-03-31-2024-09-30,1506.05-4592.25,Sell,0 days,-0.0%,Fall by 0%,575.2%
