Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2003-12-14,0.8504,2006-03-26,0.7096,Buy,594 Days,34.21,Rise by 8.34%,-16.56%,-16.56%
2004-03-28,0.8598,2004-10-31,0.8322,Sell,154 Days,-11.11,Fall by 2.88%,3.21%,-13.35%
2004-05-16,0.8386,2005-02-20,0.8928,Sell,199 Days,-10.53,Fall by -0.29%,-6.46%,-19.81%
2005-03-27,0.8674,2005-05-01,0.9206,Sell,24 Days,-18.71,Fall by -0.56%,-6.13%,-25.94%
2005-05-29,0.8973,2006-02-26,0.761,Buy,194 Days,20.72,Rise by -5.61%,-15.19%,-41.13%
2005-08-21,0.8407,2005-09-25,0.8045,Sell,24 Days,-11.11,Fall by 4.39%,4.31%,-36.83%
2006-01-08,0.8055,2006-02-19,0.7676,Sell,29 Days,-10.87,Fall by 11.91%,4.71%,-32.12%
2006-04-23,0.7202,2006-05-14,0.6978,Sell,14 Days,-7.1,Fall by 5.61%,3.11%,-29.01%
2008-03-30,0.8119,2008-11-16,0.6834,Buy,164 Days,8.0,Rise by -12.34%,-15.83%,-44.84%
2009-03-22,0.6919,2011-09-04,0.8309,Buy,639 Days,6.79,Rise by 7.49%,20.09%,-24.75%
2011-03-20,0.7103,2011-04-17,0.7577,Sell,19 Days,-11.63,Fall by -12.36%,-6.67%,-31.42%
2012-04-15,0.8263,2012-04-29,0.8013,Sell,9 Days,-13.42,Fall by 6.39%,3.03%,-28.4%
2013-05-12,0.8455,2013-05-12,0.8455,Buy,0 Days,13.36,Rise by 0%,0.0%,-28.4%
2013-08-25,0.8242,2013-12-08,0.8747,Sell,74 Days,-13.9,Fall by -4.19%,-6.13%,-34.52%
2015-08-02,0.8589,2015-12-13,0.9215,Sell,94 Days,-19.6,Fall by 2.83%,-7.29%,-41.81%
2016-01-17,0.9309,2016-03-06,0.9012,Sell,34 Days,-27.63,Fall by 4.64%,3.19%,-38.62%
2016-11-20,0.95,2022-07-03,0.8032,Buy,1464 Days,20.08,Rise by 0.84%,-15.45%,-54.07%
2018-04-15,0.9287,2018-05-13,0.8888,Sell,19 Days,-16.67,Fall by 4.87%,4.3%,-49.78%
2021-01-24,0.9123,2021-01-24,0.9123,Buy,0 Days,8.07,Rise by 0%,0.0%,-49.78%
2021-10-03,0.8748,2022-01-23,0.8438,Sell,79 Days,-12.57,Fall by 1.3%,3.54%,-46.23%
2023-06-11,0.8142,2023-06-11,0.8142,Buy,0 Days,20.25,Rise by 0%,0.0%,-46.23%
2025-01-19,0.8072,2025-01-19,0.8072,Sell,0 Days,-15.14,Fall by 0%,-0.0%,-46.23%
2025-07-06,0.8251,2025-07-06,0.8251,Buy,0 Days,11.9,Rise by 0%,0.0%,-46.23%
