Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2006-04-23,582.48,2006-04-30,556.96,Sell,4 Days,-7.1,Fall by 12.44%,4.38%,4.38%,
2006-04-30,556.96,2006-09-17,464.32,Buy,99 Days,6.15,Rise by 5.17%,-16.63%,-12.25%,
2008-03-30,674.96,2008-05-11,816.96,Buy,29 Days,8.0,Rise by 32.95%,21.04%,8.79%,
2009-03-22,246.08,2009-06-07,299.2,Buy,54 Days,6.79,Rise by 28.19%,21.59%,30.37%,
2011-03-20,327.76,2011-04-10,361.2,Sell,14 Days,-11.63,Fall by 5.13%,-10.2%,20.17%,
2012-04-15,313.2,2012-05-06,298.32,Sell,14 Days,-13.42,Fall by 12.06%,4.75%,24.92%,
2013-05-12,273.12,2014-11-16,230.64,Buy,394 Days,13.36,Rise by 1.76%,-15.55%,9.37%,
2013-08-25,303.6,2013-10-13,294.0,Sell,34 Days,-13.9,Fall by 10.07%,3.16%,12.53%,
2015-08-02,124.72,2015-08-09,116.48,Sell,4 Days,-19.6,Fall by 16.23%,6.61%,19.14%,
2016-01-17,70.32,2016-01-31,77.2,Sell,9 Days,-27.63,Fall by -12.17%,-9.78%,9.35%,
2016-11-20,82.56,2018-01-14,102.96,Buy,299 Days,20.08,Rise by 13.57%,24.71%,34.06%,
2018-04-15,108.4,2018-05-20,115.44,Sell,24 Days,-16.67,Fall by 3.69%,-6.49%,27.57%,
2021-01-24,35.23,2021-03-07,44.44,Buy,29 Days,8.07,Rise by 26.14%,26.14%,53.71%,
2021-10-03,53.26,2021-10-17,57.15,Sell,9 Days,-12.57,Fall by 9.88%,-7.3%,46.41%,
2023-06-11,62.93,2023-09-03,76.92,Buy,59 Days,20.25,Rise by 17.99%,22.23%,68.64%,
2025-01-19,82.52,2025-01-26,79.6,Sell,4 Days,-15.14,Fall by 12.64%,3.54%,72.18%,
2025-07-06,75.19,2025-07-06,75.19,Buy,0 Days,11.9,Rise by 0%,0.0%,72.18%,
