Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-04-01,22.125,2012-11-18,23.08,2005-11-13-2007-02-04,18.3375-24.6125,Buy,1469 days,4.32%,Rise by 42.89%,4.32%
2007-11-18,22.275,2007-12-02,23.85,2007-02-04-2007-08-19,21.8-23.1875,Sell,9 days,-7.07%,Fall by 12.63%,-2.75%
2008-04-20,20.8375,2008-05-04,20.6125,2007-08-19-2008-03-09,20.8125-24.75,Sell,9 days,1.08%,Fall by 20.86%,-1.67%
2008-06-01,21.6875,2012-11-18,23.08,2005-11-13-2008-03-09,18.3375-24.75,Buy,1164 days,6.42%,Rise by 42.89%,4.75%
2008-07-13,22.125,2008-08-10,21.875,2008-03-09-2008-05-18,21.5-23.4375,Sell,19 days,1.13%,Fall by 10.63%,5.88%
2008-09-28,20.05,2008-10-12,16.3125,2005-11-13-2007-02-04,18.3375-24.6125,Sell,9 days,18.64%,Fall by 14.02%,24.52%
2009-05-10,15.955,2009-05-10,15.955,2007-02-04-2008-09-28,20.9875-23.1875,Sell,0 days,-0.0%,Fall by 0%,24.52%
2009-11-01,19.95,2009-11-22,20.05,2008-08-10-2009-03-08,14.235-21.825,Sell,14 days,-0.5%,Fall by 1.12%,24.02%
2010-02-07,19.825,2010-04-25,20.15,2009-03-08-2010-01-17,13.005-22.595,Sell,54 days,-1.64%,Fall by 16.13%,22.38%
2010-02-21,21.225,2010-02-21,21.225,2007-02-04-2009-03-08,14.235-23.1875,Sell,0 days,-0.0%,Fall by 0%,22.38%
2010-04-25,20.15,2010-04-25,20.15,2009-03-08-2010-01-17,13.005-22.595,Buy,0 days,0.0%,Rise by 0%,22.38%
2011-01-16,17.82,2011-01-30,19.105,2010-01-17-2010-08-01,16.44-21.68,Sell,9 days,-7.21%,Fall by 8.87%,15.17%
2011-09-11,19.875,2011-09-25,19.02,2009-03-08-2011-07-31,13.005-22.825,Sell,9 days,4.3%,Fall by 3.73%,19.47%
2011-10-09,20.1,2013-06-16,30.825,2010-08-01-2011-07-31,15.845-22.825,Buy,439 days,53.36%,Rise by 13.69%,72.83%
2011-12-11,20.9,2012-11-18,23.08,2009-03-08-2011-07-31,13.005-22.825,Buy,244 days,10.43%,Rise by 42.89%,83.26%
2012-04-29,22.8,2012-11-18,23.08,2007-08-19-2008-03-09,20.8125-24.75,Buy,144 days,1.23%,Rise by 42.89%,84.48%
2012-05-27,19.905,2012-06-24,21.185,2011-07-31-2011-11-27,19.04-22.185,Sell,19 days,-6.43%,Fall by -8.95%,78.05%
2014-08-03,36.27,2020-03-15,40.3,2007-08-19-2014-03-02,20.8125-38.71,Buy,1464 days,11.11%,Rise by 13.18%,89.16%
2014-10-26,36.58,2014-11-02,36.81,2014-03-02-2014-07-20,37.67-37.665,Sell,4 days,-0.63%,Fall by 11.44%,88.54%
2014-11-02,36.81,2014-11-02,36.81,2011-11-27-2014-03-02,18.25-38.71,Buy,0 days,0.0%,Rise by 0%,88.54%
2014-12-21,34.47,2015-01-25,35.34,2014-03-02-2014-10-19,35.6-37.665,Sell,24 days,-2.52%,Fall by 0.48%,86.01%
2015-01-11,34.45,2015-02-15,32.6,2007-08-19-2014-03-02,20.8125-38.71,Sell,24 days,5.37%,Fall by -7.88%,91.38%
2015-02-15,32.6,2015-03-29,34.25,2011-11-27-2014-03-02,18.25-38.71,Sell,29 days,-5.06%,Fall by -2.69%,86.32%
2015-03-01,34.13,2015-03-01,34.13,2009-03-08-2014-03-02,13.005-38.71,Buy,0 days,0.0%,Rise by 0%,86.32%
2015-07-05,35.17,2015-08-23,34.08,2014-11-16-2015-03-15,33.13-36.49,Sell,34 days,3.1%,Fall by 11.59%,89.42%
2015-07-26,35.96,2020-03-15,40.3,2015-03-15-2015-05-31,32.08-38.54,Buy,1209 days,12.07%,Rise by 13.18%,101.49%
2015-09-27,31.7,2015-10-11,32.86,2015-03-15-2015-05-31,32.08-38.54,Sell,9 days,-3.66%,Fall by 8.34%,97.83%
2016-02-07,31.69,2016-02-28,32.66,2015-05-31-2015-09-27,33.52-36.17,Sell,14 days,-3.06%,Fall by 10.35%,94.77%
2016-07-17,32.5,2016-07-17,32.5,2014-11-16-2016-03-27,30.59-36.49,Sell,0 days,-0.0%,Fall by 0%,94.77%
2017-04-09,31.92,2017-04-09,31.92,2013-05-26-2016-12-11,27.94-31.57,Sell,0 days,-0.0%,Fall by 0%,94.77%
2017-06-04,34.37,2017-06-11,32.01,2014-11-16-2016-12-11,27.94-36.49,Sell,4 days,6.87%,Fall by 2.44%,101.64%
2017-06-25,32.76,2019-03-24,33.76,2016-12-11-2017-04-30,25.25-36.82,Buy,454 days,3.05%,Rise by 5.45%,104.69%
2017-10-29,28.62,2017-11-26,31.6,2016-12-11-2017-04-30,25.25-36.82,Sell,19 days,-10.41%,Fall by 8.29%,94.28%
2017-11-05,29.1,2017-11-26,31.6,2017-04-30-2017-07-16,32.0-31.92,Sell,14 days,-8.59%,Fall by 8.29%,85.68%
2018-02-11,28.98,2018-04-08,28.05,2017-04-30-2017-11-12,29.22-31.92,Sell,39 days,3.21%,Fall by 5.92%,88.89%
2018-10-07,30.85,2018-10-07,30.85,2017-04-30-2018-06-10,27.23-31.92,Sell,0 days,-0.0%,Fall by 0%,88.89%
2019-07-28,33.86,2019-11-03,37.7,2019-03-03-2019-05-19,32.99-34.5,Sell,69 days,-11.34%,Fall by 4.27%,77.55%
2020-10-25,41.03,2020-11-15,42.95,2018-06-10-2020-09-20,26.3-47.15,Sell,14 days,-4.68%,Fall by 5.82%,72.87%
2020-11-01,39.99,2020-11-08,44.14,2007-08-19-2020-09-20,20.8125-47.15,Sell,4 days,-10.38%,Fall by 8.36%,62.5%
2020-11-15,42.95,2020-11-15,42.95,2011-11-27-2020-09-20,18.25-47.15,Buy,0 days,0.0%,Rise by 0%,62.5%
2020-12-20,43.97,2022-05-08,43.94,2007-08-19-2020-09-20,20.8125-47.15,Buy,359 days,-0.07%,Rise by -3.62%,62.43%
2021-03-21,41.2,2021-09-26,46.01,2015-03-15-2020-09-20,32.08-47.15,Buy,134 days,11.67%,Rise by 12.54%,74.1%
2022-04-24,47.88,2022-05-01,46.18,2015-03-15-2022-04-17,32.08-53.86,Sell,4 days,3.55%,Fall by 15.61%,77.65%
2022-05-01,46.18,2022-05-08,43.94,2018-06-10-2022-04-17,26.3-53.86,Sell,4 days,4.85%,Fall by 9.88%,82.5%
2022-05-08,43.94,2022-05-15,39.75,2011-11-27-2022-04-17,18.25-53.86,Sell,4 days,9.54%,Fall by 0.38%,92.04%
2022-05-15,39.75,2022-05-29,43.06,2020-11-01-2022-04-17,39.72-53.86,Sell,9 days,-8.33%,Fall by 8.04%,83.71%
2022-05-29,43.06,2022-05-29,43.06,2018-06-10-2020-09-20,26.3-47.15,Buy,0 days,0.0%,Rise by 0%,83.71%
2022-06-05,41.55,2022-06-12,39.58,2016-12-11-2022-04-17,25.25-53.86,Sell,4 days,4.74%,Fall by -0.05%,88.45%
2022-07-03,42.01,2022-07-03,42.01,2007-08-19-2022-04-17,20.8125-53.86,Buy,0 days,0.0%,Rise by 0%,88.45%
2022-09-04,40.0,2022-09-18,42.35,2021-01-31-2022-06-19,39.5-42.92,Sell,9 days,-5.88%,Fall by 5.19%,82.58%
2022-09-18,42.35,2022-09-18,42.35,2016-12-11-2022-04-17,25.25-53.86,Buy,0 days,0.0%,Rise by 0%,82.58%
2022-09-25,39.6,2022-12-11,40.51,2011-11-27-2020-09-20,18.25-47.15,Sell,54 days,-2.3%,Fall by 11.75%,80.28%
2022-10-16,40.48,2022-10-16,40.48,2009-03-08-2022-04-17,13.005-53.86,Buy,0 days,0.0%,Rise by 0%,80.28%
2022-12-18,40.34,2023-01-29,39.29,2021-08-22-2022-06-19,39.5-50.03,Sell,29 days,2.6%,Fall by 10.74%,82.88%
2023-01-15,39.43,2023-02-05,38.11,2010-08-01-2020-09-20,15.845-47.15,Sell,14 days,3.35%,Fall by 2.47%,86.23%
2023-02-05,38.11,2023-02-26,36.81,2009-03-08-2020-09-20,13.005-47.15,Sell,14 days,3.41%,Fall by -0.98%,89.64%
2023-02-26,36.81,2023-03-19,35.07,2015-03-15-2020-09-20,32.08-47.15,Sell,14 days,4.73%,Fall by -5.99%,94.37%
2023-04-02,35.86,2023-04-02,35.86,2010-08-01-2022-04-17,15.845-53.86,Buy,0 days,0.0%,Rise by 0%,94.37%
2023-07-16,39.36,2023-07-16,39.36,2020-09-20-2023-04-02,35.9-45.1,Sell,0 days,-0.0%,Fall by 0%,94.37%
2023-11-19,33.39,2023-11-19,33.39,2011-11-27-2022-04-17,18.25-53.86,Buy,0 days,0.0%,Rise by 0%,94.37%
2024-02-11,32.31,2024-02-11,32.31,2021-01-31-2023-11-05,33.58-42.92,Sell,0 days,-0.0%,Fall by 0%,94.37%
2024-10-06,37.77,2024-10-06,37.77,2022-11-13-2024-05-05,30.48-40.64,Sell,0 days,-0.0%,Fall by 0%,94.37%
2024-12-08,36.51,2024-12-08,36.51,2024-05-05-2024-09-01,29.2-42.43,Buy,0 days,0.0%,Rise by 0%,94.37%
2025-04-27,39.52,2025-08-10,38.23,2024-09-01-2024-12-22,36.14-41.6,Sell,74 days,3.26%,Fall by -5.7%,97.63%
2025-07-20,40.08,2025-07-20,40.08,2020-09-20-2025-04-13,38.28-45.1,Sell,0 days,-0.0%,Fall by 0%,97.63%
2025-08-31,40.77,2025-08-31,40.77,2024-05-05-2025-03-23,29.2-44.31,Buy,0 days,0.0%,Rise by 0%,97.63%
