Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2007-10-31,21.3625,2008-11-30,17.425,2003-08-31-2007-02-28,9.55-24.6125,Buy,282 days,-18.43%,Rise by 21.09%,-18.43%,
2008-04-30,20.8125,2008-07-31,23.0725,2007-08-31-2008-03-31,20.8125-24.75,Sell,66 days,-10.86%,Fall by 17.05%,-29.29%,
2009-05-31,17.12,2021-04-30,40.71,2003-08-31-2008-03-31,9.55-24.75,Buy,3109 days,137.79%,Rise by 26.97%,108.5%,
2010-02-28,20.855,2010-04-30,19.7,2009-03-31-2010-01-31,13.005-22.595,Sell,44 days,5.54%,Fall by 13.38%,114.04%,
2010-06-30,17.15,2010-07-31,16.275,2008-03-31-2009-03-31,17.31-22.8375,Sell,22 days,5.1%,Fall by -22.0%,119.14%,
2011-09-30,20.11,2012-01-31,21.4,2009-03-31-2011-07-31,13.005-22.825,Sell,87 days,-6.41%,Fall by -74.3%,112.73%,
2012-01-31,21.4,2015-10-31,33.91,2009-03-31-2011-07-31,13.005-22.825,Buy,978 days,58.46%,Rise by -2.83%,171.18%,
2012-08-31,22.75,2013-07-31,30.655,2009-03-31-2010-01-31,13.005-22.595,Buy,238 days,34.75%,Rise by 25.2%,205.93%,
2014-09-30,36.99,2020-12-31,43.84,2007-08-31-2014-02-28,20.8125-38.71,Buy,1632 days,18.52%,Rise by 14.55%,224.45%,
2014-12-31,33.99,2014-12-31,33.99,2010-07-31-2014-02-28,15.845-38.71,Buy,0 days,0.0%,Rise by 0%,224.45%,
2015-01-31,33.76,2015-05-31,38.46,2007-08-31-2014-02-28,20.8125-38.71,Sell,84 days,-13.92%,Fall by 11.83%,210.53%,
2015-05-31,38.46,2021-04-30,40.71,2009-03-31-2014-02-28,13.005-38.71,Buy,1544 days,5.85%,Rise by 26.97%,216.38%,
2015-09-30,32.95,2016-03-31,30.63,2010-07-31-2014-02-28,15.845-38.71,Sell,131 days,7.04%,Fall by 9.37%,223.42%,
2016-02-29,32.05,2016-03-31,30.63,2003-08-31-2014-02-28,9.55-38.71,Sell,23 days,4.43%,Fall by 9.37%,227.85%,
2017-09-30,32.0,2017-10-31,28.92,2014-02-28-2016-03-31,32.61-33.95,Sell,21 days,9.62%,Fall by 7.3%,237.48%,
2017-10-31,28.92,2018-01-31,31.0,2016-12-31-2017-04-30,25.25-36.82,Sell,66 days,-7.19%,Fall by 10.87%,230.28%,
2018-08-31,30.96,2022-07-31,41.47,2016-12-31-2017-04-30,25.25-36.82,Buy,1020 days,33.95%,Rise by -13.07%,264.23%,
2020-10-31,39.99,2021-06-30,46.99,2007-08-31-2020-09-30,20.8125-47.15,Sell,172 days,-17.5%,Fall by 11.24%,246.73%,
2020-11-30,40.82,2021-06-30,46.99,2018-06-30-2020-09-30,26.3-47.15,Sell,152 days,-15.12%,Fall by 11.24%,231.61%,
2021-02-28,41.1,2021-06-30,46.99,2017-04-30-2018-06-30,27.8-31.41,Sell,87 days,-14.33%,Fall by 11.24%,217.28%,
2021-05-31,43.76,2022-07-31,41.47,2010-07-31-2020-09-30,15.845-47.15,Buy,304 days,-5.23%,Rise by -13.07%,212.05%,
2022-04-30,46.18,2022-05-31,42.54,2018-06-30-2022-04-30,26.3-53.86,Sell,21 days,7.88%,Fall by 15.26%,219.93%,
2022-05-31,42.54,2022-08-31,40.44,2009-03-31-2022-04-30,13.005-53.86,Sell,66 days,4.94%,Fall by 10.86%,224.87%,
2022-06-30,41.71,2022-08-31,40.44,2016-12-31-2022-04-30,25.25-53.86,Sell,44 days,3.04%,Fall by 10.86%,227.91%,
2022-08-31,40.44,2025-06-30,40.76,2016-12-31-2020-09-30,25.25-47.15,Buy,738 days,0.79%,Rise by -0.86%,228.7%,
2023-02-28,36.05,2023-09-30,33.93,2003-08-31-2020-09-30,9.55-47.15,Sell,153 days,5.88%,Fall by 12.11%,234.58%,
2023-05-31,39.59,2023-05-31,39.59,2018-06-30-2020-09-30,26.3-47.15,Buy,0 days,0.0%,Rise by 0%,234.58%,
2023-12-31,36.23,2023-12-31,36.23,2018-06-30-2022-04-30,26.3-53.86,Buy,0 days,0.0%,Rise by 0%,234.58%,
2024-07-31,40.51,2024-07-31,40.51,2009-03-31-2022-04-30,13.005-53.86,Buy,0 days,0.0%,Rise by 0%,234.58%,
2025-02-28,41.74,2025-02-28,41.74,2007-08-31-2022-04-30,20.8125-53.86,Buy,0 days,0.0%,Rise by 0%,234.58%,
2025-08-31,40.77,2025-08-31,40.77,2022-04-30-2024-05-31,33.03-46.13,Sell,0 days,-0.0%,Fall by 0%,234.58%,
