Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1999-12-31,3.8063,2000-03-31,3.35,1997-06-30-1999-12-31,0.0656-5.65,Sell,65 days,11.99%,Fall by 76.77%,11.99%
2002-06-30,0.8125,2002-06-30,0.8125,1997-06-30-1999-12-31,0.0656-5.65,Buy,0 days,0.0%,Rise by 0%,11.99%
2004-09-30,2.043,2005-03-31,1.7135,2001-12-31-2003-12-31,0.2755-3.0575,Sell,130 days,16.13%,Fall by 6.27%,28.12%
2006-09-30,1.606,2006-12-31,1.973,2005-06-30-2005-12-31,1.53-2.5,Sell,64 days,-22.85%,Fall by -86.11%,5.26%
2007-12-31,4.632,2008-03-31,3.565,2006-09-30-2007-12-31,1.288-5.0545,Sell,65 days,23.04%,Fall by 28.08%,28.3%
2009-06-30,4.183,2009-06-30,4.183,2006-09-30-2007-12-31,1.288-5.0545,Buy,0 days,0.0%,Rise by 0%,28.3%
2014-06-30,16.239,2014-12-31,15.5175,2008-12-31-2014-03-31,1.734-20.403,Sell,132 days,4.44%,Fall by -185.66%,32.74%
2018-12-31,75.0985,2019-03-31,89.0375,2014-12-31-2018-09-30,14.2-102.525,Sell,64 days,-18.56%,Fall by -93.19%,14.18%
2019-12-31,92.392,2020-06-30,137.941,2003-12-31-2006-09-30,1.931-2.35,Sell,130 days,-49.3%,Fall by 18.08%,-35.12%
2020-09-30,157.4365,2023-06-30,130.36,2014-12-31-2018-09-30,14.2-102.525,Buy,717 days,-17.2%,Rise by 68.3%,-52.32%
2022-03-31,162.9975,2022-06-30,106.21,2014-12-31-2021-09-30,14.2-188.654,Sell,65 days,34.84%,Fall by -75.44%,-17.48%
2023-09-30,127.12,2023-09-30,127.12,2014-12-31-2021-09-30,14.2-188.654,Buy,0 days,0.0%,Rise by 0%,-17.48%
