Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2006-12-10,1.923,2007-01-21,1.851,2006-08-13-2006-11-26,1.288-2.1625,Sell,29 days,3.74%,Fall by -112.32%,3.74%
2006-12-31,1.973,2007-01-14,1.91,2005-11-13-2006-08-13,1.3645-2.043,Sell,9 days,3.19%,Fall by -105.76%,6.94%
2007-02-11,1.936,2007-11-18,3.93,2006-08-13-2006-11-26,1.288-2.1625,Buy,199 days,103.0%,Rise by -17.98%,109.93%
2007-11-11,3.9445,2007-12-02,4.528,2006-08-13-2007-10-28,1.288-5.0545,Sell,14 days,-14.79%,Fall by 11.93%,95.14%
2008-07-13,3.427,2008-07-27,3.9155,2007-10-28-2008-03-09,3.33-4.1635,Sell,9 days,-14.25%,Fall by 14.44%,80.89%
2008-08-03,3.7875,2011-08-28,9.9635,2006-08-13-2007-10-28,1.288-5.0545,Buy,799 days,163.06%,Rise by 23.81%,243.95%
2008-10-05,3.35,2008-10-12,2.8125,2008-03-09-2008-08-17,3.06-4.5875,Sell,4 days,16.04%,Fall by 24.09%,259.99%
2009-05-31,3.8995,2009-05-31,3.8995,2006-11-26-2008-11-23,2.063-2.097,Sell,0 days,-0.0%,Fall by 0%,259.99%
2010-01-10,6.676,2010-01-17,6.357,2008-08-17-2008-11-23,2.063-3.989,Sell,4 days,4.78%,Fall by 3.48%,264.77%
2010-05-09,6.249,2010-06-06,6.1385,2008-03-09-2010-04-25,3.06-7.5545,Sell,19 days,1.77%,Fall by -39.4%,266.54%
2010-05-23,6.136,2010-07-04,5.457,2008-11-23-2010-04-25,1.734-7.5545,Sell,29 days,11.07%,Fall by -56.81%,277.61%
2010-06-06,6.1385,2011-08-28,9.9635,2008-03-09-2010-04-25,3.06-7.5545,Buy,319 days,62.31%,Rise by 23.81%,339.92%
2010-07-18,5.9245,2011-06-12,9.3265,2008-11-23-2010-04-25,1.734-7.5545,Buy,234 days,57.42%,Rise by 19.29%,397.34%
2011-02-27,8.862,2011-03-06,8.5835,2010-04-25-2010-07-25,6.0625-6.9565,Sell,4 days,3.14%,Fall by -8.56%,400.48%
2011-10-30,10.866,2011-11-20,9.857,2008-03-09-2011-10-23,3.06-12.3355,Sell,14 days,9.29%,Fall by -20.85%,409.77%
2011-11-27,9.12,2012-01-01,8.655,2010-07-25-2011-10-23,5.29-12.3355,Sell,24 days,5.1%,Fall by -46.31%,414.87%
2012-01-15,8.921,2013-04-07,12.774,2008-11-23-2011-10-23,1.734-12.3355,Buy,319 days,43.19%,Rise by 22.13%,458.06%
2012-02-19,9.125,2012-10-07,12.9255,2008-03-09-2011-10-23,3.06-12.3355,Buy,164 days,41.65%,Rise by 9.86%,499.71%
2012-03-04,8.965,2012-04-01,10.1255,2011-10-23-2012-01-01,8.9295-11.4625,Sell,19 days,-12.94%,Fall by -11.22%,486.76%
2012-12-02,12.6025,2014-02-23,17.338,2010-07-25-2011-10-23,5.29-12.3355,Buy,319 days,37.58%,Rise by -10.1%,524.34%
2013-04-07,12.774,2015-08-16,26.576,2012-01-01-2013-01-27,8.3485-14.236,Buy,614 days,108.05%,Rise by 26.67%,632.39%
2013-05-19,13.495,2015-08-16,26.576,2010-07-25-2013-01-27,5.29-14.236,Buy,584 days,96.93%,Rise by 26.67%,729.32%
2013-09-01,14.049,2013-09-15,14.896,2013-01-27-2013-05-05,12.9625-13.3325,Sell,9 days,-6.03%,Fall by -16.39%,723.29%
2014-03-30,16.9145,2014-04-06,16.15,2012-01-01-2014-01-26,8.3485-20.403,Sell,4 days,4.52%,Fall by 4.93%,727.81%
2014-04-06,16.15,2014-04-13,15.5865,2010-07-25-2014-01-26,5.29-20.403,Sell,4 days,3.49%,Fall by 1.5%,731.3%
