Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1999-04-30,4.3016,1999-05-31,2.9688,1997-05-31-1999-04-30,0.0656-5.5312,Sell,21 days,30.98%,Fall by 18.63%,30.98%
1999-12-31,3.8063,2000-01-31,3.2281,1997-05-31-1999-12-31,0.0656-5.65,Sell,21 days,15.19%,Fall by 43.76%,46.17%
2001-06-30,0.7075,2001-06-30,0.7075,1997-05-31-1999-12-31,0.0656-5.65,Buy,0 days,0.0%,Rise by 0%,46.17%
2004-02-29,2.1505,2004-05-31,2.425,2001-10-31-2003-10-31,0.2755-3.0575,Sell,65 days,-12.76%,Fall by 29.63%,33.41%
2004-05-31,2.425,2008-04-30,3.9315,2001-10-31-2003-10-31,0.2755-3.0575,Buy,1022 days,62.12%,Rise by -27.2%,95.53%
2006-02-28,1.872,2006-04-30,1.7605,2005-04-30-2005-12-31,1.53-2.5,Sell,43 days,5.96%,Fall by -83.1%,101.49%
2008-01-31,3.885,2008-02-29,3.2235,2006-08-31-2007-10-31,1.288-5.0545,Sell,21 days,17.03%,Fall by 11.21%,118.52%
2008-03-31,3.565,2008-03-31,3.565,2003-10-31-2006-08-31,1.5495-2.3755,Sell,0 days,-0.0%,Fall by 0%,118.52%
2009-01-31,2.941,2009-01-31,2.941,2006-08-31-2007-10-31,1.288-5.0545,Buy,0 days,0.0%,Rise by 0%,118.52%
2011-11-30,9.6145,2011-12-31,8.655,2008-11-30-2011-10-31,1.734-12.3355,Sell,22 days,9.98%,Fall by -80.56%,128.5%
2012-02-29,8.9845,2013-04-30,12.6905,2008-11-30-2011-10-31,1.734-12.3355,Buy,304 days,41.25%,Rise by 57.12%,169.75%
2012-03-31,10.1255,2012-04-30,11.595,2007-10-31-2008-11-30,2.9365-4.1635,Sell,20 days,-14.51%,Fall by -31.15%,155.23%
2014-04-30,15.2065,2014-08-31,16.952,2008-11-30-2014-01-31,1.734-20.403,Sell,87 days,-11.48%,Fall by -142.89%,143.75%
2018-10-31,79.9005,2018-12-31,75.0985,2014-10-31-2018-09-30,14.2-102.525,Sell,43 days,6.01%,Fall by -15.58%,149.76%
2019-02-28,81.9915,2021-10-31,168.6215,2008-11-30-2018-09-30,1.734-102.525,Buy,696 days,105.66%,Rise by -26.3%,255.42%
2020-05-31,122.1185,2022-03-31,162.9975,2014-10-31-2018-09-30,14.2-102.525,Buy,478 days,33.47%,Rise by -22.23%,288.9%
2020-09-30,157.4365,2020-10-31,151.8075,2018-12-31-2020-09-30,65.35-177.6125,Sell,22 days,3.58%,Fall by 1.47%,292.47%
2022-01-31,149.5735,2022-04-30,124.2815,2018-12-31-2021-07-31,65.35-188.654,Sell,64 days,16.91%,Fall by 17.57%,309.38%
2022-04-30,124.2815,2022-05-31,120.2095,2008-11-30-2020-09-30,1.734-177.6125,Sell,21 days,3.28%,Fall by 14.78%,312.66%
2023-03-31,103.29,2023-03-31,103.29,2014-10-31-2021-07-31,14.2-188.654,Buy,0 days,0.0%,Rise by 0%,312.66%
2023-12-31,151.94,2025-05-31,205.01,2008-11-30-2021-07-31,1.734-188.654,Buy,369 days,34.93%,Rise by 19.13%,347.59%
2024-10-31,186.4,2025-09-30,219.57,2018-12-31-2020-09-30,65.35-177.6125,Buy,238 days,17.8%,Rise by 11.23%,365.38%
2025-03-31,190.26,2025-04-30,184.42,2018-12-31-2025-02-28,65.35-242.52,Sell,22 days,3.07%,Fall by -32.43%,368.45%
2025-04-30,184.42,2025-05-31,205.01,2014-10-31-2025-02-28,14.2-242.52,Sell,22 days,-11.16%,Fall by -19.13%,357.29%
2025-06-30,219.39,2025-06-30,219.39,2018-12-31-2021-07-31,65.35-188.654,Buy,0 days,0.0%,Rise by 0%,357.29%
2025-07-31,234.11,2025-09-30,219.57,2021-07-31-2023-01-31,103.49-165.349,Sell,43 days,6.21%,Fall by -11.23%,363.5%
