Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2010-05-23,10.7,2010-10-10,13.31,Buy,99 Days,7.6,Rise by 12.15%,24.39%,24.39%,
2010-05-30,11.4,2010-06-06,10.91,Sell,4 Days,-21.05,Fall by 10.09%,4.3%,28.69%,
2011-03-20,14.22,2011-05-22,16.67,Sell,44 Days,-11.63,Fall by -3.09%,-17.23%,11.46%,
2012-04-15,16.98,2012-05-20,16.2,Sell,24 Days,-13.42,Fall by 4.59%,4.59%,16.06%,
2013-05-12,22.5,2013-07-07,27.6,Buy,39 Days,13.36,Rise by 42.22%,22.67%,38.72%,
2013-08-25,30.53,2013-09-08,33.08,Sell,9 Days,-13.9,Fall by 3.37%,-8.35%,30.37%,
2015-08-02,37.13,2015-08-23,31.93,Sell,14 Days,-19.6,Fall by 13.04%,14.0%,44.37%,
2016-01-17,30.0,2016-02-14,28.25,Sell,19 Days,-27.63,Fall by -10.83%,5.83%,50.21%,
2016-11-20,48.65,2018-08-19,60.0,Buy,454 Days,20.08,Rise by 4.23%,23.33%,73.54%,
2018-04-15,47.16,2018-06-17,50.26,Sell,44 Days,-16.67,Fall by -47.65%,-6.57%,66.96%,
2021-01-24,50.18,2021-05-30,61.4,Buy,89 Days,8.07,Rise by 10.86%,22.36%,89.32%,
2021-10-03,66.26,2021-10-24,62.9,Sell,14 Days,-12.57,Fall by 13.15%,5.07%,94.39%,
2023-06-11,57.86,2024-04-07,48.78,Buy,214 Days,20.25,Rise by 16.06%,-15.69%,78.7%,
2025-01-19,45.63,2025-01-26,51.41,Sell,4 Days,-15.14,Fall by 6.64%,-12.67%,66.03%,
2025-07-06,43.09,2025-10-12,34.35,Buy,69 Days,11.9,Rise by -12.72%,-20.28%,45.75%,
