Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-04-01,7.44,2012-07-01,9.28,Buy,64 days,Rise by 41.490000%,24.82,
2012-06-17,8.22,2012-07-22,9.38,Buy,24 days,Rise by 27.980000%,14.11,
2014-08-10,16.89,2014-09-14,20.32,Sell,24 days,Fall by 5.710000%,-20.34,
2015-08-16,15.33,2016-07-24,12.7,Buy,244 days,Rise by -22.050000%,-17.16,
2015-10-04,11.95,2015-10-25,13.86,Sell,14 days,Fall by 11.170000%,-15.94,
2015-10-18,13.48,2016-07-24,12.7,Buy,199 days,Rise by -12.460000%,-5.79,
2015-12-20,12.46,2016-02-07,10.52,Sell,34 days,Fall by 15.540000%,15.54,
2016-01-17,11.55,2016-02-14,9.56,Sell,19 days,Fall by -9.960000%,17.23,
2016-04-17,13.65,2016-08-28,16.5,Buy,94 days,Rise by 21.900000%,20.88,
2016-06-19,13.36,2016-08-14,15.64,Sell,39 days,Fall by -12.430000%,-17.11,
2017-01-22,18.42,2017-02-26,19.06,Buy,24 days,Rise by 15.040000%,3.45,
2017-10-15,22.2,2018-09-09,22.32,Buy,234 days,Rise by -10.500000%,0.54,
2017-12-10,20.81,2018-04-01,18.7,Sell,79 days,Fall by 10.140000%,10.14,
2018-07-15,21.47,2018-09-02,23.14,Buy,34 days,Rise by 15.860000%,7.76,
2018-12-16,18.66,2019-01-20,18.18,Sell,24 days,Fall by -24.140000%,2.6,
2018-12-30,16.38,2019-02-03,19.23,Sell,24 days,Fall by -41.500000%,-17.4,
2019-02-03,19.23,2019-03-10,23.18,Buy,24 days,Rise by 45.330000%,20.6,
2020-12-06,34.85,2021-01-10,38.89,Buy,24 days,Rise by 41.810000%,11.59,
2020-12-20,40.18,2021-03-07,46.75,Buy,54 days,Rise by 23.000000%,16.35,
2021-02-21,49.42,2022-12-11,22.38,Buy,469 days,Rise by -19.470000%,-54.71,
2021-12-05,23.26,2022-03-13,18.63,Sell,69 days,Fall by 11.010000%,19.91,
2022-05-22,20.23,2022-11-27,21.82,Buy,134 days,Rise by 4.300000%,7.86,
2022-09-18,18.77,2022-10-23,19.58,Sell,24 days,Fall by -12.730000%,-4.32,
2022-10-02,16.86,2022-10-23,19.58,Sell,14 days,Fall by -25.500000%,-16.13,
2022-11-06,22.55,2023-07-16,24.85,Buy,179 days,Rise by 6.870000%,10.2,
2023-02-26,20.34,2023-04-09,19.92,Sell,29 days,Fall by 9.780000%,2.06,
2023-04-09,19.92,2023-07-02,23.57,Buy,59 days,Rise by 27.460000%,18.32,
2024-02-18,27.28,2024-03-24,30.41,Buy,24 days,Rise by -12.280000%,11.47,
2024-06-09,30.27,2024-07-07,35.47,Buy,19 days,Rise by -14.470000%,17.18,
2025-06-08,25.8,2025-06-22,30.35,Sell,9 days,Fall by -240.700000%,-17.64,
2025-07-06,37.0,2025-08-17,55.7,Buy,29 days,Rise by 137.570000%,50.54,
2025-08-17,55.7,2025-10-12,68.41,Buy,39 days,Rise by 57.810000%,22.82,
