Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2002-11-30,9.0,2003-12-31,14.9,Buy,281 days,Rise by -17.330000%,65.56
2003-04-30,7.44,2003-12-31,14.9,Buy,174 days,Rise by 141.530000%,100.27
2004-11-30,21.28,2006-02-28,38.67,Buy,324 days,Rise by -33.130000%,81.72
2004-12-31,22.02,2006-02-28,38.67,Buy,301 days,Rise by -25.520000%,75.61
2005-04-30,14.23,2005-07-31,20.08,Sell,64 days,Fall by -36.260000%,-41.11
2007-02-28,15.07,2007-10-31,13.08,Sell,174 days,Fall by 10.150000%,13.21
2007-12-31,7.5,2008-08-31,6.29,Sell,174 days,Fall by 22.270000%,16.13
2009-04-30,3.61,2009-12-31,9.68,Buy,174 days,Rise by 168.140000%,168.14
2011-09-30,5.08,2012-01-31,6.71,Sell,86 days,Fall by 20.080000%,-32.09
2012-08-31,3.72,2013-01-31,2.6,Sell,108 days,Fall by 30.110000%,30.11
2014-04-30,4.09,2016-10-31,7.23,Buy,652 days,Rise by -16.630000%,76.77
2014-10-31,2.8,2015-08-31,1.81,Sell,215 days,Fall by 19.290000%,35.36
2015-08-31,1.81,2015-11-30,2.36,Sell,64 days,Fall by -569.060000%,-30.39
2015-11-30,2.36,2016-07-31,6.86,Buy,174 days,Rise by 213.560000%,190.68
2015-12-31,2.87,2016-08-31,7.4,Buy,173 days,Rise by 157.840000%,157.84
2016-02-29,2.14,2016-03-31,2.85,Sell,22 days,Fall by -380.370000%,-33.18
2016-04-30,3.55,2016-09-30,6.91,Buy,108 days,Rise by 309.860000%,94.65
2016-05-31,4.57,2016-10-31,7.23,Buy,108 days,Rise by 218.380000%,58.21
2018-06-30,14.99,2018-11-30,21.3,Buy,108 days,Rise by 213.540000%,42.09
2019-12-31,45.86,2020-08-31,90.82,Buy,173 days,Rise by 98.040000%,98.04
2020-01-31,47.0,2020-08-31,90.82,Buy,150 days,Rise by 93.230000%,93.23
2024-01-31,167.69,2024-01-31,167.69,Buy,0 days,Rise by -13.840000%,0.0
2024-02-29,192.53,2024-02-29,192.53,Buy,0 days,Rise by -24.960000%,0.0
2025-01-31,115.95,2025-06-30,141.9,Sell,105 days,Fall by -120.890000%,-22.38
2025-07-31,176.31,2025-07-31,176.31,Buy,0 days,Rise by 45.270000%,0.0
