Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
1991-06-30,6.0,1993-12-31,8.88,Buy,653 days,Rise by 47.920000%,47.92
2000-03-31,29.5,2007-03-31,13.06,Buy,1825 days,Rise by -53.180000%,-55.73
2003-12-31,14.9,2006-06-30,24.42,Buy,651 days,Rise by -12.750000%,63.89
2005-12-31,30.6,2011-06-30,6.99,Buy,1432 days,Rise by -18.790000%,-77.16
2007-03-31,13.06,2008-12-31,2.16,Sell,456 days,Fall by 42.570000%,83.46
2012-12-31,2.4,2013-06-30,4.08,Sell,129 days,Fall by 0.000000%,-70.0
2014-06-30,4.19,2017-06-30,12.48,Buy,783 days,Rise by -36.040000%,197.85
2016-03-31,2.85,2017-06-30,12.48,Buy,325 days,Rise by 410.530000%,337.89
2016-06-30,5.14,2017-09-30,12.75,Buy,326 days,Rise by 183.070000%,148.05
2016-09-30,6.91,2017-12-31,10.28,Buy,325 days,Rise by 269.320000%,48.77
