Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-11-18,15.34,2013-02-03,19.06,Sell,54 days,Fall by -5.260000%,-24.22
2013-03-31,16.15,2014-01-12,19.52,Sell,204 days,Fall by 4.660000%,-20.9
2013-06-02,16.11,2014-01-12,19.52,Sell,159 days,Fall by -0.350000%,-21.2
2014-01-12,19.52,2014-03-02,23.76,Buy,34 days,Rise by 21.720000%,21.72
2014-02-09,21.42,2014-03-16,22.78,Buy,24 days,Rise by 8.560000%,6.3
2014-02-23,22.44,2014-07-13,22.76,Buy,99 days,Rise by 3.680000%,1.47
2014-09-21,24.2,2015-04-19,27.38,Buy,149 days,Rise by -4.300000%,13.14
2015-02-08,21.22,2015-03-29,26.92,Sell,34 days,Fall by -29.580000%,-26.89
2015-10-04,27.48,2016-02-28,25.99,Sell,104 days,Fall by 11.040000%,5.44
2016-01-17,26.56,2016-07-17,27.56,Sell,129 days,Fall by -0.430000%,-3.78
2016-05-08,26.68,2016-09-04,22.9,Sell,84 days,Fall by 4.290000%,14.15
2016-06-19,25.66,2016-09-04,22.9,Sell,54 days,Fall by 10.740000%,10.74
2016-10-09,20.36,2016-11-27,16.04,Sell,34 days,Fall by 21.240000%,21.24
2016-11-06,17.18,2017-05-07,20.45,Sell,129 days,Fall by 0.790000%,-19.07
2017-09-10,23.98,2017-11-12,24.96,Buy,44 days,Rise by 21.200000%,4.04
2018-01-14,27.52,2019-04-21,24.2,Buy,329 days,Rise by -11.900000%,-12.08
2018-01-28,29.07,2019-04-21,24.2,Buy,319 days,Rise by -13.240000%,-16.77
2018-02-11,25.04,2018-06-17,22.42,Sell,89 days,Fall by 5.670000%,10.45
2018-06-17,22.42,2018-10-28,21.2,Sell,94 days,Fall by 5.460000%,5.46
2018-10-14,21.26,2019-09-08,26.28,Sell,234 days,Fall by -10.020000%,-23.56
2019-01-13,24.28,2019-03-17,25.44,Buy,44 days,Rise by 7.740000%,4.82
2019-01-20,24.02,2019-03-03,24.8,Buy,29 days,Rise by 8.870000%,3.23
2019-06-16,25.48,2019-11-10,28.94,Buy,104 days,Rise by 3.890000%,13.56
2019-11-03,28.23,2020-01-12,29.34,Buy,49 days,Rise by 13.090000%,3.93
2020-02-16,31.72,2020-06-28,33.02,Buy,94 days,Rise by 2.300000%,4.08
2020-09-27,34.53,2021-02-28,35.62,Buy,109 days,Rise by 6.860000%,3.17
2020-11-01,31.94,2021-04-11,35.06,Sell,114 days,Fall by -5.900000%,-9.75
2021-05-23,40.65,2021-07-11,43.27,Buy,34 days,Rise by 31.140000%,6.45
2021-06-13,42.22,2021-08-01,46.3,Buy,34 days,Rise by 26.250000%,9.65
2021-07-18,44.33,2021-08-22,53.31,Buy,24 days,Rise by 28.980000%,20.26
2022-09-25,48.96,2022-12-04,63.45,Sell,49 days,Fall by -60.460000%,-29.58
2022-12-25,67.0,2023-03-05,72.45,Buy,49 days,Rise by 28.840000%,8.13
2023-08-06,78.3,2023-09-10,97.7,Sell,24 days,Fall by -56.720000%,-24.78
2023-08-20,91.56,2023-09-17,95.22,Buy,19 days,Rise by 11.550000%,3.99
2023-11-19,101.39,2024-01-21,106.96,Buy,44 days,Rise by 31.250000%,5.49
2024-01-07,105.98,2024-02-25,123.45,Buy,34 days,Rise by 25.560000%,16.48
2024-02-11,121.2,2024-03-31,128.4,Buy,34 days,Rise by 17.890000%,5.94
2024-07-28,126.73,2024-10-27,113.38,Sell,64 days,Fall by 10.530000%,10.53
2024-09-29,120.76,2024-10-27,113.38,Sell,19 days,Fall by 15.750000%,6.11
2024-10-27,113.38,2024-12-01,106.8,Sell,24 days,Fall by 25.030000%,5.8
2024-11-10,107.2,2025-01-19,78.69,Sell,49 days,Fall by 18.500000%,26.6
2024-11-17,101.74,2025-01-19,78.69,Sell,44 days,Fall by 13.850000%,22.66
2024-12-29,87.37,2025-04-06,62.55,Sell,69 days,Fall by 10.870000%,28.41
2025-06-08,74.63,2025-06-08,74.63,Buy,0 days,Rise by -35.430000%,0.0
