Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2003-04-30,1.82,2004-03-31,2.32,Buy,239 days,Rise by 50.880000%,27.91
2006-09-30,3.73,2007-02-28,4.28,Buy,106 days,Rise by 85.830000%,14.75
2007-01-31,4.29,2007-07-31,5.25,Buy,128 days,Rise by 61.340000%,22.23
2008-09-30,5.12,2009-06-30,5.45,Sell,194 days,Fall by 7.210000%,-6.37
2012-09-30,15.78,2013-03-31,16.15,Buy,129 days,Rise by 50.590000%,2.34
2013-06-30,15.5,2014-12-31,21.16,Sell,391 days,Fall by -36.540000%,-36.54
2015-04-30,28.14,2018-05-31,23.77,Buy,804 days,Rise by 1.240000%,-15.51
2016-09-30,20.8,2017-02-28,17.66,Sell,106 days,Fall by 15.050000%,15.05
2019-02-28,24.48,2020-01-31,30.42,Buy,240 days,Rise by 24.270000%,24.27
2019-11-30,28.08,2020-07-31,32.66,Buy,173 days,Rise by 17.440000%,16.35
2019-12-31,28.94,2020-07-31,32.66,Buy,152 days,Rise by 13.930000%,12.87
2021-06-30,41.88,2021-10-31,55.06,Buy,87 days,Rise by 33.700000%,31.47
2021-08-31,49.98,2022-06-30,55.72,Buy,216 days,Rise by 14.030000%,11.46
2023-01-31,69.39,2023-07-31,80.55,Buy,128 days,Rise by 105.710000%,16.08
2023-03-31,79.57,2023-12-31,103.45,Buy,195 days,Rise by 79.390000%,30.01
2024-02-29,119.77,2024-06-30,142.74,Buy,86 days,Rise by -10.830000%,19.18
2025-04-30,66.45,2025-04-30,66.45,Sell,0 days,Fall by 25.570000%,0.0
2025-07-31,47.07,2025-07-31,47.07,Sell,0 days,Fall by -5.080000%,0.0
