Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2006-11-30,3.8,2007-12-31,6.52,Buy,281 days,Rise by 82.870000%,71.62
2007-10-31,6.95,2010-10-31,8.65,Buy,782 days,Rise by -29.320000%,24.43
2008-10-31,3.28,2008-12-31,3.57,Sell,42 days,Fall by -120.140000%,-8.81
2009-06-30,5.16,2010-01-31,5.92,Buy,153 days,Rise by 30.470000%,14.71
2011-07-31,8.69,2013-01-31,10.06,Buy,392 days,Rise by -24.400000%,15.71
2011-09-30,7.29,2012-02-29,8.59,Sell,107 days,Fall by 0.580000%,-17.84
2011-12-31,6.57,2012-02-29,8.59,Sell,41 days,Fall by -10.270000%,-30.71
2013-08-31,7.24,2013-10-31,9.06,Sell,42 days,Fall by -82.260000%,-25.09
2015-02-28,15.5,2016-09-30,17.97,Buy,413 days,Rise by 0.740000%,15.93
2015-07-31,15.62,2016-09-30,17.97,Buy,304 days,Rise by -15.450000%,15.08
2015-10-31,15.28,2016-08-31,17.91,Buy,216 days,Rise by 17.580000%,17.19
2018-09-30,23.52,2019-03-31,28.98,Sell,129 days,Fall by -14.560000%,-23.18
2019-06-30,32.51,2021-03-31,38.84,Buy,456 days,Rise by -2.540000%,19.49
2023-09-30,29.5,2023-12-31,33.56,Sell,64 days,Fall by 9.340000%,-13.73
2024-02-29,26.75,2024-06-30,32.16,Sell,86 days,Fall by -13.350000%,-20.24
2024-09-30,31.28,2025-08-31,35.58,Buy,239 days,Rise by 22.710000%,13.75
2025-03-31,33.22,2025-08-31,35.58,Buy,109 days,Rise by 9.030000%,7.1
2025-04-30,36.34,2025-04-30,36.34,Buy,0 days,Rise by -0.340000%,0.0
2025-05-31,37.7,2025-05-31,37.7,Buy,0 days,Rise by -3.910000%,0.0
