Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2003-05-31,14.68,2003-11-30,27.5,Buy,129 days,Rise by 99.500000%,87.26
2006-01-31,33.02,2007-03-31,36.16,Buy,303 days,Rise by -10.530000%,9.51
2007-07-31,43.19,2010-08-31,32.12,Buy,804 days,Rise by -20.040000%,-25.64
2007-08-31,43.35,2010-08-31,32.12,Buy,781 days,Rise by -20.340000%,-25.91
2007-11-30,45.13,2010-08-31,32.12,Buy,716 days,Rise by -18.390000%,-28.83
2008-02-29,31.27,2008-05-31,38.91,Sell,65 days,Fall by 26.870000%,-24.42
2008-07-31,29.6,2009-01-31,21.48,Sell,131 days,Fall by 20.710000%,27.42
2008-10-31,22.79,2009-04-30,27.47,Sell,128 days,Fall by -40.910000%,-20.51
2009-07-31,33.78,2010-01-31,40.58,Buy,130 days,Rise by 31.060000%,20.15
2010-06-30,35.68,2010-10-31,43.06,Sell,87 days,Fall by -25.740000%,-20.71
2011-01-31,54.56,2012-05-31,59.49,Buy,347 days,Rise by -12.020000%,9.05
2011-02-28,56.62,2012-05-31,59.49,Buy,327 days,Rise by -18.230000%,5.07
2012-04-30,66.22,2013-08-31,87.06,Buy,349 days,Rise by 13.390000%,31.47
2014-07-31,94.16,2015-02-28,107.68,Buy,151 days,Rise by 14.520000%,14.36
2015-08-31,91.02,2016-03-31,100.39,Sell,152 days,Fall by -114.670000%,-10.29
2015-09-30,87.98,2016-07-31,109.62,Sell,217 days,Fall by -125.690000%,-24.6
2015-12-31,88.77,2016-12-31,112.2,Sell,261 days,Fall by -123.010000%,-26.39
2016-11-30,103.13,2017-03-31,132.8,Sell,86 days,Fall by -50.900000%,-28.77
2017-02-28,121.69,2017-07-31,150.33,Buy,108 days,Rise by 48.530000%,23.54
2019-10-31,261.97,2020-08-31,374.18,Buy,216 days,Rise by 42.830000%,42.83
2020-12-31,487.72,2021-04-30,648.1,Buy,85 days,Rise by 70.800000%,32.88
2021-02-28,567.09,2021-07-31,766.74,Buy,109 days,Rise by 46.900000%,35.21
2022-02-28,666.51,2022-08-31,489.94,Sell,131 days,Fall by 13.810000%,26.49
2024-01-31,869.82,2024-01-31,869.82,Buy,0 days,Rise by 17.580000%,0.0
