Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2003-05-31,963.59,2003-12-31,1111.92,Buy,151 days,Rise by 18.820000%,15.39,
2005-04-30,1156.85,2005-12-31,1248.29,Sell,174 days,Fall by -33.930000%,-7.9,
2006-03-31,1294.87,2007-01-31,1438.24,Buy,217 days,Rise by 11.070000%,11.07,
2006-10-31,1377.94,2007-07-31,1455.27,Buy,194 days,Rise by 11.080000%,5.61,
2006-11-30,1400.63,2007-07-31,1455.27,Buy,172 days,Rise by 9.280000%,3.9,
2007-01-31,1438.24,2008-02-29,1330.63,Buy,281 days,Rise by 7.730000%,-7.48,
2008-02-29,1330.63,2008-10-31,968.75,Sell,174 days,Fall by 12.350000%,27.2,
2008-07-31,1267.38,2009-01-31,825.88,Sell,131 days,Fall by 28.730000%,34.84,
2008-11-30,896.24,2009-04-30,872.81,Sell,107 days,Fall by -15.000000%,2.61,
2010-06-30,1030.71,2010-09-30,1141.2,Sell,65 days,Fall by -9.770000%,-10.72,
2012-03-31,1408.47,2013-04-30,1597.57,Buy,280 days,Rise by 2.290000%,13.43,
2013-02-28,1514.68,2013-07-31,1685.73,Buy,108 days,Rise by 11.290000%,11.29,
2013-04-30,1597.57,2013-10-31,1756.54,Buy,131 days,Rise by 29.420000%,9.95,
2015-09-30,1920.03,2016-04-30,2065.3,Sell,152 days,Fall by -37.540000%,-7.57,
2016-02-29,1932.23,2016-07-31,2173.6,Sell,109 days,Fall by -50.160000%,-12.49,
2016-07-31,2173.6,2017-03-31,2362.72,Buy,173 days,Rise by 29.910000%,8.7,
2020-12-31,3756.07,2021-07-31,4395.26,Buy,151 days,Rise by 26.890000%,17.02,
2021-06-30,4297.5,2023-11-30,4567.8,Buy,630 days,Rise by 10.910000%,6.29,
2022-02-28,4373.94,2022-08-31,3955.0,Sell,131 days,Fall by 18.020000%,9.58,
2023-07-31,4588.96,2024-04-30,5035.69,Buy,195 days,Rise by 31.630000%,9.73,
2024-01-31,4845.65,2024-05-31,5277.51,Buy,86 days,Rise by 24.660000%,8.91,
2024-02-29,5096.27,2024-09-30,5762.48,Buy,151 days,Rise by 18.530000%,13.07,
2025-08-31,6460.26,2025-08-31,6460.26,Buy,0 days,Rise by 5.880000%,0.0,
2025-10-31,6840.2,2025-10-31,6840.2,Buy,0 days,Rise by 0.000000%,0.0,
