Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-11-11,24.4842,2007-11-11,24.4842,2007-02-25-2007-08-19,28.749-29.9513,Sell,0 days,-0.0%,Fall by 0%,0.0%
2008-06-08,18.9521,2008-06-08,18.9521,2006-05-14-2008-03-23,21.5516-26.8075,Sell,0 days,-0.0%,Fall by 0%,0.0%
2009-06-14,10.1462,2009-06-21,9.7807,2008-09-21-2009-03-08,6.0439-13.9399,Sell,4 days,3.6%,Fall by -16.69%,3.6%
2010-02-21,11.7465,2018-02-25,29.12,2009-03-08-2009-10-18,4.7766-12.8026,Buy,2089 days,147.9%,Rise by -2.95%,151.51%
2010-05-23,11.9821,2010-06-06,11.4947,2009-10-18-2010-02-07,11.8603-12.2502,Sell,9 days,4.07%,Fall by 2.97%,155.57%
2010-06-27,11.8928,2014-04-27,17.7498,2010-02-07-2010-04-18,10.9748-13.9074,Buy,999 days,49.25%,Rise by 5.45%,204.82%
2010-07-04,10.9829,2010-07-18,11.4785,2010-02-07-2010-04-18,10.9748-13.9074,Sell,9 days,-4.51%,Fall by -4.46%,200.31%
2011-03-27,13.2738,2011-03-27,13.2738,2009-10-18-2010-08-29,11.3079-12.2502,Sell,0 days,-0.0%,Fall by 0%,200.31%
2011-04-03,13.4281,2013-06-23,15.5321,2010-08-29-2011-02-20,10.7961-13.9724,Buy,579 days,15.67%,Rise by 15.22%,215.98%
2011-05-15,12.8107,2011-06-05,12.3639,2006-05-14-2009-03-08,6.0439-26.8075,Sell,14 days,3.49%,Fall by 11.76%,219.47%
2011-06-26,11.9903,2011-06-26,11.9903,2009-03-08-2011-02-20,4.7766-13.9724,Buy,0 days,0.0%,Rise by 0%,219.47%
2011-08-07,10.9098,2011-08-14,10.3818,2010-08-29-2011-02-20,10.7961-13.9724,Sell,4 days,4.84%,Fall by 7.82%,224.31%
2011-08-14,10.3818,2011-08-21,9.8538,2009-03-08-2011-02-20,4.7766-13.9724,Sell,4 days,5.09%,Fall by 2.89%,229.39%
2011-09-04,10.1868,2011-09-11,9.935,2009-03-08-2009-10-18,4.7766-12.8026,Sell,4 days,2.47%,Fall by 3.68%,231.86%
2012-05-06,12.2664,2012-05-06,12.2664,2009-10-18-2011-10-09,10.0244-12.2502,Sell,0 days,-0.0%,Fall by 0%,231.86%
2012-06-24,11.6491,2015-08-16,20.5118,2011-10-09-2012-04-01,8.8952-13.0057,Buy,819 days,76.08%,Rise by -10.1%,307.94%
2012-10-21,13.0869,2012-11-11,12.5914,2012-04-01-2012-06-10,11.5678-12.6483,Sell,14 days,3.79%,Fall by -25.42%,311.73%
2013-09-01,15.792,2013-11-24,17.4574,2006-05-14-2008-07-20,17.1324-26.8075,Sell,59 days,-10.55%,Fall by 2.0%,301.18%
2014-02-23,17.4492,2014-08-24,18.7815,2007-06-03-2009-03-08,6.0439-30.4793,Sell,129 days,-7.64%,Fall by 3.46%,293.55%
2015-02-08,19.6101,2015-09-06,18.3997,2007-06-03-2008-07-20,17.1324-30.4793,Sell,149 days,6.17%,Fall by 9.54%,299.72%
2015-02-22,19.8538,2015-09-13,18.7815,2010-08-29-2015-01-04,10.7961-20.4224,Buy,144 days,-5.4%,Rise by 7.18%,294.32%
2015-04-26,19.7238,2015-09-06,18.3997,2007-02-25-2008-07-20,17.1324-29.9513,Sell,94 days,6.71%,Fall by 9.54%,301.03%
2015-08-30,19.1958,2015-09-06,18.3997,2007-02-25-2009-03-08,6.0439-29.9513,Sell,4 days,4.15%,Fall by 9.54%,305.18%
2015-09-13,18.7815,2022-02-06,40.1,2010-02-07-2015-07-26,10.9748-20.8123,Buy,1669 days,113.51%,Rise by -13.94%,418.69%
2015-10-18,19.1308,2015-10-18,19.1308,2011-10-09-2015-07-26,8.8952-20.8123,Buy,0 days,0.0%,Rise by 0%,418.69%
2015-12-13,19.0496,2015-12-13,19.0496,2013-07-28-2015-08-30,19.3258-16.5963,Sell,0 days,-0.0%,Fall by 0%,418.69%
2016-01-03,19.3582,2017-03-26,23.54,2010-08-29-2015-07-26,10.7961-20.8123,Buy,319 days,21.6%,Rise by 7.86%,440.29%
2016-01-10,17.9529,2016-01-17,17.4005,2010-08-29-2015-07-26,10.7961-20.8123,Sell,4 days,3.08%,Fall by -3.08%,443.37%
2016-01-17,17.4005,2016-01-17,17.4005,2011-10-09-2015-07-26,8.8952-20.8123,Sell,0 days,-0.0%,Fall by 0%,443.37%
2016-02-14,16.645,2016-02-14,16.645,2009-03-08-2015-07-26,4.7766-20.8123,Sell,0 days,-0.0%,Fall by 0%,443.37%
2016-02-28,17.3193,2020-03-15,23.05,2010-02-07-2015-01-04,10.9748-20.4224,Buy,1054 days,33.09%,Rise by 13.84%,476.46%
2017-05-07,23.84,2020-03-15,23.05,2015-08-30-2017-03-05,15.0447-25.3,Buy,744 days,-3.31%,Rise by 13.84%,473.14%
2018-04-22,27.88,2024-04-28,40.82,2015-08-30-2018-02-04,15.0447-30.33,Buy,1569 days,46.41%,Rise by 12.05%,519.56%
2018-07-15,26.98,2020-03-15,23.05,2010-08-29-2018-02-04,10.7961-30.33,Buy,434 days,-14.57%,Rise by 13.84%,504.99%
2018-10-14,26.43,2018-10-28,25.26,2015-08-30-2018-02-04,15.0447-30.33,Sell,9 days,4.43%,Fall by 9.78%,509.42%
2018-10-28,25.26,2018-11-11,27.12,2018-02-04-2018-07-01,27.07-29.34,Sell,9 days,-7.36%,Fall by 13.02%,502.05%
2018-11-11,27.12,2018-11-11,27.12,2011-10-09-2018-02-04,8.8952-30.33,Buy,0 days,0.0%,Rise by 0%,502.05%
