Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-12-13,4537.5601,2016-05-08,4330.1699,2015-11-22,Buy,21 Weeks,-4.57%,Rise by -11.31%,-4.57%,Absolute Extrema Case
2016-02-21,4164.0898,2016-05-08,4330.1699,2016-02-07,Buy,11 Weeks,3.99%,Rise by 9.1%,-0.58%,Normal Case
2016-05-15,4326.5298,2016-09-04,4798.7402,2016-05-01,Buy,16 Weeks,10.91%,Rise by 11.11%,10.33%,Normal Case
2016-05-22,4362.8999,2016-09-04,4798.7402,2016-05-08,Buy,15 Weeks,9.99%,Rise by 10.18%,20.32%,Normal Case
2016-08-07,4791.21,2016-10-09,4864.52,2016-07-31,Buy,9 Weeks,1.53%,Rise by 1.76%,21.85%,Normal Case
2016-08-21,4806.1401,2016-11-13,4751.9502,2016-08-14,Buy,12 Weeks,-1.13%,Rise by 22.37%,20.72%,Normal Case
2016-09-25,4858.9102,2017-04-23,5442.0498,2016-09-04,Buy,30 Weeks,12.0%,Rise by 21.04%,32.73%,Normal Case
2016-10-16,4808.48,2017-04-23,5442.0498,2016-07-03,Buy,27 Weeks,13.18%,Rise by 22.31%,45.9%,Local Extrema Case
2016-10-30,4805.5898,2017-04-23,5442.0498,2016-10-23,Buy,25 Weeks,13.24%,Rise by 22.39%,59.15%,Normal Case
2017-01-08,5007.0801,2017-04-23,5442.0498,2016-12-18,Buy,15 Weeks,8.69%,Rise by 17.46%,67.83%,Normal Case
2017-01-15,5059.5098,2017-04-23,5442.0498,2016-12-25,Buy,14 Weeks,7.56%,Rise by 16.25%,75.39%,Normal Case
2017-01-29,5168.0601,2017-04-23,5442.0498,2017-01-22,Buy,12 Weeks,5.3%,Rise by 13.8%,80.7%,Normal Case
2017-03-12,5385.8999,2017-06-25,5803.1099,2017-03-05,Buy,15 Weeks,7.75%,Rise by 9.2%,88.44%,Normal Case
2017-04-09,5418.3701,2017-06-25,5803.1099,2017-03-19,Buy,11 Weeks,7.1%,Rise by 8.55%,95.54%,Normal Case
2017-04-16,5353.5898,2017-06-25,5803.1099,2017-03-26,Buy,10 Weeks,8.4%,Rise by 9.86%,103.94%,Normal Case
2017-05-21,5651.5601,2017-08-13,5831.5298,2017-04-30,Buy,12 Weeks,3.18%,Rise by 4.78%,107.12%,Normal Case
2017-09-03,5987.8999,2018-02-11,6412.6802,2017-08-13,Buy,23 Weeks,7.09%,Rise by 17.29%,114.22%,Normal Case
