Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2012-06-03,27.72,2012-06-17,30.01,Sell,9 Days,-14.01,Fall by 14.47%,-8.26%,-8.26%
2012-08-26,19.41,2012-11-18,23.56,Buy,59 Days,16.08,Rise by 44.26%,21.38%,13.12%
2013-05-12,26.68,2013-07-28,34.01,Buy,54 Days,13.36,Rise by -11.43%,27.47%,40.59%
2013-08-25,40.55,2013-09-08,43.95,Sell,9 Days,-13.9,Fall by -14.01%,-8.38%,32.21%
2015-08-02,94.01,2015-08-23,86.06,Sell,14 Days,-19.6,Fall by -8.63%,8.46%,40.67%
2016-01-17,94.97,2016-01-31,112.21,Sell,9 Days,-27.63,Fall by -18.02%,-18.15%,22.51%
2016-11-20,117.02,2017-04-02,142.05,Buy,94 Days,20.08,Rise by 21.39%,21.39%,43.9%
2018-04-15,164.52,2018-05-06,176.61,Sell,14 Days,-16.67,Fall by -6.3%,-7.35%,36.55%
2021-01-24,274.5,2021-06-06,330.35,Buy,94 Days,8.07,Rise by 13.83%,20.35%,56.9%
2021-10-03,343.01,2021-10-10,330.05,Sell,4 Days,-12.57,Fall by 10.54%,3.78%,60.68%
2023-06-11,264.95,2023-07-30,325.48,Buy,34 Days,20.25,Rise by 22.85%,22.85%,83.52%
2025-01-19,612.77,2025-02-02,689.18,Sell,9 Days,-15.14,Fall by 17.63%,-12.47%,71.05%
2025-07-06,719.01,2025-07-06,719.01,Buy,0 Days,11.9,Rise by 0%,0.0%,71.05%
