Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2003-05-31,19.47,2004-04-30,17.19,Sell,238 days,Fall by 17.310000%,11.71
2005-04-30,15.31,2006-10-31,11.1,Buy,390 days,Rise by -22.140000%,-27.5
2006-05-31,16.44,2007-12-31,22.5,Buy,412 days,Rise by -32.480000%,36.86
2007-07-31,23.52,2009-01-31,44.84,Buy,393 days,Rise by 12.840000%,90.65
2008-10-31,59.89,2010-09-30,23.7,Buy,498 days,Rise by -26.300000%,-60.43
2010-03-31,17.59,2011-06-30,16.52,Sell,325 days,Fall by -0.910000%,6.08
2010-05-31,32.07,2011-12-31,23.4,Buy,414 days,Rise by -33.890000%,-27.03
2010-10-31,21.2,2011-06-30,16.52,Sell,172 days,Fall by 16.320000%,22.08
2011-08-31,31.62,2015-02-28,13.34,Buy,912 days,Rise by -38.520000%,-57.81
2013-06-30,16.86,2015-02-28,13.34,Buy,434 days,Rise by -18.740000%,-20.88
2013-09-30,16.6,2015-02-28,13.34,Buy,369 days,Rise by -15.660000%,-19.64
2015-01-31,20.97,2017-12-31,11.04,Buy,759 days,Rise by -13.070000%,-47.35
2017-05-31,10.41,2018-01-31,13.54,Sell,174 days,Fall by -16.430000%,-30.07
2018-02-28,19.85,2019-04-30,13.12,Buy,303 days,Rise by -35.370000%,-33.9
2018-03-31,19.97,2019-04-30,13.12,Buy,280 days,Rise by -35.600000%,-34.3
2020-02-29,40.11,2022-05-31,26.19,Buy,585 days,Rise by -39.020000%,-34.7
2022-09-30,31.62,2024-12-31,17.35,Buy,586 days,Rise by -34.540000%,-45.13
2023-04-30,15.78,2024-02-29,13.4,Sell,217 days,Fall by 18.120000%,15.08
2023-07-31,13.63,2024-02-29,13.4,Sell,152 days,Fall by 8.660000%,1.69
2023-10-31,18.14,2024-12-31,17.35,Buy,304 days,Rise by -28.280000%,-4.36
2023-12-31,12.45,2024-09-30,16.73,Sell,194 days,Fall by 0.080000%,-34.38
2024-10-31,23.16,2024-10-31,23.16,Buy,0 days,Rise by 6.650000%,0.0
