Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,0.3304,2000-12-10,0.269,Buy,14 Days,29.16,Rise by -18.92%,-18.58%,-18.58%,
2000-12-24,0.2679,2001-01-07,0.2924,Sell,9 Days,-20.0,Fall by -25.38%,-9.15%,-27.73%,
2001-03-25,0.4107,2001-04-01,0.3941,Sell,4 Days,-19.44,Fall by 11.13%,4.04%,-23.69%,
2001-09-23,0.2809,2001-10-14,0.3216,Sell,14 Days,-13.51,Fall by -59.31%,-14.49%,-38.18%,
2001-11-11,0.3341,2001-11-25,0.3543,Sell,9 Days,-7.69,Fall by -22.99%,-6.05%,-44.22%,
2002-05-12,0.4164,2002-05-19,0.4466,Sell,4 Days,-10.53,Fall by 13.81%,-7.25%,-51.47%,
2003-01-12,0.2629,2003-01-19,0.2518,Sell,4 Days,-4.76,Fall by 10.35%,4.22%,-47.25%,
2004-03-28,0.4829,2004-04-18,0.5211,Sell,14 Days,-11.11,Fall by 4.66%,-7.91%,-55.16%,
2004-05-16,0.4832,2004-06-06,0.5139,Sell,14 Days,-10.53,Fall by -10.06%,-6.35%,-61.52%,
2005-03-27,1.5179,2005-04-03,1.4604,Sell,4 Days,-18.71,Fall by 15.15%,3.79%,-57.73%,
2005-05-29,1.4486,2005-09-11,1.8325,Buy,74 Days,20.72,Rise by -10.01%,26.5%,-31.23%,
2005-08-21,1.6368,2005-09-11,1.8325,Sell,14 Days,-11.11,Fall by -46.87%,-11.96%,-43.18%,
2006-01-08,2.725,2006-01-15,3.0568,Sell,4 Days,-10.87,Fall by 11.78%,-12.18%,-55.36%,
2006-04-23,2.3943,2006-05-07,2.5675,Sell,9 Days,-7.1,Fall by 11.64%,-7.23%,-62.59%,
2008-03-30,5.1075,2008-05-04,6.4621,Buy,24 Days,8.0,Rise by 31.98%,26.52%,-36.07%,
2009-03-22,3.6282,2009-04-19,4.4079,Buy,19 Days,6.79,Rise by 27.17%,21.49%,-14.58%,
2011-03-20,11.8096,2011-03-27,12.555,Sell,4 Days,-11.63,Fall by 3.15%,-6.31%,-20.89%,
2012-04-15,21.6154,2012-04-22,20.4636,Sell,4 Days,-13.42,Fall by 12.37%,5.33%,-15.56%,
2013-05-12,16.1775,2013-12-01,19.8596,Buy,144 Days,13.36,Rise by -12.46%,22.76%,7.2%,
2013-08-25,17.8936,2013-09-15,16.6036,Sell,14 Days,-13.9,Fall by -6.37%,7.21%,14.41%,
2015-08-02,30.325,2015-08-09,28.88,Sell,4 Days,-19.6,Fall by 12.59%,4.77%,19.17%,
2016-01-17,24.2825,2016-02-07,23.505,Sell,14 Days,-27.63,Fall by 6.81%,3.2%,22.37%,
2016-11-20,27.515,2017-02-12,33.03,Buy,59 Days,20.08,Rise by 30.53%,20.04%,42.42%,
2018-04-15,43.6825,2018-04-22,41.43,Sell,4 Days,-16.67,Fall by -5.83%,5.16%,47.57%,
2021-01-24,139.07,2021-12-12,179.45,Buy,229 Days,8.07,Rise by -12.81%,29.04%,76.61%,
2021-10-03,142.65,2021-11-07,151.28,Sell,24 Days,-12.57,Fall by -13.85%,-6.05%,70.56%,
2023-06-11,180.96,2024-07-07,226.34,Buy,279 Days,20.25,Rise by 8.22%,25.08%,95.64%,
2025-01-19,229.98,2025-01-26,222.78,Sell,4 Days,-15.14,Fall by 7.17%,3.13%,98.77%,
2025-07-06,213.55,2025-10-05,258.02,Buy,64 Days,11.9,Rise by 20.82%,20.82%,119.59%,
