Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2010-11-30,7.74,2011-04-30,8.5,Buy,108 days,Rise by 61.480000%,9.8,
2013-06-30,12.14,2015-02-28,21.31,Sell,434 days,Fall by -99.360000%,-75.44,
2015-03-31,25.09,2018-05-31,20.3,Buy,826 days,Rise by 7.520000%,-19.08,
2016-11-30,15.96,2018-04-30,19.3,Sell,367 days,Fall by -20.940000%,-20.94,
2018-10-31,19.15,2020-05-31,29.25,Sell,412 days,Fall by -40.990000%,-52.74,
2019-02-28,21.55,2019-12-31,26.25,Buy,217 days,Rise by 27.610000%,21.81,
2019-12-31,26.25,2020-07-31,27.5,Buy,152 days,Rise by 11.430000%,4.76,
2021-07-31,39.0,2021-12-31,49.4,Buy,108 days,Rise by 26.670000%,26.67,
2021-08-31,42.9,2022-06-30,52.5,Buy,216 days,Rise by 27.040000%,22.38,
2023-04-30,75.5,2023-12-31,93.0,Buy,174 days,Rise by 76.820000%,23.18,
2023-09-30,85.6,2024-02-29,110.5,Buy,107 days,Rise by 55.960000%,29.09,
2024-02-29,110.5,2024-02-29,110.5,Buy,0 days,Rise by -24.710000%,0.0,
2024-03-31,118.5,2024-03-31,118.5,Buy,0 days,Rise by -10.970000%,0.0,
2025-01-31,81.4,2025-07-31,41.0,Sell,128 days,Fall by 27.760000%,49.63,
