Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1998-05-31,11.9141,1998-06-30,10.2503,1996-01-31-1997-10-31,5.4286-28.0804,Sell,21 days,13.96%,Fall by 21.8%,13.96%
2000-05-31,24.5566,2001-10-31,18.1657,1996-01-31-1997-10-31,5.4286-28.0804,Buy,370 days,-26.03%,Rise by 17.12%,-12.06%
2001-04-30,24.4566,2001-05-31,28.0126,1998-10-31-2001-03-31,7.112-32.2041,Sell,23 days,-14.54%,Fall by 35.15%,-26.6%
2002-12-31,21.2754,2004-08-31,33.9643,1996-01-31-2001-03-31,5.4286-32.2041,Buy,435 days,59.64%,Rise by 16.95%,33.04%
2004-04-30,37.5917,2004-05-31,30.6903,2001-09-30-2004-04-30,14.5383-46.414,Sell,21 days,18.36%,Fall by -356.57%,51.4%
2004-05-31,30.6903,2004-07-31,34.9104,1996-01-31-2004-04-30,5.4286-46.414,Sell,44 days,-13.75%,Fall by -315.83%,37.65%
2004-06-30,30.6796,2004-07-31,34.9104,1998-10-31-2004-04-30,7.112-46.414,Sell,22 days,-13.79%,Fall by -315.83%,23.86%
2004-09-30,36.9812,2005-06-30,45.882,1997-10-31-1998-10-31,8.5152-12.671,Sell,195 days,-24.07%,Fall by -610.34%,-0.21%
2005-06-30,45.882,2006-05-31,109.0513,1998-10-31-2004-04-30,7.112-46.414,Buy,239 days,137.68%,Rise by 202.12%,137.47%
2008-01-31,283.3174,2008-03-31,258.9619,1998-10-31-2008-01-31,7.112-376.9337,Sell,42 days,8.6%,Fall by 13.97%,146.06%
2008-02-29,281.5516,2008-03-31,258.9619,2001-09-30-2008-01-31,14.5383-376.9337,Sell,21 days,8.02%,Fall by 13.97%,154.09%
2010-01-31,239.1437,2010-02-28,223.7715,2008-10-31-2009-05-31,106.2912-289.7292,Sell,19 days,6.43%,Fall by 6.1%,160.52%
2011-04-30,224.8687,2011-04-30,224.8687,2008-10-31-2009-05-31,106.2912-289.7292,Buy,0 days,0.0%,Rise by 0%,160.52%
2012-07-31,169.9745,2021-01-31,850.0596,2001-09-30-2008-01-31,14.5383-376.9337,Buy,2218 days,400.11%,Rise by 37.69%,560.63%
2013-10-31,209.085,2015-02-28,195.5643,2012-05-31-2013-01-31,153.8479-218.2969,Buy,346 days,-6.47%,Rise by 17.1%,554.16%
2014-06-30,232.1034,2014-09-30,216.1711,2012-05-31-2014-05-31,153.8479-261.7849,Sell,66 days,6.86%,Fall by 12.66%,561.02%
2014-10-31,228.7089,2014-12-31,203.7019,2009-05-31-2012-05-31,171.7574-209.8394,Sell,43 days,10.93%,Fall by -7.48%,571.96%
2015-10-31,216.6283,2023-04-30,1117.0603,1996-01-31-2008-01-31,5.4286-376.9337,Buy,1954 days,415.66%,Rise by 33.01%,987.62%
2017-01-31,238.9151,2020-04-30,670.2059,2015-03-31-2016-01-31,182.0551-249.0985,Buy,847 days,180.52%,Rise by 53.86%,1168.14%
2018-10-31,485.1678,2018-11-30,533.7646,2015-03-31-2018-08-31,182.0551-607.5741,Sell,22 days,-10.02%,Fall by 0.11%,1158.12%
2018-12-31,512.5978,2019-09-30,609.0599,2001-09-30-2018-08-31,14.5383-607.5741,Buy,195 days,18.82%,Rise by -16.4%,1176.94%
2019-01-31,561.0117,2019-03-31,621.7462,2014-05-31-2015-03-31,207.9307-211.4394,Sell,41 days,-10.83%,Fall by 18.11%,1166.11%
2019-10-31,669.4515,2020-11-30,890.6024,2015-03-31-2018-08-31,182.0551-607.5741,Buy,282 days,33.03%,Rise by 11.94%,1199.15%
2020-03-31,509.169,2020-04-30,670.2059,2001-09-30-2018-08-31,14.5383-607.5741,Sell,22 days,-31.63%,Fall by -26.84%,1167.52%
2020-11-30,890.6024,2021-01-31,850.0596,2015-03-31-2020-09-30,182.0551-1093.4546,Sell,44 days,4.55%,Fall by -28.1%,1172.07%
2021-03-31,924.4303,2021-03-31,924.4303,2020-03-31-2020-09-30,400.3177-1093.4546,Buy,0 days,0.0%,Rise by 0%,1172.07%
2021-04-30,920.4614,2021-08-31,1042.1359,2020-03-31-2020-09-30,400.3177-1093.4546,Sell,87 days,-13.22%,Fall by -4.49%,1158.85%
2022-09-30,1097.3313,2022-09-30,1097.3313,2020-03-31-2022-04-30,400.3177-1318.1128,Sell,0 days,-0.0%,Fall by 0%,1158.85%
2022-11-30,1260.5176,2024-10-31,1332.05,2015-03-31-2022-04-30,182.0551-1318.1128,Buy,501 days,5.67%,Rise by 12.65%,1164.53%
2023-03-31,1075.7792,2023-07-31,1274.625,2015-03-31-2022-04-30,182.0551-1318.1128,Sell,86 days,-18.48%,Fall by 5.85%,1146.04%
2023-05-31,1139.8584,2023-05-31,1139.8584,2008-10-31-2022-04-30,106.2912-1318.1128,Buy,0 days,0.0%,Rise by 0%,1146.04%
2023-12-31,1292.475,2024-12-31,1215.45,2020-03-31-2022-04-30,400.3177-1318.1128,Buy,261 days,-5.96%,Rise by 23.46%,1140.08%
2024-11-30,1292.2,2024-12-31,1215.45,2020-03-31-2024-07-31,400.3177-1608.8,Sell,21 days,5.94%,Fall by -22.15%,1146.02%
2024-12-31,1215.45,2025-04-30,1405.0,2023-03-31-2024-07-31,1006.0696-1608.8,Sell,86 days,-15.6%,Fall by -5.67%,1130.43%
2025-02-28,1200.1,2025-04-30,1405.0,2001-09-30-2024-07-31,14.5383-1608.8,Sell,43 days,-17.07%,Fall by -5.67%,1113.35%
2025-06-30,1500.6,2025-06-30,1500.6,2023-03-31-2024-07-31,1006.0696-1608.8,Buy,0 days,0.0%,Rise by 0%,1113.35%
2025-11-03,1484.7,2025-11-03,1484.7,2020-03-31-2024-07-31,400.3177-1608.8,Buy,0 days,0.0%,Rise by 0%,1113.35%
