Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2010-07-11,1.16,2010-07-18,1.376,Sell,4 Days,-36.13,Fall by -37.99%,-18.62%,-18.62%,
2010-09-12,1.3447,2010-11-07,1.6293,Buy,39 Days,12.26,Rise by 75.11%,21.16%,2.54%,
2011-03-20,1.5307,2011-04-03,1.7773,Sell,9 Days,-11.63,Fall by -15.42%,-16.11%,-13.57%,
2012-04-15,2.2393,2012-05-06,2.122,Sell,14 Days,-13.42,Fall by 17.95%,5.24%,-8.33%,
2013-05-12,5.1173,2013-05-26,6.472,Buy,9 Days,13.36,Rise by 69.23%,26.47%,18.14%,
2013-08-25,10.7893,2013-09-22,12.226,Sell,19 Days,-13.9,Fall by 14.76%,-13.32%,4.83%,
2015-08-02,17.7433,2015-08-09,16.1673,Sell,4 Days,-19.6,Fall by 17.08%,8.88%,13.71%,
2016-01-17,13.666,2016-01-31,12.7467,Sell,9 Days,-27.63,Fall by 18.74%,6.73%,20.44%,
2016-11-20,12.3347,2017-01-08,15.2673,Buy,34 Days,20.08,Rise by 47.14%,23.78%,44.21%,
2018-04-15,20.0227,2018-04-22,19.3493,Sell,4 Days,-16.67,Fall by 7.83%,3.36%,47.58%,
2021-01-24,282.2133,2021-02-28,225.1667,Buy,24 Days,8.07,Rise by -20.21%,-20.21%,27.36%,
2021-10-03,258.4067,2021-10-17,281.01,Sell,9 Days,-12.57,Fall by -20.3%,-8.75%,18.62%,
2023-06-11,244.4,2023-10-29,207.3,Buy,99 Days,20.25,Rise by 15.13%,-15.18%,3.44%,
2025-01-19,426.5,2025-01-26,406.58,Sell,4 Days,-15.14,Fall by 20.8%,4.67%,8.11%,
2025-07-06,315.35,2025-09-14,395.94,Buy,49 Days,11.9,Rise by 39.65%,25.56%,33.66%,
