Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,1996-12-31,6.06,1997-05-31,12.72,108 days,1996-02-29/5.905,109.79%,109.79%,Rise by 296.49%,109.79%,
Buy,1997-06-30,14.25,1997-09-30,24.05,66 days,1997-05-31/12.7232,68.80%,68.80%,Rise by -39.74%,178.59%,
Buy,1999-06-30,28.92,1999-12-31,55.4,132 days,1997-09-30/24.0463,91.58%,91.58%,Rise by 115.79%,270.17%,
Buy,2000-01-31,59.87,2000-09-30,47.21,174 days,1999-12-31/55.3977,-21.15%,-21.15%,Rise by 7.68%,249.02%,
Buy,2003-07-31,18.91,2006-01-31,33.02,653 days,2002-07-31/17.3133,74.65%,74.65%,Rise by 54.95%,323.67%,
Buy,2006-09-30,34.01,2008-09-30,22.87,521 days,2006-01-31/33.0195,-32.76%,-32.76%,Rise by 41.15%,290.91%,
Buy,2009-07-31,33.78,2011-01-31,54.56,391 days,2008-08-31/30.7143,61.51%,61.51%,Rise by 31.06%,352.43%,
Buy,2011-02-28,56.62,2011-09-30,44.86,154 days,2011-01-31/54.5584,-20.78%,-20.78%,Rise by -18.23%,331.65%,
Buy,2012-02-29,59.16,2013-09-30,98.76,413 days,2011-03-31/57.7922,66.95%,66.95%,Rise by 26.23%,398.60%,
Buy,2014-09-30,98.82,2017-09-30,171.2,783 days,2013-09-30/98.76,73.24%,73.24%,Rise by 13.64%,471.84%,
Buy,2017-10-31,180.75,2019-12-31,295.94,565 days,2017-09-30/171.2,63.73%,63.73%,Rise by 18.4%,535.57%,
Buy,2020-05-31,329.51,2021-01-31,534.16,174 days,2019-12-31/295.94,62.11%,62.11%,Rise by 152.81%,597.68%,
Buy,2021-02-28,567.09,2022-09-30,415.35,414 days,2021-01-31/534.16,-26.76%,-26.76%,Rise by 46.9%,570.92%,
Buy,2023-03-31,680.71,2023-03-31,680.71,0 days,2022-03-31/667.93,0.00%,0.00%,Rise by 0%,570.92%,
