Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,8.6854,2001-01-07,10.5667,Buy,34 Days,29.16,Rise by 83.79%,21.66%,21.66%
2000-12-24,10.2875,2001-01-14,11.2833,Sell,14 Days,-20.0,Fall by -29.81%,-9.68%,11.98%
2001-03-25,13.5875,2001-04-01,15.9625,Sell,4 Days,-19.44,Fall by -8.56%,-17.48%,-5.5%
2001-09-23,11.5292,2001-09-30,13.3833,Sell,4 Days,-13.51,Fall by -30.9%,-16.08%,-21.58%
2001-11-11,14.325,2001-11-25,15.5,Sell,9 Days,-7.69,Fall by -5.35%,-8.2%,-29.78%
2002-05-12,24.9875,2002-05-19,23.7792,Sell,4 Days,-10.53,Fall by 12.04%,4.84%,-24.95%
2003-01-12,19.1792,2003-01-26,17.8708,Sell,9 Days,-4.76,Fall by 10.36%,6.82%,-18.13%
2004-03-28,39.2,2004-04-25,42.3375,Sell,19 Days,-11.11,Fall by 24.18%,-8.0%,-26.13%
2004-05-16,29.7208,2004-05-23,28.525,Sell,4 Days,-10.53,Fall by 10.89%,4.02%,-22.11%
2005-03-27,31.0875,2005-05-01,28.8875,Sell,24 Days,-18.71,Fall by 7.08%,7.08%,-15.03%
2005-05-29,32.875,2006-05-07,40.3583,Buy,244 Days,20.72,Rise by -13.5%,22.76%,7.73%
2005-08-21,29.9,2005-09-04,32.025,Sell,9 Days,-11.11,Fall by -5.42%,-7.11%,0.63%
2006-01-08,38.7708,2006-01-15,37.0667,Sell,4 Days,-10.87,Fall by 10.81%,4.4%,5.02%
2006-04-23,35.5875,2006-05-07,40.3583,Sell,9 Days,-7.1,Fall by 24.32%,-13.41%,-8.38%
2008-03-30,36.3458,2008-05-18,29.9083,Buy,34 Days,8.0,Rise by -14.01%,-17.71%,-26.1%
2009-03-22,27.7458,2009-05-24,37.2958,Buy,44 Days,6.79,Rise by 41.82%,34.42%,8.32%
2011-03-20,46.5708,2011-03-27,49.3667,Sell,4 Days,-11.63,Fall by -8.42%,-6.0%,2.32%
2012-04-15,56.4875,2012-05-06,54.3667,Sell,14 Days,-13.42,Fall by 1.2%,3.75%,6.08%
2013-05-12,69.175,2013-06-23,58.0583,Buy,29 Days,13.36,Rise by -11.12%,-16.07%,-10.0%
2013-08-25,50.1833,2013-09-01,45.5,Sell,4 Days,-13.9,Fall by -10.54%,9.33%,-0.66%
2015-08-02,154.4583,2015-08-16,145.625,Sell,9 Days,-19.6,Fall by 8.22%,5.72%,5.06%
2016-01-17,155.425,2016-01-24,147.2083,Sell,4 Days,-27.63,Fall by 17.88%,5.29%,10.34%
2016-11-20,214.1833,2017-08-06,258.95,Buy,184 Days,20.08,Rise by 3.47%,20.9%,31.24%
2018-04-15,202.7,2018-04-22,185.7,Sell,4 Days,-16.67,Fall by 7.92%,8.39%,39.63%
2021-01-24,198.025,2021-06-06,239.125,Buy,94 Days,8.07,Rise by 16.6%,20.75%,60.39%
2021-10-03,216.525,2021-10-17,229.65,Sell,9 Days,-12.57,Fall by 12.98%,-6.06%,54.32%
2023-06-11,179.725,2023-12-03,219.0,Buy,124 Days,20.25,Rise by 0.7%,21.85%,76.18%
2025-01-19,273.6,2025-01-26,263.8,Sell,4 Days,-15.14,Fall by 13.27%,3.58%,79.76%
2025-07-06,346.2,2025-07-06,346.2,Buy,0 Days,11.9,Rise by 0%,0.0%,79.76%
