Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2015-12-06,388.78,2016-01-10,447.99,Buy,24 days,Rise by 17.950000%,15.23,
2016-04-24,458.56,2016-06-26,629.37,Buy,44 days,Rise by 66.560000%,37.25,
2016-06-12,672.78,2016-11-27,732.04,Buy,119 days,Rise by -11.900000%,8.81,
2017-05-14,1808.91,2017-06-18,2548.29,Buy,24 days,Rise by 153.350000%,40.87,
2017-05-28,2155.8,2017-07-02,2506.47,Buy,24 days,Rise by -10.480000%,16.27,
2017-08-20,4087.66,2017-10-29,6153.85,Buy,49 days,Rise by 368.260000%,50.55,
2017-11-05,7407.41,2017-12-17,19140.8,Buy,29 days,Rise by 30.340000%,158.4,
2017-12-03,11323.2,2018-01-07,16477.6,Buy,24 days,Rise by -26.900000%,45.52,
2018-07-08,6773.88,2019-06-09,7688.08,Buy,239 days,Rise by -16.980000%,13.5,
2018-11-25,4009.97,2018-12-23,3998.98,Sell,19 days,Fall by 11.400000%,0.27,
2020-03-15,5392.31,2020-04-05,6791.13,Sell,14 days,Fall by -737.080000%,-25.94,
2020-08-02,11053.61,2020-11-08,15479.57,Buy,69 days,Rise by 444.660000%,40.04,
2020-08-09,11675.74,2020-11-22,18370.0,Buy,74 days,Rise by 415.640000%,57.33,
2020-11-22,18370.0,2021-01-10,38356.44,Buy,34 days,Rise by 227.740000%,108.8,
2021-10-17,61553.62,2023-05-14,26930.64,Buy,409 days,Rise by -19.800000%,-56.25,
2022-03-27,46820.49,2023-05-14,26930.64,Buy,294 days,Rise by -33.140000%,-42.48,
2022-05-22,30323.72,2022-07-10,20860.45,Sell,34 days,Fall by 31.210000%,31.21,
2022-10-09,19446.43,2023-02-12,21788.2,Buy,89 days,Rise by -15.440000%,12.04,
2022-11-20,16291.83,2023-01-15,20880.8,Sell,39 days,Fall by -59.220000%,-28.17,
2023-11-05,35049.36,2023-12-17,41364.66,Buy,29 days,Rise by 25.370000%,18.02,
2024-02-18,52122.55,2024-03-31,71333.65,Buy,29 days,Rise by 33.620000%,36.86,
2024-09-08,54841.57,2024-09-29,65635.3,Sell,14 days,Fall by -42.620000%,-19.68,
2024-11-10,80474.19,2024-12-15,104298.7,Buy,24 days,Rise by 35.490000%,29.61,
2025-10-19,108666.71,2025-10-19,108666.71,Sell,0 days,Fall by -0.730000%,0.0,
