Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2016-04-30,2.65,2017-06-30,2.91,Buy,303 days,Rise by 11.320000%,9.81
2018-06-30,3.12,2019-03-31,4.18,Buy,194 days,Rise by 66.670000%,34.13
2018-09-30,3.28,2019-04-30,4.06,Buy,150 days,Rise by 58.300000%,23.59
2018-12-31,3.4,2019-05-31,4.24,Buy,108 days,Rise by 52.720000%,24.52
2019-03-31,4.18,2019-09-30,5.2,Buy,129 days,Rise by 24.250000%,24.25
2020-11-30,6.43,2023-10-31,4.83,Buy,760 days,Rise by -17.110000%,-24.88
2021-09-30,4.93,2022-08-31,5.0,Sell,238 days,Fall by 2.030000%,-1.52
2022-08-31,5.0,2023-07-31,5.64,Buy,237 days,Rise by 6.490000%,12.79
2023-10-31,4.83,2024-02-29,5.98,Sell,86 days,Fall by -22.980000%,-23.81
2024-05-31,6.76,2024-05-31,6.76,Buy,0 days,Rise by -11.910000%,0.0
2025-05-31,5.49,2025-05-31,5.49,Sell,0 days,Fall by -7.830000%,0.0
