Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2000-12-31,131.1875,2001-02-28,123.95,1994-04-30-2000-03-31,43.3438-155.75,Sell,42 days,5.52%,Fall by 15.74%,5.52%
2004-07-31,110.84,2006-08-31,130.64,2002-10-31-2004-03-31,77.07-116.97,Buy,543 days,17.86%,Rise by 10.04%,23.38%
2005-06-30,119.18,2005-06-30,119.18,1994-04-30-2000-03-31,43.3438-155.75,Buy,0 days,0.0%,Rise by 0%,23.38%
2008-01-31,137.37,2008-03-31,131.97,1994-04-30-2007-10-31,43.3438-157.52,Sell,42 days,3.93%,Fall by 12.11%,27.31%
2008-02-29,133.82,2008-03-31,131.97,2002-10-31-2007-10-31,77.07-157.52,Sell,21 days,1.38%,Fall by 12.11%,28.69%
2008-11-30,90.09,2009-01-31,82.83,2002-10-31-2004-03-31,77.07-116.97,Sell,44 days,8.06%,Fall by -24.62%,36.75%
2009-05-31,92.53,2009-05-31,92.53,1994-04-30-2007-10-31,43.3438-157.52,Buy,0 days,0.0%,Rise by 0%,36.75%
2010-05-31,109.37,2010-06-30,103.22,2009-03-31-2010-04-30,67.1-122.12,Sell,22 days,5.62%,Fall by -9.62%,42.38%
2010-09-30,114.13,2011-10-31,125.5,2009-03-31-2010-04-30,67.1-122.12,Buy,282 days,9.96%,Rise by 12.2%,52.34%
2011-12-31,125.5,2020-05-31,304.32,2002-10-31-2007-10-31,77.07-157.52,Buy,2194 days,142.49%,Rise by 56.07%,194.82%
2012-08-31,141.16,2013-07-31,168.71,2010-07-31-2011-05-31,101.13-137.18,Buy,238 days,19.52%,Rise by 22.81%,214.34%
2015-08-31,197.67,2015-09-30,191.63,2011-10-31-2015-05-31,107.43-213.78,Sell,22 days,3.06%,Fall by -41.76%,217.4%
2015-10-31,207.93,2019-01-31,269.93,2009-03-31-2015-05-31,67.1-213.78,Buy,848 days,29.82%,Rise by 10.19%,247.21%
2018-10-31,270.63,2018-12-31,249.92,2016-01-31-2018-09-30,181.02-293.94,Sell,43 days,7.65%,Fall by -3.13%,254.87%
2018-12-31,249.92,2019-02-28,278.68,2011-10-31-2018-09-30,107.43-293.94,Sell,43 days,-11.51%,Fall by 7.51%,243.36%
2019-02-28,278.68,2019-02-28,278.68,1994-04-30-2018-09-30,43.3438-293.94,Buy,0 days,0.0%,Rise by 0%,243.36%
2019-08-31,292.45,2020-11-30,362.06,2016-01-31-2018-09-30,181.02-293.94,Buy,325 days,23.8%,Rise by 31.18%,267.16%
2020-03-31,257.75,2020-04-30,290.48,1994-04-30-2018-09-30,43.3438-293.94,Sell,22 days,-12.7%,Fall by -29.87%,254.46%
2020-05-31,304.32,2020-05-31,304.32,2011-10-31-2018-09-30,107.43-293.94,Buy,0 days,0.0%,Rise by 0%,254.46%
2022-06-30,377.25,2022-08-31,395.18,2020-03-31-2022-01-31,218.26-479.98,Sell,44 days,-4.75%,Fall by -52.29%,249.71%
2022-08-31,395.18,2022-09-30,357.18,2016-01-31-2022-01-31,181.02-479.98,Sell,22 days,9.62%,Fall by -66.35%,259.33%
2022-12-31,382.43,2022-12-31,382.43,2020-03-31-2022-01-31,218.26-479.98,Buy,0 days,0.0%,Rise by 0%,259.33%
