Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2017-05-07,49.3,2017-06-18,51.84,Buy,29 days,Rise by 59.370000%,5.15
2017-10-29,71.06,2017-12-03,75.3,Buy,24 days,Rise by 20.250000%,5.97
2018-05-06,73.99,2018-06-17,85.31,Sell,29 days,Fall by -6.810000%,-15.3
2018-10-14,79.03,2019-01-13,90.65,Sell,64 days,Fall by -32.630000%,-14.7
2019-01-20,91.12,2019-03-10,95.69,Buy,34 days,Rise by 31.830000%,5.02
2019-03-24,101.27,2019-04-28,110.56,Buy,24 days,Rise by 18.610000%,9.17
2019-09-22,104.64,2020-01-26,116.98,Sell,89 days,Fall by 17.160000%,-11.79
2019-12-22,108.75,2020-02-09,118.88,Buy,34 days,Rise by 13.090000%,9.31
2020-05-17,145.51,2020-06-28,170.87,Buy,29 days,Rise by 40.530000%,17.43
2021-02-14,298.37,2024-04-28,65.96,Buy,834 days,Rise by -17.040000%,-77.89
2021-10-10,260.06,2021-11-21,193.61,Sell,29 days,Fall by 27.790000%,25.55
2022-02-13,115.29,2022-03-20,118.77,Sell,24 days,Fall by 11.260000%,-3.02
2022-12-04,74.66,2023-01-29,81.83,Sell,39 days,Fall by 2.240000%,-9.6
2023-05-21,60.92,2023-07-16,72.1,Sell,39 days,Fall by 2.460000%,-18.35
2023-07-23,72.99,2024-04-28,65.96,Buy,199 days,Rise by -16.450000%,-9.63
2023-10-22,53.39,2023-12-03,59.65,Sell,29 days,Fall by -10.340000%,-11.73
2023-10-29,50.39,2023-12-03,59.65,Sell,24 days,Fall by -16.910000%,-18.38
2024-08-11,64.72,2024-09-15,70.1,Buy,24 days,Rise by 40.640000%,8.31
2025-08-10,67.65,2025-08-10,67.65,Sell,0 days,Fall by -2.390000%,0.0
