Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2008-02-29,3.38,2009-01-31,2.95,Sell,240 days,Fall by 12.720000%,12.72
2010-10-31,3.04,2011-07-31,3.4,Buy,194 days,Rise by 13.160000%,11.84
2010-12-31,3.17,2012-02-29,3.89,Buy,302 days,Rise by 30.910000%,22.71
2011-01-31,3.25,2012-02-29,3.89,Buy,281 days,Rise by 27.690000%,19.69
2012-01-31,3.69,2012-10-31,4.28,Buy,195 days,Rise by 23.040000%,15.99
2012-02-29,3.89,2012-12-31,4.25,Buy,217 days,Rise by 16.710000%,9.25
2012-03-31,3.95,2012-12-31,4.25,Buy,194 days,Rise by 14.940000%,7.59
2012-08-31,4.0,2013-01-31,4.54,Buy,108 days,Rise by 13.500000%,13.5
2014-03-31,4.84,2014-12-31,5.8,Buy,196 days,Rise by 31.820000%,19.83
2014-05-31,5.1,2015-02-28,6.38,Buy,194 days,Rise by 25.100000%,25.1
2015-01-31,5.97,2016-06-30,6.47,Buy,367 days,Rise by -12.060000%,8.38
2015-02-28,6.38,2017-01-31,6.99,Buy,500 days,Rise by -17.710000%,9.56
2017-04-30,7.49,2018-09-30,7.82,Buy,369 days,Rise by 6.810000%,4.41
2017-06-30,7.66,2018-10-31,7.38,Buy,347 days,Rise by 4.440000%,-3.66
2018-11-30,7.0,2019-03-31,8.26,Sell,85 days,Fall by -10.000000%,-18.0
2020-03-31,5.5,2020-04-30,6.68,Sell,21 days,Fall by -119.640000%,-21.45
2020-12-31,10.06,2021-04-30,11.13,Buy,85 days,Rise by 27.240000%,10.64
2024-08-31,9.5,2025-02-28,11.12,Buy,128 days,Rise by 17.050000%,17.05
2025-10-31,14.72,2025-10-31,14.72,Buy,0 days,Rise by 0.000000%,0.0
