Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,12.7812,2002-07-14,10.575,Buy,429 Days,29.16,Rise by 13.69%,-17.26%,-17.26%
2000-12-24,13.9062,2001-02-04,14.805,Sell,29 Days,-20.0,Fall by 6.7%,-6.46%,-23.72%
2001-03-25,12.625,2001-06-10,13.57,Sell,54 Days,-19.44,Fall by 0.12%,-7.49%,-31.21%
2001-09-23,11.405,2001-09-30,12.31,Sell,4 Days,-13.51,Fall by -11.27%,-7.94%,-39.14%
2001-11-11,12.11,2001-12-09,13.095,Sell,19 Days,-7.69,Fall by -4.79%,-8.13%,-47.28%
2002-05-12,12.96,2002-05-19,12.505,Sell,4 Days,-10.53,Fall by 11.92%,3.51%,-43.77%
2003-01-12,11.315,2003-01-26,10.95,Sell,9 Days,-4.76,Fall by -18.52%,3.23%,-40.54%
2004-03-28,17.405,2004-04-25,16.41,Sell,19 Days,-11.11,Fall by 9.57%,5.72%,-34.83%
2004-05-16,15.74,2004-05-30,16.775,Sell,9 Days,-10.53,Fall by -3.08%,-6.58%,-41.4%
2005-03-27,20.215,2005-06-05,21.46,Sell,49 Days,-18.71,Fall by -18.82%,-6.16%,-47.56%
2005-05-29,20.675,2005-11-27,26.425,Buy,129 Days,20.72,Rise by 12.55%,27.81%,-19.75%
2005-08-21,23.1,2005-10-02,24.66,Sell,29 Days,-11.11,Fall by -1.67%,-6.75%,-26.5%
2006-01-08,26.675,2006-02-26,28.365,Sell,34 Days,-10.87,Fall by -3.73%,-6.34%,-32.84%
2006-04-23,27.935,2006-06-11,26.785,Sell,34 Days,-7.1,Fall by 10.26%,4.12%,-28.72%
2008-03-30,29.645,2008-06-01,36.12,Buy,44 Days,8.0,Rise by 21.84%,21.84%,-6.88%
2009-03-22,16.655,2009-04-19,20.36,Buy,19 Days,6.79,Rise by 32.09%,22.25%,15.37%
2011-03-20,42.065,2011-04-03,44.62,Sell,9 Days,-11.63,Fall by -0.18%,-6.07%,9.29%
2012-04-15,41.04,2012-05-20,37.69,Sell,24 Days,-13.42,Fall by 10.03%,8.16%,17.46%
2013-05-12,41.185,2014-06-01,49.59,Buy,274 Days,13.36,Rise by 4.44%,20.41%,37.86%
2013-08-25,42.275,2013-09-29,44.995,Sell,24 Days,-13.9,Fall by -5.59%,-6.43%,31.43%
2015-08-02,40.41,2015-08-23,38.16,Sell,14 Days,-19.6,Fall by 0.89%,5.57%,37.0%
2016-01-17,34.04,2016-01-24,36.49,Sell,4 Days,-27.63,Fall by -24.06%,-7.2%,29.8%
2016-11-20,46.85,2017-10-01,56.27,Buy,224 Days,20.08,Rise by 13.19%,20.11%,49.91%
2018-04-15,55.44,2018-05-27,58.96,Sell,29 Days,-16.67,Fall by -3.52%,-6.35%,43.56%
2021-01-24,57.8,2021-05-09,70.94,Buy,74 Days,8.07,Rise by 26.35%,22.73%,66.29%
2021-10-03,67.6,2021-10-24,72.09,Sell,14 Days,-12.57,Fall by -13.85%,-6.64%,59.65%
2023-06-11,59.27,2025-06-29,72.59,Buy,534 Days,20.25,Rise by 10.11%,22.47%,82.12%
2025-01-19,57.51,2025-04-27,62.17,Sell,69 Days,-15.14,Fall by 0.82%,-8.1%,74.02%
2025-07-06,75.02,2025-07-06,75.02,Buy,0 Days,11.9,Rise by 0%,0.0%,74.02%
