Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2003-05-31,0.9596,2008-02-29,2.3219,2000-01-31-2002-08-31,0.5851-0.9221,Buy,1239 days,141.97%,Rise by -14.47%,141.97%
2007-08-31,2.7336,2007-10-31,3.0135,2003-03-31-2007-05-31,0.7208-3.2064,Sell,43 days,-10.24%,Fall by 30.16%,131.73%
2008-11-30,1.6797,2008-12-31,1.6105,2003-03-31-2005-08-31,0.7208-1.9425,Sell,22 days,4.12%,Fall by 1.84%,135.85%
2009-06-30,1.7192,2011-06-30,1.7884,2000-01-31-2005-08-31,0.5851-1.9425,Buy,522 days,4.03%,Rise by 3.86%,139.87%
2010-01-31,1.6303,2010-10-31,1.8081,2007-05-31-2009-04-30,1.6006-2.7617,Sell,194 days,-10.91%,Fall by 3.82%,128.97%
2010-08-31,1.6006,2020-09-30,4.99,2000-01-31-2007-05-31,0.5851-3.2064,Buy,2631 days,211.76%,Rise by 47.49%,340.72%
2011-08-31,1.739,2012-05-31,2.0354,2009-04-30-2011-03-31,1.403-1.9959,Sell,196 days,-17.04%,Fall by -7.77%,323.68%
2013-06-30,2.1935,2013-07-31,2.4553,2009-04-30-2013-01-31,1.403-2.4899,Sell,22 days,-11.94%,Fall by 11.47%,311.74%
2013-08-31,2.3466,2015-11-30,3.0333,2011-08-31-2013-01-31,1.5809-2.4899,Buy,585 days,29.26%,Rise by 9.94%,341.01%
2014-02-28,2.1737,2014-04-30,2.2725,2011-08-31-2013-10-31,1.5809-2.5689,Sell,43 days,-4.55%,Fall by -30.43%,336.46%
2014-04-30,2.2725,2020-05-31,4.79,2009-04-30-2013-10-31,1.403-2.5689,Buy,1587 days,110.78%,Rise by 53.65%,447.24%
2015-12-31,3.2359,2016-12-31,2.7171,2014-02-28-2015-06-30,2.1342-3.3643,Buy,261 days,-16.03%,Rise by 20.73%,431.21%
2016-02-29,3.0728,2016-10-31,2.9444,2014-02-28-2015-06-30,2.1342-3.3643,Sell,175 days,4.18%,Fall by -3.86%,435.39%
2016-11-30,2.7566,2017-02-28,2.8505,2015-10-31-2016-08-31,2.895-3.4088,Sell,64 days,-3.41%,Fall by -7.28%,431.98%
2016-12-31,2.7171,2017-02-28,2.8505,2014-02-28-2016-08-31,2.1342-3.4088,Sell,41 days,-4.91%,Fall by -7.28%,427.07%
2017-02-28,2.8505,2020-09-30,4.99,2011-08-31-2016-08-31,1.5809-3.4088,Buy,936 days,75.06%,Rise by 47.49%,502.13%
2017-08-31,3.0876,2017-08-31,3.0876,2014-02-28-2016-08-31,2.1342-3.4088,Buy,0 days,0.0%,Rise by 0%,502.13%
2018-04-30,3.1568,2018-04-30,3.1568,2009-04-30-2016-08-31,1.403-3.4088,Buy,0 days,0.0%,Rise by 0%,502.13%
2020-03-31,3.91,2020-04-30,4.6,2016-12-31-2020-02-29,2.5393-5.655,Sell,22 days,-17.65%,Fall by -88.04%,484.48%
2020-05-31,4.79,2021-04-30,7.135,2015-10-31-2016-08-31,2.895-3.4088,Buy,239 days,48.96%,Rise by 16.05%,533.44%
2020-07-31,4.83,2020-10-31,5.42,2015-06-30-2016-12-31,2.8061-3.0629,Sell,65 days,-12.22%,Fall by -69.74%,521.22%
2022-08-31,9.05,2022-08-31,9.05,2020-03-31-2021-10-31,3.0-8.465,Buy,0 days,0.0%,Rise by 0%,521.22%
2025-01-31,11.21,2025-03-31,10.38,2022-06-30-2024-10-31,7.33-13.34,Sell,41 days,7.4%,Fall by -19.08%,528.63%
2025-02-28,10.89,2025-03-31,10.38,2020-03-31-2024-10-31,3.0-13.34,Sell,21 days,4.68%,Fall by -19.08%,533.31%
2025-03-31,10.38,2025-07-31,11.63,2009-04-30-2024-10-31,1.403-13.34,Sell,88 days,-12.04%,Fall by -6.28%,521.27%
2025-06-30,10.6,2025-06-30,10.6,2016-12-31-2024-10-31,2.5393-13.34,Buy,0 days,0.0%,Rise by 0%,521.27%
