Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-09-02,22.39,2012-10-14,24.55,Buy,29 days,Rise by 16.390000%,9.65,
2012-09-16,23.83,2012-10-21,24.02,Buy,24 days,Rise by 9.360000%,0.8,
2013-02-24,24.71,2013-03-10,25.24,Sell,9 days,Fall by 6.600000%,-2.14,
2013-06-16,22.95,2013-07-14,22.9,Sell,19 days,Fall by 11.630000%,0.22,
2014-03-09,24.28,2014-04-20,25.88,Buy,29 days,Rise by 28.710000%,6.59,
2017-06-04,34.46,2017-08-06,36.0,Buy,44 days,Rise by 4.470000%,4.47,
2017-11-05,36.52,2018-01-14,37.88,Buy,49 days,Rise by 7.580000%,3.72,
2018-01-14,37.88,2019-05-19,36.74,Buy,349 days,Rise by -4.730000%,-3.01,
2018-01-28,39.29,2019-05-19,36.74,Buy,339 days,Rise by -10.490000%,-6.49,
2018-02-11,36.56,2018-04-01,35.36,Sell,34 days,Fall by 4.790000%,3.28,
2018-06-10,35.78,2018-08-19,37.17,Buy,49 days,Rise by 5.030000%,3.88,
2018-09-30,34.2,2018-11-04,32.85,Sell,24 days,Fall by -0.060000%,3.95,
2018-10-07,31.33,2018-11-04,32.85,Sell,19 days,Fall by -9.220000%,-4.85,
2019-01-27,34.7,2019-04-07,38.28,Buy,49 days,Rise by 12.740000%,10.32,
2019-05-26,38.59,2020-02-16,38.19,Buy,189 days,Rise by -11.090000%,-1.04,
2019-07-28,36.98,2019-09-01,34.78,Sell,24 days,Fall by 10.220000%,5.95,
2019-11-03,38.13,2020-12-13,40.88,Buy,289 days,Rise by 3.090000%,7.21,
2020-03-15,30.01,2020-04-12,26.84,Sell,19 days,Fall by -13.060000%,10.56,
2020-03-22,24.83,2020-04-12,26.84,Sell,14 days,Fall by -36.650000%,-8.1,
2020-12-20,41.65,2021-01-24,43.85,Buy,24 days,Rise by 10.880000%,5.28,
2021-01-03,42.44,2021-02-28,43.83,Buy,39 days,Rise by 12.320000%,3.28,
2021-02-14,46.18,2021-08-22,48.98,Buy,134 days,Rise by 3.230000%,6.06,
2021-09-05,52.08,2023-01-01,42.31,Buy,344 days,Rise by -12.440000%,-18.76,
2021-12-12,50.58,2023-01-01,42.31,Buy,274 days,Rise by -15.090000%,-16.35,
2022-09-11,45.16,2023-08-27,45.09,Buy,249 days,Rise by 1.660000%,-0.16,
2022-11-06,44.74,2023-08-06,45.37,Buy,194 days,Rise by -10.240000%,1.41,
2022-11-13,45.89,2023-08-27,45.09,Buy,204 days,Rise by -10.760000%,-1.74,
2023-01-15,42.98,2023-07-02,45.04,Buy,119 days,Rise by 6.930000%,4.79,
2023-01-22,43.41,2023-07-16,45.5,Buy,124 days,Rise by 5.870000%,4.81,
2023-05-07,42.82,2023-07-02,45.04,Buy,39 days,Rise by 7.330000%,5.18,
2023-06-04,43.6,2023-07-16,45.5,Buy,29 days,Rise by 5.410000%,4.36,
2023-12-17,48.8,2024-02-25,50.69,Buy,49 days,Rise by 5.230000%,3.87,
2024-03-10,51.35,2024-07-07,54.28,Buy,84 days,Rise by 6.640000%,5.71,
2024-09-29,57.02,2025-07-27,52.63,Buy,214 days,Rise by -12.610000%,-7.7,
2024-10-27,53.07,2024-12-08,53.67,Sell,29 days,Fall by 10.360000%,-1.13,
2024-11-17,51.38,2024-12-08,53.67,Sell,14 days,Fall by 7.420000%,-4.46,
2024-12-22,51.68,2025-02-02,50.01,Sell,29 days,Fall by 7.950000%,3.23,
