Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2016-08-31,27.71,2017-02-28,29.15,Buy,128 days,Rise by 5.920000%,5.2
2016-12-31,29.08,2018-08-31,29.05,Buy,433 days,Rise by 1.030000%,-0.1
2018-02-28,28.78,2021-09-30,29.57,Buy,935 days,Rise by -11.950000%,2.74
2019-06-30,26.43,2020-04-30,23.82,Sell,217 days,Fall by 16.530000%,9.88
2019-12-31,26.85,2021-03-31,29.84,Buy,325 days,Rise by -1.380000%,11.14
2020-03-31,22.06,2020-04-30,23.82,Sell,21 days,Fall by -33.910000%,-7.98
2020-11-30,26.55,2021-03-31,29.84,Buy,86 days,Rise by 14.120000%,12.39
2022-04-30,33.72,2024-02-29,32.63,Buy,477 days,Rise by 4.860000%,-3.23
2023-04-30,31.75,2023-09-30,33.93,Sell,109 days,Fall by 0.940000%,-6.87
2023-12-31,31.45,2024-10-31,33.15,Sell,217 days,Fall by -2.260000%,-5.41
2024-08-31,32.34,2025-06-30,32.69,Sell,214 days,Fall by 0.090000%,-1.08
2025-03-31,32.72,2025-03-31,32.72,Sell,0 days,Fall by 1.010000%,0.0
