Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2001-07-22,23.6167,2001-09-23,15.4167,Buy,44 Days,34.78,Rise by -12.28%,-34.72%,-34.72%,
2001-09-23,15.4167,2001-10-07,17.69,Sell,9 Days,-13.51,Fall by -43.22%,-14.75%,-49.47%,
2001-11-11,21.9633,2001-12-09,24.2167,Sell,19 Days,-7.69,Fall by -0.53%,-10.26%,-59.73%,
2002-05-12,20.06,2002-05-19,22.6467,Sell,4 Days,-10.53,Fall by 12.76%,-12.89%,-72.62%,
2003-01-12,13.27,2003-01-19,11.6667,Sell,4 Days,-4.76,Fall by 14.72%,12.08%,-60.54%,
2004-03-28,20.2633,2004-04-04,21.6667,Sell,4 Days,-11.11,Fall by 9.03%,-6.93%,-67.47%,
2004-05-16,18.8467,2004-05-30,20.34,Sell,9 Days,-10.53,Fall by 1.06%,-7.92%,-75.39%,
2005-03-27,17.03,2005-04-17,15.6167,Sell,14 Days,-18.71,Fall by -3.46%,8.3%,-67.09%,
2005-05-29,17.87,2006-01-08,22.1167,Buy,159 Days,20.72,Rise by 9.76%,23.76%,-43.33%,
2005-08-21,19.12,2005-10-16,18.5267,Sell,39 Days,-11.11,Fall by 4.76%,3.1%,-40.22%,
2006-01-08,22.1167,2006-03-12,21.0133,Sell,44 Days,-10.87,Fall by 4.99%,4.99%,-35.23%,
2006-04-23,22.2867,2006-05-14,21.3333,Sell,14 Days,-7.1,Fall by 13.85%,4.28%,-30.96%,
2008-03-30,16.3433,2008-10-05,12.4833,Buy,134 Days,8.0,Rise by 19.89%,-23.62%,-54.57%,
2009-03-22,10.08,2009-05-31,12.14,Buy,49 Days,6.79,Rise by 16.1%,20.44%,-34.14%,
2011-03-20,18.92,2011-05-01,20.26,Sell,29 Days,-11.63,Fall by 7.24%,-7.08%,-41.22%,
2012-04-15,18.8333,2012-05-06,18.01,Sell,14 Days,-13.42,Fall by 12.32%,4.37%,-36.85%,
2013-05-12,21.08,2014-02-16,25.3633,Buy,199 Days,13.36,Rise by 5.11%,20.32%,-16.53%,
2013-08-25,21.0567,2013-09-22,22.4167,Sell,19 Days,-13.9,Fall by -21.21%,-6.46%,-22.99%,
2015-08-02,29.18,2015-08-23,26.1767,Sell,14 Days,-19.6,Fall by 11.29%,10.29%,-12.7%,
2016-01-17,25.8867,2016-01-31,27.6767,Sell,9 Days,-27.63,Fall by -10.52%,-6.91%,-19.61%,
2016-11-20,39.41,2017-05-21,47.8967,Buy,129 Days,20.08,Rise by 6.17%,21.53%,1.92%,
2018-04-15,60.0767,2018-04-22,57.4067,Sell,4 Days,-16.67,Fall by 1.1%,4.44%,6.37%,
2021-01-24,139.1167,2021-11-07,172.0967,Buy,204 Days,8.07,Rise by 7.06%,23.71%,30.08%,
2021-10-03,148.72,2021-10-31,158.21,Sell,19 Days,-12.57,Fall by -15.59%,-6.38%,23.69%,
2023-06-11,162.2867,2024-01-21,200.41,Buy,159 Days,20.25,Rise by 9.5%,23.49%,47.19%,
2025-01-19,229.74,2025-02-02,218.13,Sell,9 Days,-15.14,Fall by 11.27%,5.05%,52.24%,
2025-07-06,243.34,2025-10-26,295.86,Buy,79 Days,11.9,Rise by 2.36%,21.58%,73.82%,
