Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2003-05-31,44.02,2003-11-30,54.72,Buy,129 days,Rise by 33.590000%,24.33
2006-04-30,76.2,2007-07-31,77.1,Buy,325 days,Rise by 10.590000%,1.18
2006-11-30,78.07,2009-01-31,44.48,Buy,566 days,Rise by 7.940000%,-43.03
2007-12-31,75.9,2008-05-31,74.67,Sell,109 days,Fall by 10.410000%,1.62
2008-02-29,68.86,2009-01-31,44.48,Sell,240 days,Fall by 21.940000%,35.41
2010-04-30,71.65,2011-03-31,84.17,Buy,238 days,Rise by 20.570000%,17.47
2011-09-30,64.3,2012-01-31,79.02,Sell,86 days,Fall by -80.930000%,-22.89
2013-02-28,90.48,2013-08-31,100.38,Buy,131 days,Rise by 29.890000%,10.94
2015-09-30,109.2,2016-04-30,112.48,Sell,152 days,Fall by 5.920000%,-3.0
2016-01-31,102.96,2016-07-31,121.07,Sell,129 days,Fall by -61.100000%,-17.59
2016-06-30,114.98,2017-03-31,137.48,Buy,195 days,Rise by 35.990000%,19.57
2017-11-30,153.65,2018-09-30,168.55,Buy,216 days,Rise by 12.610000%,9.7
2020-03-31,114.46,2020-05-31,138.9,Sell,43 days,Fall by -75.820000%,-21.35
2020-12-31,196.06,2021-05-31,225.5,Buy,106 days,Rise by 16.990000%,15.02
2021-01-31,205.56,2021-05-31,225.5,Buy,84 days,Rise by 11.580000%,9.7
2021-12-31,222.45,2022-05-31,185.31,Sell,106 days,Fall by 16.700000%,16.7
2023-04-30,175.2,2023-12-31,200.71,Sell,174 days,Fall by 6.100000%,-14.56
2023-07-31,198.71,2024-12-31,220.96,Buy,370 days,Rise by 5.830000%,11.2
2023-09-30,176.74,2023-12-31,200.71,Sell,64 days,Fall by -10.250000%,-13.56
2023-10-31,164.52,2023-12-31,200.71,Sell,43 days,Fall by -18.440000%,-22.0
2025-03-31,199.49,2025-08-31,235.17,Sell,109 days,Fall by -23.430000%,-17.89
