Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2008-06-15,40.6379,2008-06-22,38.4762,Sell,4 Days,-22.32,Fall by 10.92%,5.32%,5.32%,
2008-08-17,42.0104,2008-09-28,34.5988,Buy,29 Days,3.9,Rise by -17.64%,-17.64%,-12.32%,
2009-03-22,36.1429,2010-05-16,44.5267,Buy,299 Days,6.79,Rise by 11.33%,23.2%,10.87%,
2011-03-20,42.7538,2011-06-12,41.2326,Sell,59 Days,-11.63,Fall by 5.08%,3.56%,14.43%,
2012-04-15,32.3113,2012-11-25,31.2361,Sell,159 Days,-13.42,Fall by 0.78%,3.33%,17.76%,
2013-05-12,39.7572,2014-10-05,47.7978,Buy,364 Days,13.36,Rise by 4.32%,20.22%,37.98%,
2013-08-25,40.4777,2013-11-03,45.4188,Sell,49 Days,-13.9,Fall by -10.12%,-12.21%,25.78%,
2015-08-02,60.5622,2015-08-23,58.4348,Sell,14 Days,-19.6,Fall by 1.93%,3.51%,29.29%,
2016-01-17,58.4462,2016-02-14,56.5705,Sell,19 Days,-27.63,Fall by 4.32%,3.21%,32.5%,
2016-11-20,65.1601,2018-05-13,55.0607,Buy,384 Days,20.08,Rise by 4.35%,-15.5%,17.0%,
2018-04-15,56.6277,2018-06-10,60.322,Sell,39 Days,-16.67,Fall by -21.67%,-6.52%,10.48%,
2021-01-24,107.7051,2021-07-11,131.163,Buy,119 Days,8.07,Rise by 6.73%,21.78%,32.25%,
2021-10-03,144.621,2021-10-31,154.5898,Sell,19 Days,-12.57,Fall by -6.33%,-6.89%,25.36%,
2023-06-11,170.4154,2024-02-11,213.34,Buy,174 Days,20.25,Rise by 4.29%,25.19%,50.55%,
2025-01-19,230.51,2025-02-09,252.31,Sell,14 Days,-15.14,Fall by -2.48%,-9.46%,41.09%,
2025-07-06,271.86,2025-09-21,224.0,Buy,54 Days,11.9,Rise by -12.94%,-17.6%,23.49%,
