Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,1997-09-30,2.49,1997-12-31,1.87,66 days,1996-12-31/2.3017,-24.91%,-24.91%,Rise by -38.16%,-24.91%
Buy,1999-12-31,2.16,2003-12-31,4.0,1043 days,1999-09-30/2.1058,85.45%,85.45%,Rise by 42.98%,60.54%
Buy,2004-03-31,4.45,2005-03-31,8.37,261 days,2003-12-31/4.0016,88.06%,88.06%,Rise by 239.59%,148.60%
Buy,2005-06-30,10.87,2007-09-30,18.5,586 days,2005-03-31/8.3692,70.18%,70.18%,Rise by 46.17%,218.78%
Buy,2008-06-30,24.69,2008-09-30,17.87,66 days,2007-09-30/18.5015,-27.61%,-27.61%,Rise by -51.5%,191.17%
Buy,2010-12-31,21.72,2011-09-30,15.07,195 days,2009-12-31/18.6092,-30.62%,-30.62%,Rise by -30.62%,160.55%
Buy,2014-03-31,20.75,2015-09-30,12.73,392 days,2013-12-31/17.6004,-38.66%,-38.66%,Rise by -15.22%,121.89%
Buy,2016-12-31,20.95,2018-12-31,16.13,520 days,2016-09-30/20.5387,-23.02%,-23.02%,Rise by 10.89%,98.87%
Buy,2021-06-30,22.04,2022-03-31,37.91,196 days,2019-12-31/20.5681,72.02%,72.02%,Rise by 72.02%,170.90%
Buy,2023-09-30,43.92,2023-09-30,43.92,0 days,2022-03-31/37.9089,0.00%,0.00%,Rise by 0%,170.90%
