Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2005-09-30,54.62,2006-06-30,60.86,Sell,194 days,Fall by -63.790000%,-11.42
2006-11-30,71.1,2007-10-31,88.28,Buy,238 days,Rise by 33.220000%,24.16
2007-12-31,94.72,2009-12-31,65.72,Buy,522 days,Rise by -15.290000%,-30.62
2009-02-28,51.28,2009-04-30,61.3,Sell,42 days,Fall by -42.360000%,-19.54
2010-02-28,80.13,2011-06-30,77.39,Buy,347 days,Rise by 3.180000%,-3.42
2010-03-31,81.27,2011-06-30,77.39,Buy,325 days,Rise by 1.730000%,-4.77
2015-09-30,130.4,2016-04-30,145.48,Sell,152 days,Fall by -52.980000%,-11.56
2015-12-31,132.04,2016-08-31,150.49,Sell,173 days,Fall by -41.360000%,-13.97
2016-12-31,162.98,2017-09-30,183.32,Buy,194 days,Rise by 31.540000%,12.48
2017-12-31,198.22,2019-02-28,201.3,Buy,302 days,Rise by 10.100000%,1.55
2018-06-30,186.65,2018-11-30,218.24,Sell,108 days,Fall by -5.770000%,-16.92
2019-12-31,226.5,2021-05-31,289.44,Buy,368 days,Rise by -18.070000%,27.79
2020-03-31,182.83,2020-08-31,218.04,Sell,108 days,Fall by -49.290000%,-19.26
2021-03-31,255.47,2021-08-31,285.77,Buy,108 days,Rise by 38.140000%,11.86
2021-04-30,274.95,2022-04-30,322.83,Buy,260 days,Rise by 28.350000%,17.41
2022-03-31,352.91,2024-04-30,396.73,Buy,542 days,Rise by -20.430000%,12.42
2024-08-31,475.92,2025-09-30,502.74,Buy,280 days,Rise by 12.050000%,5.64
2025-03-31,532.58,2025-03-31,532.58,Buy,0 days,Rise by -10.330000%,0.0
