Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-03-18,81.07,2012-07-29,85.2,Buy,94 days,Rise by 0.650000%,5.09,
2012-08-05,85.58,2012-10-14,88.25,Buy,49 days,Rise by 5.660000%,3.12,
2012-09-23,89.54,2013-02-03,98.0,Buy,94 days,Rise by 28.780000%,9.45,
2014-02-02,111.6,2014-03-09,122.67,Sell,24 days,Fall by -13.390000%,-9.92,
2015-03-08,145.28,2015-05-03,143.36,Sell,39 days,Fall by 5.430000%,1.32,
2015-06-07,140.76,2015-09-20,129.1,Sell,74 days,Fall by 8.280000%,8.28,
2015-09-20,129.1,2015-10-25,137.78,Sell,24 days,Fall by 2.290000%,-6.72,
2016-01-10,128.33,2016-03-06,137.97,Sell,39 days,Fall by -8.870000%,-7.51,
2016-03-13,140.65,2016-05-08,144.62,Buy,39 days,Rise by 7.160000%,2.82,
2016-08-14,147.72,2016-12-11,164.86,Buy,84 days,Rise by 11.910000%,11.6,
2016-08-21,148.75,2016-12-11,164.86,Buy,79 days,Rise by 11.140000%,10.83,
2016-11-20,157.75,2017-01-01,162.98,Buy,29 days,Rise by 11.370000%,3.32,
2016-12-18,164.76,2017-03-19,172.82,Buy,64 days,Rise by 6.630000%,4.89,
2017-06-11,170.0,2017-08-20,177.56,Buy,49 days,Rise by 11.200000%,4.45,
2018-01-21,213.25,2018-11-11,219.63,Buy,209 days,Rise by -10.080000%,2.99,
2018-06-03,192.23,2018-07-15,190.96,Sell,29 days,Fall by -3.260000%,0.66,
2018-06-24,188.91,2018-08-05,200.24,Sell,29 days,Fall by -5.070000%,-6.0,
2018-07-01,186.65,2018-08-05,200.24,Sell,24 days,Fall by -6.340000%,-7.28,
2018-07-29,197.95,2018-09-02,208.72,Buy,24 days,Rise by 11.400000%,5.44,
2018-12-23,192.1,2019-02-03,209.19,Sell,29 days,Fall by -3.440000%,-8.9,
2019-01-13,196.29,2019-02-03,209.19,Sell,14 days,Fall by -1.230000%,-6.57,
2019-08-11,199.05,2019-09-15,213.61,Sell,24 days,Fall by 14.560000%,-7.31,
2019-11-10,221.31,2020-01-12,226.62,Buy,44 days,Rise by 4.020000%,2.4,
2020-05-03,182.67,2020-05-31,185.58,Sell,19 days,Fall by -10.530000%,-1.59,
2020-05-17,169.25,2020-05-31,185.58,Sell,9 days,Fall by -19.290000%,-9.65,
2021-01-10,234.03,2021-03-07,253.15,Buy,39 days,Rise by 24.990000%,8.17,
2021-09-12,277.6,2021-12-26,294.49,Sell,74 days,Fall by 0.060000%,-6.08,
2021-11-07,287.88,2022-01-02,299.0,Sell,39 days,Fall by 6.880000%,-3.86,
2022-01-09,319.78,2022-04-10,353.1,Buy,64 days,Rise by 12.190000%,10.42,
2022-03-27,358.76,2023-02-12,309.89,Buy,229 days,Rise by -13.490000%,-13.62,
2022-10-30,299.63,2022-12-11,306.39,Buy,29 days,Rise by 6.360000%,2.26,
2022-12-18,300.0,2023-04-16,319.74,Sell,84 days,Fall by 2.160000%,-6.58,
2023-04-23,324.33,2023-07-02,341.0,Buy,49 days,Rise by 13.420000%,5.14,
2023-06-18,338.31,2023-07-30,349.81,Buy,29 days,Rise by 8.730000%,3.4,
2023-07-09,340.9,2023-08-13,358.35,Buy,24 days,Rise by 7.910000%,5.12,
2023-07-23,345.76,2023-08-27,355.93,Buy,24 days,Rise by 6.390000%,2.94,
2023-10-29,331.71,2023-11-19,358.93,Sell,14 days,Fall by -20.850000%,-8.21,
2023-12-10,353.08,2024-01-28,385.4,Sell,34 days,Fall by -13.540000%,-9.15,
2024-02-04,390.75,2024-03-10,403.15,Buy,24 days,Rise by 7.620000%,3.17,
2024-06-16,405.54,2024-07-21,434.47,Sell,24 days,Fall by -9.150000%,-7.13,
2024-07-21,434.47,2024-09-15,447.61,Buy,39 days,Rise by 11.170000%,3.02,
2025-03-30,526.31,2025-03-30,526.31,Buy,0 days,Rise by -10.160000%,0.0,
2025-05-04,539.8,2025-05-04,539.8,Buy,0 days,Rise by -10.180000%,0.0,
2025-08-10,465.4,2025-08-31,502.98,Sell,14 days,Fall by -2.610000%,-8.07,
