Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2000-11-19,1.815,2001-06-24,2.2215,Buy,154 Days,29.16,Rise by 16.25%,22.4%,22.4%,
2000-12-24,1.745,2001-01-28,1.9275,Sell,24 Days,-20.0,Fall by -2.44%,-10.46%,11.94%,
2001-03-25,2.0164,2001-04-08,1.94,Sell,9 Days,-19.44,Fall by 10.24%,3.79%,15.73%,
2001-09-23,1.9025,2001-09-30,2.1,Sell,4 Days,-13.51,Fall by 3.68%,-10.38%,5.35%,
2001-11-11,1.875,2001-12-30,2.0275,Sell,34 Days,-7.69,Fall by 6.8%,-8.13%,-2.79%,
2002-05-12,1.679,2002-05-26,1.5625,Sell,9 Days,-10.53,Fall by 9.02%,6.94%,4.15%,
2003-01-12,1.505,2003-01-19,1.4305,Sell,4 Days,-4.76,Fall by -15.38%,4.95%,9.1%,
2004-03-28,2.2445,2004-04-25,2.3905,Sell,19 Days,-11.11,Fall by 0.13%,-6.5%,2.6%,
2004-05-16,2.2415,2004-06-06,2.391,Sell,14 Days,-10.53,Fall by -11.38%,-6.67%,-4.07%,
2005-03-27,2.829,2005-05-01,2.5425,Sell,24 Days,-18.71,Fall by 10.13%,10.13%,6.05%,
2005-05-29,2.624,2006-03-19,3.151,Buy,209 Days,20.72,Rise by 4.27%,20.08%,26.14%,
2005-08-21,2.718,2005-08-28,2.58,Sell,4 Days,-11.11,Fall by 9.27%,5.08%,31.22%,
2006-01-08,2.8245,2006-03-05,3.009,Sell,39 Days,-10.87,Fall by -3.56%,-6.53%,24.68%,
2006-04-23,3.221,2006-05-28,3.1175,Sell,24 Days,-7.1,Fall by 9.19%,3.21%,27.9%,
2008-03-30,6.673,2008-08-31,5.556,Buy,109 Days,8.0,Rise by -13.14%,-16.74%,11.16%,
2009-03-22,4.528,2009-07-05,5.495,Buy,74 Days,6.79,Rise by 17.4%,21.36%,32.51%,
2011-03-20,12.422,2011-03-27,12.021,Sell,4 Days,-11.63,Fall by 0.5%,3.23%,35.74%,
2012-04-15,14.573,2012-05-27,14.061,Sell,29 Days,-13.42,Fall by 10.25%,3.51%,39.26%,
2013-05-12,17.203,2014-02-09,21.425,Buy,194 Days,13.36,Rise by -10.5%,24.54%,63.8%,
2013-08-25,17.459,2013-09-01,16.694,Sell,4 Days,-13.9,Fall by -30.45%,4.38%,68.18%,
2015-08-02,29.48,2015-08-23,27.485,Sell,14 Days,-19.6,Fall by 7.89%,6.77%,74.95%,
2016-01-17,26.56,2016-02-07,24.45,Sell,14 Days,-27.63,Fall by -0.43%,7.94%,82.89%,
2016-11-20,16.21,2017-05-07,20.45,Buy,119 Days,20.08,Rise by 13.02%,26.16%,109.05%,
2018-04-15,24.575,2018-04-22,23.615,Sell,4 Days,-16.67,Fall by 8.77%,3.91%,112.95%,
2021-01-24,36.415,2021-07-18,44.33,Buy,124 Days,8.07,Rise by 11.63%,21.74%,134.69%,
2021-10-03,47.94,2021-10-17,51.17,Sell,9 Days,-12.57,Fall by -11.68%,-6.74%,127.95%,
2023-06-11,79.025,2023-09-10,97.7,Buy,64 Days,20.25,Rise by 4.81%,23.63%,151.58%,
2025-01-19,78.69,2025-01-26,87.97,Sell,4 Days,-15.14,Fall by 11.93%,-11.79%,139.79%,
2025-07-06,69.17,2025-08-03,48.19,Buy,19 Days,11.9,Rise by -26.15%,-30.33%,109.46%,
