Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2004-02-29,1.09,2004-12-31,1.52,Buy,218 days,Rise by 48.280000%,40.23
2004-09-30,1.2,2005-02-28,1.63,Buy,106 days,Rise by 317.010000%,35.27
2005-05-31,2.3,2005-12-31,3.5,Buy,153 days,Rise by 118.480000%,52.17
2005-08-31,2.38,2005-12-31,3.5,Buy,87 days,Rise by 110.910000%,46.9
2005-12-31,3.5,2006-06-30,4.63,Buy,128 days,Rise by 43.570000%,32.29
2007-05-31,11.75,2009-12-31,6.44,Buy,674 days,Rise by -13.770000%,-45.21
2008-02-29,9.22,2008-10-31,4.82,Sell,174 days,Fall by 19.130000%,47.78
2010-12-31,8.32,2011-05-31,8.62,Buy,106 days,Rise by 194.500000%,3.63
2011-02-28,9.37,2012-02-29,10.35,Buy,261 days,Rise by 164.810000%,10.46
2012-05-31,13.31,2012-11-30,19.05,Buy,130 days,Rise by 114.430000%,43.13
2012-06-30,13.39,2012-11-30,19.05,Buy,108 days,Rise by 113.180000%,42.3
2015-12-31,52.51,2018-05-31,46.79,Buy,629 days,Rise by -11.350000%,-10.89
2016-12-31,43.58,2017-08-31,47.57,Sell,172 days,Fall by -4.430000%,-9.16
2017-01-31,40.0,2017-08-31,47.57,Sell,151 days,Fall by -13.770000%,-18.92
2017-09-30,48.02,2019-11-30,38.09,Buy,564 days,Rise by -12.200000%,-20.68
2018-03-31,45.51,2018-12-31,39.61,Sell,194 days,Fall by 11.800000%,12.96
2018-10-31,42.16,2019-11-30,38.09,Sell,282 days,Fall by 13.380000%,9.65
2019-04-30,45.75,2021-09-30,42.65,Buy,631 days,Rise by -15.390000%,-6.78
2020-03-31,30.66,2020-07-31,40.68,Sell,87 days,Fall by -6.000000%,-32.68
2021-04-30,51.4,2023-08-31,65.59,Buy,608 days,Rise by -17.020000%,27.61
2021-12-31,40.01,2022-07-31,38.01,Sell,150 days,Fall by 18.770000%,5.0
2024-11-30,71.54,2025-06-30,78.49,Sell,149 days,Fall by 5.510000%,-9.71
