Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2004-08-31,34.02,2004-11-30,39.12,Sell,64 days,Fall by -2.820000%,-14.99
2006-06-30,38.77,2006-10-31,42.58,Sell,86 days,Fall by -10.780000%,-9.83
2006-11-30,44.04,2007-08-31,48.87,Buy,195 days,Rise by 24.950000%,10.97
2007-06-30,47.6,2007-12-31,51.22,Buy,129 days,Rise by -18.260000%,7.61
2008-02-29,42.95,2008-05-31,50.01,Sell,65 days,Fall by 23.420000%,-16.44
2008-10-31,32.89,2009-03-31,30.32,Sell,106 days,Fall by -29.860000%,7.81
2008-11-30,29.12,2009-04-30,34.28,Sell,107 days,Fall by -46.670000%,-17.72
2012-02-29,64.41,2013-04-30,70.72,Buy,303 days,Rise by 6.460000%,9.8
2012-03-31,67.55,2013-08-31,75.47,Buy,369 days,Rise by 1.510000%,11.72
2013-10-31,82.79,2014-03-31,87.67,Buy,106 days,Rise by 28.050000%,5.89
2013-11-30,85.73,2014-09-30,98.79,Buy,215 days,Rise by 23.660000%,15.23
2016-09-30,118.72,2017-04-30,135.99,Buy,150 days,Rise by 42.690000%,14.55
2017-03-31,132.38,2017-08-31,146.2,Buy,108 days,Rise by 27.960000%,10.44
2018-11-30,169.37,2019-03-31,179.66,Sell,85 days,Fall by -12.420000%,-6.08
2020-01-31,219.07,2020-09-30,277.84,Buy,172 days,Rise by 34.610000%,26.83
2021-08-31,379.95,2024-03-31,444.01,Buy,673 days,Rise by -17.550000%,16.86
2022-02-28,346.8,2022-08-31,299.27,Sell,131 days,Fall by 13.710000%,13.71
2024-01-31,416.97,2024-08-31,476.27,Buy,152 days,Rise by 14.900000%,14.22
2024-02-29,439.0,2024-12-31,511.23,Buy,217 days,Rise by 18.970000%,16.45
2025-08-31,570.4,2025-08-31,570.4,Buy,0 days,Rise by 10.290000%,0.0
2025-10-31,629.07,2025-10-31,629.07,Buy,0 days,Rise by 0.000000%,0.0
