Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2003-08-31,9.625,2003-12-07,11.6625,Buy,69 Days,34.02,Rise by 30.71%,21.17%,21.17%
2004-03-28,11.9937,2004-04-11,12.7375,Sell,9 Days,-11.11,Fall by -5.32%,-6.2%,14.97%
2004-05-16,13.0,2004-07-18,12.5625,Sell,44 Days,-10.53,Fall by 7.69%,3.37%,18.33%
2005-03-27,13.4375,2005-04-17,14.65,Sell,14 Days,-18.71,Fall by -34.6%,-9.02%,9.31%
2005-05-29,16.0625,2005-12-11,19.775,Buy,139 Days,20.72,Rise by 10.27%,23.11%,32.42%
2005-08-21,17.1375,2005-09-11,18.4375,Sell,14 Days,-11.11,Fall by -6.42%,-7.59%,24.84%
2006-01-08,19.5125,2006-02-12,18.5375,Sell,24 Days,-10.87,Fall by 6.53%,5.0%,29.83%
2006-04-23,18.3375,2006-05-07,19.5375,Sell,9 Days,-7.1,Fall by -15.41%,-6.54%,23.29%
2008-03-30,23.6,2008-05-11,19.95,Buy,29 Days,8.0,Rise by -12.66%,-15.47%,7.82%
2009-03-22,15.975,2009-08-02,19.67,Buy,94 Days,6.79,Rise by 7.17%,23.13%,30.95%
2011-03-20,17.41,2011-04-17,18.665,Sell,19 Days,-11.63,Fall by -17.15%,-7.21%,23.74%
2012-04-15,21.35,2012-04-22,23.14,Sell,4 Days,-13.42,Fall by 8.81%,-8.38%,15.36%
2013-05-12,31.8,2014-03-02,38.38,Buy,209 Days,13.36,Rise by 0.63%,20.69%,36.05%
2013-08-25,32.775,2013-09-01,31.13,Sell,4 Days,-13.9,Fall by -0.56%,5.02%,41.07%
2015-08-02,36.11,2015-08-23,34.08,Sell,14 Days,-19.6,Fall by 12.21%,5.62%,46.69%
2016-01-17,31.92,2016-03-20,30.13,Sell,44 Days,-27.63,Fall by 5.64%,5.61%,52.3%
2016-11-20,28.67,2019-02-24,34.73,Buy,589 Days,20.08,Rise by 3.87%,21.14%,73.44%
2018-04-15,28.2,2018-06-10,26.39,Sell,39 Days,-16.67,Fall by 6.42%,6.42%,79.86%
2021-01-24,45.18,2023-02-05,38.11,Buy,529 Days,8.07,Rise by -10.16%,-15.65%,64.21%
2021-10-03,46.65,2021-10-10,49.89,Sell,4 Days,-12.57,Fall by 1.31%,-6.95%,57.26%
2023-06-11,39.15,2023-10-29,32.87,Buy,99 Days,20.25,Rise by 1.66%,-16.04%,41.22%
2025-01-19,36.35,2025-02-02,39.25,Sell,9 Days,-15.14,Fall by -3.58%,-7.98%,33.24%
2025-07-06,40.44,2025-07-06,40.44,Buy,0 Days,11.9,Rise by 0%,0.0%,33.24%
