Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-03-11,90.7,2012-06-10,88.69,Sell,64 days,Fall by 4.660000%,2.22,
2012-09-16,93.88,2013-05-05,95.96,Buy,164 days,Rise by 1.030000%,2.22,
2012-11-04,92.41,2012-12-02,93.05,Sell,19 days,Fall by 2.770000%,-0.69,
2013-06-09,92.34,2013-07-14,92.56,Sell,24 days,Fall by -0.430000%,-0.24,
2013-10-20,93.42,2014-03-16,93.8,Buy,104 days,Rise by 1.620000%,0.41,
2014-01-12,93.57,2014-03-16,93.8,Buy,44 days,Rise by 1.450000%,0.25,
2014-07-13,94.48,2014-08-17,94.05,Sell,24 days,Fall by 4.090000%,0.46,
2014-07-20,93.88,2014-08-17,94.05,Sell,19 days,Fall by 3.470000%,-0.18,
2014-09-07,93.26,2014-10-12,90.62,Sell,24 days,Fall by 6.440000%,2.83,
2014-12-14,87.25,2014-12-21,90.23,Sell,4 days,Fall by 2.050000%,-3.42,
2016-01-17,77.91,2016-01-31,79.29,Sell,9 days,Fall by -7.140000%,-1.77,
2016-11-06,84.98,2016-11-27,85.73,Sell,14 days,Fall by -1.550000%,-0.88,
2017-06-18,88.15,2017-10-01,88.76,Sell,74 days,Fall by 0.930000%,-0.69,
2017-06-25,88.2,2017-10-01,88.76,Sell,69 days,Fall by 0.990000%,-0.63,
2017-08-20,87.47,2018-02-18,86.45,Sell,129 days,Fall by 0.410000%,1.17,
2017-11-05,87.98,2017-12-10,87.35,Sell,24 days,Fall by 1.110000%,0.72,
2017-11-12,87.11,2018-02-18,86.45,Sell,69 days,Fall by 2.480000%,0.76,
2018-02-11,84.95,2018-02-18,86.45,Sell,4 days,Fall by -0.150000%,-1.77,
2018-08-19,86.04,2019-05-05,86.57,Buy,184 days,Rise by 1.080000%,0.62,
2018-11-04,84.27,2018-12-16,83.16,Sell,29 days,Fall by 4.790000%,1.32,
2018-11-25,82.71,2019-01-06,82.39,Sell,29 days,Fall by -2.650000%,0.39,
2019-03-24,85.84,2019-04-28,86.97,Buy,24 days,Rise by 1.740000%,1.32,
2019-03-31,86.47,2019-07-21,86.59,Buy,79 days,Rise by 0.990000%,0.14,
2019-06-16,86.29,2019-07-21,86.59,Buy,24 days,Rise by 1.380000%,0.35,
2020-03-08,85.05,2020-03-29,77.03,Sell,14 days,Fall by 2.470000%,9.43,
2021-02-28,86.44,2021-05-02,87.44,Sell,44 days,Fall by -0.980000%,-1.16,
2021-03-14,86.46,2021-05-02,87.44,Sell,34 days,Fall by -0.960000%,-1.13,
2022-02-06,83.77,2022-03-20,82.53,Sell,29 days,Fall by 11.600000%,1.48,
2022-05-01,78.53,2022-05-29,80.19,Sell,19 days,Fall by 5.790000%,-2.11,
2022-05-22,76.46,2022-05-29,80.19,Sell,4 days,Fall by 6.630000%,-4.88,
2023-06-11,74.72,2023-12-24,77.47,Buy,139 days,Rise by 3.990000%,3.68,
2023-06-18,74.93,2023-12-31,77.39,Buy,139 days,Rise by 3.700000%,3.28,
2023-07-23,75.37,2023-12-31,77.39,Buy,114 days,Rise by 3.090000%,2.68,
2023-10-01,73.72,2023-10-29,72.36,Sell,19 days,Fall by -3.070000%,1.84,
2023-12-24,77.47,2024-09-08,79.14,Buy,184 days,Rise by 0.340000%,2.16,
2024-11-03,78.75,2024-12-01,80.04,Sell,19 days,Fall by 0.280000%,-1.64,
2024-12-29,78.55,2025-03-02,80.13,Sell,44 days,Fall by 2.300000%,-2.01,
2025-04-06,76.76,2025-04-27,78.77,Sell,14 days,Fall by -5.260000%,-2.62,
