Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2013-02-10,78.58,2013-06-02,80.5,Buy,79 days,Rise by 4.500000%,2.44
2013-03-24,78.75,2013-06-02,80.5,Buy,49 days,Rise by 4.280000%,2.22
2013-07-21,83.72,2013-11-17,87.66,Buy,84 days,Rise by 5.390000%,4.71
2014-01-26,84.33,2014-04-20,92.79,Sell,59 days,Fall by -13.660000%,-10.03
2014-04-27,93.23,2014-06-22,100.93,Buy,39 days,Rise by 8.260000%,8.26
2014-10-12,83.55,2014-12-21,80.57,Sell,49 days,Fall by 11.410000%,3.57
2014-10-19,82.7,2014-12-21,80.57,Sell,44 days,Fall by 10.500000%,2.58
2015-03-15,74.63,2015-04-19,81.91,Sell,24 days,Fall by 10.180000%,-9.75
2015-06-28,76.08,2015-07-26,69.51,Sell,19 days,Fall by 16.540000%,8.64
2015-12-20,58.79,2016-02-07,55.94,Sell,34 days,Fall by -27.280000%,4.85
2016-04-24,67.04,2016-09-04,69.08,Buy,94 days,Rise by 3.270000%,3.04
2016-09-25,67.64,2016-12-04,74.83,Sell,49 days,Fall by 5.370000%,-10.63
2016-11-06,67.77,2016-12-04,74.83,Sell,19 days,Fall by 5.550000%,-10.42
2016-12-11,76.6,2018-02-25,68.8,Buy,314 days,Rise by -10.500000%,-10.18
2017-03-26,68.56,2017-06-18,66.3,Sell,59 days,Fall by 6.640000%,3.3
2017-04-30,67.84,2017-06-25,64.38,Sell,39 days,Fall by 5.650000%,5.1
2017-09-24,67.2,2017-10-22,67.77,Buy,19 days,Rise by 15.340000%,0.85
2017-12-31,72.26,2018-01-28,77.51,Buy,19 days,Rise by 8.100000%,7.27
2018-04-15,71.41,2018-05-20,78.11,Buy,24 days,Rise by 8.050000%,9.38
2018-10-28,66.48,2019-01-06,59.87,Sell,49 days,Fall by 15.600000%,9.94
2018-11-25,63.91,2019-01-13,62.01,Sell,34 days,Fall by 8.040000%,2.97
2019-08-11,59.1,2019-09-15,61.08,Sell,24 days,Fall by 3.500000%,-3.35
2019-12-29,61.68,2021-02-14,44.67,Buy,294 days,Rise by -11.510000%,-27.58
2020-02-02,53.44,2020-03-22,25.86,Sell,34 days,Fall by 51.610000%,51.61
2020-03-08,42.5,2020-03-29,28.33,Sell,14 days,Fall by 18.540000%,33.34
2020-11-22,35.81,2020-12-20,39.4,Buy,19 days,Rise by 49.600000%,10.03
2021-02-28,48.15,2021-05-30,52.21,Buy,64 days,Rise by 15.780000%,8.43
2021-03-07,52.95,2021-10-31,57.47,Buy,169 days,Rise by -10.220000%,8.54
2021-07-18,48.68,2021-09-26,50.9,Sell,49 days,Fall by -11.690000%,-4.56
2022-01-16,64.51,2022-03-06,75.23,Buy,34 days,Rise by 38.750000%,16.62
2022-06-26,71.59,2022-07-31,78.42,Sell,24 days,Fall by 1.550000%,-9.54
2023-05-14,78.52,2023-07-23,84.3,Sell,49 days,Fall by -4.720000%,-7.36
2023-07-23,84.3,2023-08-20,88.81,Buy,19 days,Rise by 9.190000%,5.35
2024-02-25,85.96,2024-03-31,94.41,Buy,24 days,Rise by 8.400000%,9.83
2024-04-07,98.08,2024-12-22,84.14,Buy,184 days,Rise by -10.240000%,-14.21
2024-04-21,94.97,2024-06-23,89.75,Sell,44 days,Fall by 7.300000%,5.5
2024-09-15,85.59,2024-10-06,93.18,Sell,14 days,Fall by 1.690000%,-8.87
2024-12-15,89.22,2025-01-19,93.96,Sell,24 days,Fall by 11.720000%,-5.31
2025-10-26,88.07,2025-10-26,88.07,Buy,0 days,Rise by 0.070000%,0.0
