Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2014-08-24,17.0,2015-02-15,21.41,Buy,124 Days,22.46,Rise by -10.24%,25.94%,25.94%,
2015-08-02,30.32,2015-08-09,38.11,Sell,4 Days,-19.6,Fall by -29.98%,-25.69%,0.25%,
2016-01-17,45.0,2016-02-07,37.915,Sell,14 Days,-27.63,Fall by 12.42%,15.74%,15.99%,
2016-11-20,63.68,2017-04-23,77.68,Buy,109 Days,20.08,Rise by 16.54%,21.98%,37.98%,
2018-04-15,81.51,2018-06-17,87.11,Sell,44 Days,-16.67,Fall by 1.47%,-6.87%,31.11%,
2021-01-24,181.61,2021-03-07,132.88,Buy,29 Days,8.07,Rise by -26.83%,-26.83%,4.28%,
2021-10-03,182.54,2021-11-07,201.49,Sell,24 Days,-12.57,Fall by 6.27%,-10.38%,-6.11%,
2023-06-11,177.03,2023-10-08,148.7,Buy,84 Days,20.25,Rise by -13.18%,-16.0%,-22.11%,
2025-01-19,175.65,2025-02-02,167.33,Sell,9 Days,-15.14,Fall by 11.69%,4.74%,-17.37%,
2025-07-06,201.07,2025-11-02,169.84,Buy,84 Days,11.9,Rise by -12.88%,-15.53%,-32.9%,
