Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2006-04-30,3795.17,2007-03-31,4107.14,Buy,239 days,Rise by 9.430000%,8.22,
2008-02-29,3582.72,2008-09-30,3090.22,Sell,151 days,Fall by 13.750000%,13.75,
2010-06-30,2972.09,2010-10-31,3304.89,Sell,87 days,Fall by -11.810000%,-11.2,
2015-02-28,5878.47,2016-02-29,6230.87,Buy,259 days,Rise by 0.720000%,5.99,
2015-09-30,5593.36,2015-11-30,6100.15,Sell,42 days,Fall by -23.020000%,-9.06,
2016-04-30,6820.58,2016-10-31,6960.68,Buy,129 days,Rise by 23.770000%,2.05,
2018-09-30,9351.06,2019-07-31,10857.75,Buy,216 days,Rise by 25.310000%,16.11,
2019-06-30,10501.1,2019-12-31,11491.9,Buy,130 days,Rise by 11.580000%,9.44,
2021-09-30,13275.76,2023-06-30,11916.47,Buy,455 days,Rise by -10.480000%,-10.24,
2023-10-31,10757.69,2023-12-31,11770.49,Sell,43 days,Fall by -10.650000%,-9.41,
2024-01-31,11843.65,2024-11-30,13066.92,Buy,217 days,Rise by 10.700000%,10.33,
2024-05-31,11867.29,2024-11-30,13066.92,Sell,130 days,Fall by -0.300000%,-10.11,
2024-08-31,12447.68,2025-10-31,13548.32,Buy,303 days,Rise by 8.840000%,8.84,
2025-04-30,11903.31,2025-08-31,12930.73,Sell,87 days,Fall by -13.820000%,-8.63,
2025-10-31,13548.32,2025-10-31,13548.32,Buy,0 days,Rise by 0.000000%,0.0,
