Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
1999-12-31,15.8833,2000-02-29,11.4292,1999-04-30-1999-12-31,5.4396-18.8229,Sell,42 days,28.04%,Fall by 34.07%,28.04%
2000-05-31,8.5583,2000-06-30,8.0167,1997-08-31-1999-04-30,8.3125-17.7083,Sell,22 days,6.33%,Fall by -66.94%,34.37%
2001-06-30,15.6667,2001-08-31,14.5375,2000-10-31-2001-04-30,6.125-19.4958,Sell,44 days,7.21%,Fall by 1.4%,41.58%
2001-07-31,15.5125,2001-08-31,14.5375,1999-04-30-2001-04-30,5.4396-19.4958,Sell,23 days,6.29%,Fall by 1.4%,47.86%
2002-04-30,24.3917,2002-05-31,21.3875,2000-10-31-2002-04-30,6.125-29.225,Sell,23 days,12.32%,Fall by 26.24%,60.18%
2002-09-30,14.3333,2002-10-31,15.775,1999-12-31-2000-10-31,7.3292-14.625,Sell,23 days,-10.06%,Fall by -56.79%,50.12%
2003-01-31,16.0,2004-04-30,39.2125,2000-10-31-2001-04-30,6.125-19.4958,Buy,325 days,145.08%,Rise by -25.34%,195.2%
2004-02-29,38.3458,2004-05-31,24.7333,2002-11-30-2004-01-31,13.0333-44.4167,Sell,65 days,35.5%,Fall by -16.8%,230.7%
2004-05-31,24.7333,2004-06-30,29.6167,2000-10-31-2004-01-31,6.125-44.4167,Sell,22 days,-19.74%,Fall by 2.46%,210.96%
2005-09-30,33.7417,2008-04-30,34.1167,2002-11-30-2004-01-31,13.0333-44.4167,Buy,673 days,1.11%,Rise by -12.01%,212.07%
2006-08-31,30.1292,2007-07-31,26.775,2000-10-31-2002-04-30,6.125-29.225,Buy,238 days,-11.13%,Rise by 62.98%,200.93%
2007-05-31,30.1,2008-04-30,34.1167,1999-04-30-2002-04-30,5.4396-29.225,Buy,239 days,13.34%,Rise by -12.01%,214.28%
2008-01-31,30.1292,2008-02-29,38.7333,2007-03-31-2008-01-31,23.4875-46.4,Sell,21 days,-28.56%,Fall by 29.45%,185.72%
2010-06-30,55.2292,2011-05-31,52.75,2007-03-31-2008-01-31,23.4875-46.4,Buy,239 days,-4.49%,Rise by -15.02%,181.23%
2010-10-31,60.8375,2010-11-30,56.2542,2007-03-31-2010-08-31,23.4875-70.0,Sell,21 days,7.53%,Fall by 20.31%,188.77%
2010-11-30,56.2542,2011-01-31,51.0833,2008-07-31-2010-08-31,17.1667-70.0,Sell,44 days,9.19%,Fall by 12.24%,197.96%
2011-01-31,51.0833,2011-02-28,46.1208,2004-01-31-2008-07-31,28.25-35.6917,Sell,20 days,9.71%,Fall by 13.67%,207.67%
2011-04-30,52.4625,2013-04-30,69.0417,2008-07-31-2010-08-31,17.1667-70.0,Buy,521 days,31.6%,Rise by -20.04%,239.27%
2013-01-31,68.4083,2013-08-31,45.5,2007-03-31-2010-08-31,23.4875-70.0,Buy,151 days,-33.49%,Rise by 239.47%,205.79%
2013-06-30,61.1583,2013-07-31,53.9583,2008-07-31-2013-01-31,17.1667-74.8333,Sell,22 days,11.77%,Fall by -175.61%,217.56%
2013-07-31,53.9583,2013-08-31,45.5,2012-01-31-2013-01-31,38.1708-74.8333,Sell,22 days,15.68%,Fall by -227.16%,233.24%
2013-10-31,59.925,2013-10-31,59.925,2007-03-31-2013-01-31,23.4875-74.8333,Buy,0 days,0.0%,Rise by 0%,233.24%
2013-11-30,56.6667,2014-02-28,63.0,2007-03-31-2013-01-31,23.4875-74.8333,Sell,64 days,-11.18%,Fall by -103.51%,222.06%
2014-03-31,76.675,2014-03-31,76.675,2012-01-31-2013-01-31,38.1708-74.8333,Buy,0 days,0.0%,Rise by 0%,222.06%
2015-12-31,148.7167,2016-02-29,128.2083,2010-08-31-2012-01-31,49.1542-53.1208,Sell,42 days,13.79%,Fall by -66.24%,235.85%
2016-02-29,128.2083,2016-03-31,150.7167,2013-08-31-2015-07-31,42.6583-164.5,Sell,23 days,-17.56%,Fall by -41.41%,218.29%
2018-02-28,214.775,2018-04-30,193.675,2013-08-31-2017-10-31,42.6583-275.775,Sell,43 days,9.82%,Fall by 28.98%,228.12%
2018-03-31,213.725,2018-04-30,193.675,2008-07-31-2017-10-31,17.1667-275.775,Sell,20 days,9.38%,Fall by 28.98%,237.5%
2018-07-31,194.875,2018-07-31,194.875,2008-07-31-2017-10-31,17.1667-275.775,Buy,0 days,0.0%,Rise by 0%,237.5%
2018-12-31,181.375,2020-05-31,171.4,2013-08-31-2015-07-31,42.6583-164.5,Buy,369 days,-5.5%,Rise by 31.23%,232.0%
2020-01-31,228.475,2020-02-29,213.175,2018-10-31-2019-11-30,119.275-274.5,Sell,20 days,6.7%,Fall by 17.19%,238.7%
2020-05-31,171.4,2024-05-31,313.9,2012-01-31-2017-10-31,38.1708-275.775,Buy,1044 days,83.14%,Rise by -16.82%,321.83%
2021-11-30,185.0,2022-02-28,174.9,2020-03-31-2021-09-30,126.0-251.5,Sell,64 days,5.46%,Fall by 12.86%,327.29%
2022-12-31,165.25,2025-01-31,261.1,2000-10-31-2017-10-31,6.125-275.775,Buy,544 days,58.0%,Rise by 27.14%,385.3%
2024-10-31,310.75,2024-11-30,292.1,2022-10-31-2024-09-30,144.025-376.0,Sell,21 days,6.0%,Fall by -25.74%,391.3%
2024-11-30,292.1,2025-01-31,261.1,2013-08-31-2024-09-30,42.6583-376.0,Sell,44 days,10.61%,Fall by -40.67%,401.91%
2025-02-28,237.3,2025-02-28,237.3,2021-09-30-2022-10-31,157.4-206.025,Sell,0 days,-0.0%,Fall by 0%,401.91%
2025-05-31,318.4,2025-05-31,318.4,2022-10-31-2024-09-30,144.025-376.0,Buy,0 days,0.0%,Rise by 0%,401.91%
