Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2006-12-24,4.1917,2007-01-28,4.3083,2006-04-02-2006-09-10,4.0817-4.475,Sell,24 days,-2.78%,Fall by 8.39%,-2.78%,
2007-01-28,4.3083,2011-02-20,4.5,2006-09-10-2006-11-19,3.8033-4.7083,Buy,1059 days,4.45%,Rise by -0.04%,1.67%,
2007-06-10,3.75,2007-06-24,3.88,2006-09-10-2006-11-19,3.8033-4.7083,Sell,9 days,-3.47%,Fall by 11.73%,-1.8%,
2009-03-22,2.085,2009-04-12,2.0967,2008-07-20-2008-11-09,1.72-2.7833,Sell,14 days,-0.56%,Fall by -0.4%,-2.36%,
2009-06-21,2.2333,2015-03-01,24.85,2008-07-20-2008-11-09,1.72-2.7833,Buy,1484 days,1012.7%,Rise by 25.25%,1010.34%,
2010-01-24,3.2517,2011-02-20,4.5,2008-07-20-2009-12-06,1.72-3.6917,Buy,279 days,38.39%,Rise by -0.04%,1048.73%,
2010-05-23,3.0167,2010-06-13,3.15,2008-07-20-2009-12-06,1.72-3.6917,Sell,14 days,-4.42%,Fall by -33.12%,1044.31%,
2010-10-10,3.9583,2010-10-17,3.8333,2009-12-06-2010-04-11,3.125-3.5433,Sell,4 days,3.16%,Fall by -9.39%,1047.47%,
2011-03-06,4.3167,2011-04-03,4.2883,2010-04-11-2011-01-02,2.91-4.7067,Sell,19 days,0.66%,Fall by -12.98%,1048.13%,
2011-04-03,4.2883,2013-06-16,9.875,2010-04-11-2011-01-02,2.91-4.7067,Buy,574 days,130.28%,Rise by 58.92%,1178.41%,
2011-09-04,4.845,2011-10-09,4.9167,2011-01-02-2011-03-20,4.315-4.3433,Sell,24 days,-1.48%,Fall by -0.13%,1176.93%,
2011-10-09,4.9167,2012-02-19,5.0583,2006-09-10-2011-07-31,3.8033-5.46,Buy,94 days,2.88%,Rise by 42.5%,1179.81%,
2011-12-11,5.165,2012-02-19,5.0583,2010-04-11-2011-07-31,2.91-5.46,Buy,49 days,-2.07%,Rise by 42.5%,1177.74%,
2012-06-10,7.0417,2012-07-15,8.0,2006-04-02-2008-07-20,1.9883-4.475,Sell,24 days,-13.61%,Fall by 6.44%,1164.13%,
2015-01-25,24.165,2015-05-03,23.125,2014-05-04-2014-07-13,14.88-15.865,Sell,69 days,4.3%,Fall by -24.13%,1168.44%,
2015-11-15,28.705,2015-11-22,30.615,2015-02-08-2015-05-17,24.2-23.44,Sell,4 days,-6.65%,Fall by 8.98%,1161.78%,
2016-07-10,27.35,2016-10-02,32.05,2010-04-11-2015-12-20,2.91-32.5,Buy,59 days,17.18%,Rise by 3.65%,1178.97%,
2016-10-30,33.65,2018-12-30,33.965,2016-06-26-2016-08-28,25.535-34.74,Buy,564 days,0.94%,Rise by 20.84%,1179.9%,
2017-04-16,31.375,2017-06-04,32.55,2015-12-20-2016-06-26,27.325-31.265,Sell,34 days,-3.75%,Fall by 11.81%,1176.16%,
2018-01-21,33.055,2018-02-04,31.15,2016-08-28-2016-12-11,31.25-31.765,Sell,9 days,5.76%,Fall by 11.72%,1181.92%,
2018-03-25,28.47,2018-04-15,27.5,2017-10-08-2017-12-17,28.705-33.99,Sell,14 days,3.41%,Fall by -10.16%,1185.33%,
2018-04-22,26.785,2018-07-15,31.745,2010-04-11-2016-08-28,2.91-34.74,Sell,59 days,-18.52%,Fall by 4.57%,1166.81%,
2018-05-06,27.74,2020-11-01,41.25,2008-07-20-2016-08-28,1.72-34.74,Buy,649 days,48.7%,Rise by 1.04%,1215.51%,
2018-10-21,30.765,2018-10-21,30.765,2017-12-17-2018-05-27,27.67-33.245,Sell,0 days,-0.0%,Fall by 0%,1215.51%,
2019-01-06,33.71,2020-08-30,43.87,2017-10-08-2017-12-17,28.705-33.99,Buy,429 days,30.14%,Rise by -12.35%,1245.65%,
2019-07-21,39.825,2019-11-03,39.77,2017-10-08-2019-06-23,28.705-44.35,Sell,74 days,0.14%,Fall by 14.66%,1245.79%,
2019-08-04,40.54,2019-10-06,40.8,2018-05-27-2019-06-23,26.275-44.35,Buy,44 days,0.64%,Rise by 7.62%,1246.43%,
2019-10-20,39.23,2019-12-01,43.67,2018-05-27-2019-06-23,26.275-44.35,Sell,29 days,-11.32%,Fall by 11.61%,1235.11%,
2019-11-03,39.77,2020-03-08,42.07,2017-10-08-2019-06-23,28.705-44.35,Buy,89 days,5.78%,Rise by 10.72%,1240.9%,
