Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2000-11-19,28.8125,2000-11-26,24.125,Buy,4 Days,29.16,Rise by 10.63%,-16.27%,-16.27%
2000-12-24,31.875,2000-12-31,29.0625,Sell,4 Days,-20.0,Fall by 12.94%,8.82%,-7.45%
2001-03-25,15.875,2001-04-01,14.63,Sell,4 Days,-19.44,Fall by 5.51%,7.84%,0.4%
2001-09-23,10.76,2001-09-30,12.58,Sell,4 Days,-13.51,Fall by -43.96%,-16.91%,-16.52%
2001-11-11,15.38,2001-11-18,14.55,Sell,4 Days,-7.69,Fall by -0.72%,5.4%,-11.12%
2002-05-12,8.01,2002-05-19,9.56,Sell,4 Days,-10.53,Fall by 0.25%,-19.35%,-30.47%
2003-01-12,13.07,2003-01-19,11.44,Sell,4 Days,-4.76,Fall by 10.48%,12.47%,-18.0%
2004-03-28,11.92,2004-05-02,11.25,Sell,24 Days,-11.11,Fall by 5.62%,5.62%,-12.38%
2004-05-16,11.6,2004-05-23,11.23,Sell,4 Days,-10.53,Fall by 11.9%,3.19%,-9.19%
2005-03-27,12.4,2005-04-17,11.7,Sell,14 Days,-18.71,Fall by 6.77%,5.65%,-3.54%
2005-05-29,12.85,2006-08-20,15.71,Buy,319 Days,20.72,Rise by 9.26%,22.26%,18.71%
2005-08-21,13.07,2005-09-25,12.45,Sell,24 Days,-11.11,Fall by 8.34%,4.74%,23.46%
2006-01-08,13.12,2006-01-15,12.51,Sell,4 Days,-10.87,Fall by -2.67%,4.65%,28.11%
2006-04-23,14.28,2006-05-21,13.7,Sell,19 Days,-7.1,Fall by 5.67%,4.06%,32.17%
2008-03-30,19.37,2008-08-10,23.52,Buy,94 Days,8.0,Rise by 17.91%,21.42%,53.59%
2009-03-22,17.1,2009-06-07,20.71,Buy,54 Days,6.79,Rise by 15.73%,21.11%,74.7%
2011-03-20,30.76,2011-03-27,32.64,Sell,4 Days,-11.63,Fall by -1.24%,-6.11%,68.59%
2012-04-15,28.56,2012-05-13,27.0,Sell,19 Days,-13.42,Fall by 10.33%,5.46%,74.05%
2013-05-12,34.02,2014-05-11,41.04,Buy,259 Days,13.36,Rise by -11.41%,20.63%,94.69%
2013-08-25,31.77,2013-09-22,34.05,Sell,19 Days,-13.9,Fall by -4.6%,-7.18%,87.51%
2015-08-02,39.94,2015-08-23,37.55,Sell,14 Days,-19.6,Fall by 9.19%,5.98%,93.5%
2016-01-17,34.12,2016-01-31,36.31,Sell,9 Days,-27.63,Fall by -15.5%,-6.42%,87.08%
2016-11-20,39.86,2017-06-25,50.95,Buy,154 Days,20.08,Rise by 8.3%,27.82%,114.9%
2018-04-15,46.08,2018-06-24,44.1,Sell,49 Days,-16.67,Fall by 4.38%,4.3%,119.2%
2021-01-24,60.36,2021-04-11,75.58,Buy,54 Days,8.07,Rise by 15.92%,25.22%,144.41%
2021-10-03,89.74,2021-10-17,95.33,Sell,9 Days,-12.57,Fall by 1.67%,-6.23%,138.18%
2023-06-11,109.85,2024-06-16,138.13,Buy,264 Days,20.25,Rise by 14.99%,25.74%,163.93%
2025-01-19,161.03,2025-01-26,183.6,Sell,4 Days,-15.14,Fall by 12.52%,-14.02%,149.91%
2025-07-06,237.32,2025-09-14,292.18,Buy,49 Days,11.9,Rise by 5.36%,23.12%,173.03%
